Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Ржевская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856					
1	"Число избирателей, внесенных в списки избирателей"	11082	223	770	299	201	168	223	285	202	90	135	226	393	140	449	435	210	263	1270	403	366	517	1260	359	293	376	208	317	335	488	178					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10218	210	750	280	200	150	200	260	190	90	120	210	360	130	410	400	190	230	1150	370	330	470	1150	330	270	340	190	300	310	450	178					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5485	101	477	138	110	112	86	97	87	63	46	114	165	35	181	234	110	109	601	215	228	245	553	188	123	228	100	194	193	214	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2009	35	89	75	76	18	73	128	39	16	32	57	71	38	85	67	28	39	153	68	44	75	199	58	79	79	34	71	83	80	20					
6	Число погашенных избирательных бюллетеней	2724	74	184	67	14	20	41	35	64	11	42	39	124	57	144	99	52	82	396	87	58	150	398	84	68	33	56	35	34	156	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2009	35	89	75	76	18	73	128	39	16	32	57	71	38	85	67	28	39	153	68	44	75	199	58	79	79	34	71	83	80	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5484	101	477	138	110	112	86	97	87	63	46	114	165	35	181	233	110	109	601	215	228	245	553	188	123	228	100	194	193	214	138					
9	Число недействительных избирательных бюллетеней	41	0	7	1	0	1	0	0	1	0	0	0	2	0	3	1	0	2	6	1	1	2	4	0	0	2	1	2	2	1	1					
10	Число действительных избирательных бюллетеней	7452	136	559	212	186	129	159	225	125	79	78	171	234	73	263	299	138	146	748	282	271	318	748	246	202	305	133	263	274	293	157					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	323	10	57	5	13	3	3	5	3	3	3	3	8	3	5	5	3	3	23	12	11	13	35	7	5	5	3	30	17	10	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	258	9	57	5	13	2	0	0	2	2	2	1	5	0	3	2	1	2	20	9	8	8	28	7	1	2	0	27	17	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	139	1	6	1	1	1	2	1	2	3	2	2	3	1	4	0	1	5	22	12	6	1	19	6	1	6	1	9	9	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	65	1	0	0	0	1	3	5	1	1	1	2	3	3	2	3	2	1	3	3	3	5	7	0	4	3	3	3	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	2	6	1	0	1	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	356	1	33	3	8	9	1	6	9	6	3	9	15	3	23	17	6	16	37	5	14	7	21	10	0	5	14	11	8	52	4					
		4.75%	0.74%	5.83%	1.41%	4.30%	6.92%	0.63%	2.67%	7.14%	7.59%	3.85%	5.26%	6.36%	4.11%	8.65%	5.67%	4.35%	10.81%	4.91%	1.77%	5.15%	2.19%	2.79%	4.07%	0.00%	1.63%	10.45%	4.15%	2.90%	17.69%	2.53%					
