Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Ржевская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797					
1	"Число избирателей, внесенных в список избирателей"	10110	212	849	257	179	148	191	233	171	108	216	449	101	421	439	178	175	1245	383	320	473	1107	355	273	299	170	297	290	417	154					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9600	200	750	250	200	150	200	200	150	100	200	450	100	400	400	200	200	1100	350	300	450	1100	350	250	300	150	300	250	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5438	105	500	128	92	113	82	97	82	46	111	242	38	172	242	116	91	651	187	210	267	630	197	140	110	114	197	168	199	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1461	31	62	37	46	17	57	91	35	26	26	82	29	70	53	16	35	111	33	50	84	94	43	57	57	25	52	53	74	15					
6	Число погашенных избирательных бюллетеней	2701	64	188	85	62	20	61	12	33	28	63	126	33	158	105	68	74	338	130	40	99	376	110	53	133	11	51	29	127	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1461	31	62	37	46	17	57	91	35	26	26	82	29	70	53	16	35	111	33	50	84	94	43	57	57	25	52	53	74	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5438	105	500	128	92	113	82	97	82	46	111	242	38	172	242	116	91	651	187	210	267	630	197	140	110	114	197	168	199	111					
9	Число недействительных избирательных бюллетеней	113	7	8	0	1	1	0	1	0	2	0	9	0	3	4	1	2	19	2	2	9	10	2	3	2	2	11	4	2	6					
10	Число действительных избирательных бюллетеней	6786	129	554	165	137	129	139	187	117	70	137	315	67	239	291	131	124	743	218	258	342	714	238	194	165	137	238	217	271	120					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	894	27	35	38	25	15	15	30	10	8	20	23	10	20	22	28	65	60	15	25	46	85	35	40	39	25	35	35	45	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	870	27	35	38	25	15	14	30	10	8	14	23	8	17	22	28	61	60	13	25	46	83	35	39	38	25	35	35	43	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	408	6	57	15	8	13	3	14	6	8	5	13	7	7	19	3	6	48	8	16	13	33	18	12	11	15	10	13	14	7					
14	Число погашенных неиспользованных открепительных удостоверений	24	0	0	0	0	0	1	0	0	0	6	0	2	3	0	0	4	0	2	0	0	2	0	1	1	0	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	247	8	10	1	6	1	6	19	8	2	3	26	12	8	2	1	3	4	6	6	7	34	16	6	6	14	5	3	6	18					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	891	13	77	24	20	18	6	23	14	9	18	34	0	31	66	13	9	103	33	34	58	107	35	17	13	17	24	27	31	17					
		12.91%	9.56%	13.70%	14.55%	14.49%	13.85%	4.32%	12.23%	11.97%	12.50%	13.14%	10.49%	0.00%	12.81%	22.37%	9.85%	7.14%	13.52%	15.00%	13.08%	16.52%	14.78%	14.58%	8.63%	7.78%	12.23%	9.64%	12.22%	11.36%	13.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	656	17	42	14	14	6	7	17	11	15	19	30	1	41	14	10	10	62	20	19	27	76	24	14	19	15	38	28	28	18					
		9.51%	12.50%	7.47%	8.48%	10.14%	4.62%	5.04%	9.04%	9.40%	20.83%	13.87%	9.26%	1.49%	16.94%	4.75%	7.58%	7.94%	8.14%	9.09%	7.31%	7.69%	10.50%	10.00%	7.11%	11.38%	10.79%	15.26%	12.67%	10.26%	14.29%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	1	3	0	3	2	0	3	0	0	3	5	0	3	1	0	2	9	3	0	3	13	3	4	2	3	2	3	3	2					
		1.10%	0.74%	0.53%	0.00%	2.17%	1.54%	0.00%	1.60%	0.00%	0.00%	2.19%	1.54%	0.00%	1.24%	0.34%	0.00%	1.59%	1.18%	1.36%	0.00%	0.85%	1.80%	1.25%	2.03%	1.20%	2.16%	0.80%	1.36%	1.10%	1.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1613	23	168	54	31	41	26	47	27	13	22	83	16	62	67	51	35	203	57	48	51	160	43	35	27	37	61	34	72	19					
		23.38%	16.91%	29.89%	32.73%	22.46%	31.54%	18.71%	25.00%	23.08%	18.06%	16.06%	25.62%	23.88%	25.62%	22.71%	38.64%	27.78%	26.64%	25.91%	18.46%	14.53%	22.10%	17.92%	17.77%	16.17%	26.62%	24.50%	15.38%	26.37%	15.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	1	9	4	1	0	2	0	0	0	0	8	2	9	1	2	0	22	2	3	1	14	1	1	0	5	3	4	4	10					
		1.58%	0.74%	1.60%	2.42%	0.72%	0.00%	1.44%	0.00%	0.00%	0.00%	0.00%	2.47%	2.99%	3.72%	0.34%	1.52%	0.00%	2.89%	0.91%	1.15%	0.28%	1.93%	0.42%	0.51%	0.00%	3.60%	1.20%	1.81%	1.47%	7.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3422	74	253	69	68	62	98	96	65	32	75	155	48	92	141	55	68	339	102	151	202	344	132	123	104	60	110	121	129	54					
		49.60%	54.41%	45.02%	41.82%	49.28%	47.69%	70.50%	51.06%	55.56%	44.44%	54.74%	47.84%	71.64%	38.02%	47.80%	41.67%	53.97%	44.49%	46.36%	58.08%	57.55%	47.51%	55.00%	62.44%	62.28%	43.17%	44.18%	54.75%	47.25%	42.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	19	0	2	0	0	0	0	1	0	1	0	0	0	1	1	0	0	5	1	3	0	0	0	0	0	0	0	0	4	0					
		0.28%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	1.39%	0.00%	0.00%	0.00%	0.41%	0.34%	0.00%	0.00%	0.66%	0.45%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
