Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Трубчевская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050					
1	"Число избирателей, включенных в списки избирателей"	27487	1248	1273	2289	2254	2096	1310	369	1291	1147	1293	1272	362	260	102	241	453	49	118	176	442	996	522	476	253	622	130	343	231	330	338	82	858	501	744	823	48	108	324	194	396	306	319	192	306					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26200	1250	1200	2000	2100	1900	1250	350	1200	1100	1100	1200	400	250	100	250	450	50	120	180	450	950	500	450	250	650	130	350	250	300	350	80	850	500	750	800	50	100	300	190	400	300	300	200	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	15760	696	726	1144	1189	963	623	234	769	761	513	721	299	170	55	138	271	41	89	146	276	528	345	268	192	417	101	246	225	266	223	54	469	334	414	588	46	29	190	78	238	180	210	132	163					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3445	58	93	224	193	69	138	39	118	143	327	169	43	35	32	65	80	0	19	24	129	188	52	82	10	151	8	19	5	15	38	16	126	67	87	115	0	49	61	102	33	70	50	36	67					
6	Число погашенных избирательных бюллетеней	6995	496	381	632	718	868	489	77	313	196	260	310	58	45	13	47	99	9	12	10	45	234	103	100	48	82	21	85	20	19	89	10	255	99	249	97	4	22	49	10	129	50	40	32	70					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3445	58	93	224	193	69	138	39	118	143	327	169	43	35	32	65	80	0	19	24	129	188	52	82	10	151	8	19	5	15	38	16	126	67	87	115	0	49	61	102	33	70	50	36	67					
8	Число бюллетеней в стационарных ящиках для голосования	15758	696	726	1144	1189	961	623	234	769	761	513	721	299	170	55	138	271	41	89	146	276	528	345	268	192	417	101	246	225	266	223	54	469	334	414	588	46	29	190	78	238	180	210	132	163					
9	Число недействительных избирательных бюллетеней	141	6	3	11	16	14	6	1	10	4	3	10	6	0	0	2	0	0	0	0	0	11	3	0	0	5	0	0	0	2	2	0	9	3	2	3	0	0	3	0	0	2	1	1	2					
10	Число действительных избирательных бюллетеней	19062	748	816	1357	1366	1016	755	272	877	900	837	880	336	205	87	201	351	41	108	170	405	705	394	350	202	563	109	265	230	279	259	70	586	398	499	700	46	78	248	180	271	248	259	167	228					
11	Число полученных открепительных  удостоверений	1043	100	28	46	120	65	90	2	70	90	20	80	20	8	0	32	7	0	0	0	37	10	20	6	1	10	1	5	12	4	7	2	18	27	15	20	2	5	1	2	15	5	22	8	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1034	100	28	46	120	65	82	2	70	90	20	80	20	8	0	32	7	0	0	0	37	10	20	6	1	10	1	5	12	4	7	2	18	27	15	20	2	4	1	2	15	5	22	8	10					
