Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Завьяловская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756					
1	"Число избирателей, внесенных в списки"	40477	1172	221	83	91	91	238	376	2180	385	1013	131	513	1261	1888	1100	1279	708	1734	316	1030	1049	216	207	164	179	749	205	585	617	193	2411	1832	528	2634	758	1194	281	148	162	756	288	961	1724	700	737	729	802	520	269	636	296	380	303	128	1242	84					
2	"Число бюллетеней, полученных участковыми комиссиями"	36600	1050	200	80	90	90	210	330	1950	350	930	115	470	1120	1700	900	1150	620	1450	290	930	950	215	190	160	170	690	190	550	540	180	2160	1660	480	2400	700	1070	250	130	150	670	250	800	1600	660	650	650	720	470	240	550	270	350	280	120	1100	360					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24072	681	145	70	61	54	155	241	1520	221	446	84	284	732	1281	697	695	403	1178	188	619	639	162	132	114	118	471	126	382	428	121	1491	1089	280	1267	368	707	175	74	86	415	193	460	1020	398	363	417	505	315	162	410	181	213	199	78	677	81					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1029	7	2	0	7	7	14	4	22	35	125	11	19	4	8	10	2	2	18	16	68	23	0	5	4	2	18	9	36	8	0	22	12	18	59	38	36	6	23	21	26	24	61	15	18	26	21	22	15	0	11	0	5	11	8	45	0					
6	Число погашенных бюллетеней	11499	362	53	10	22	29	41	85	408	94	359	20	167	384	411	193	453	215	254	86	243	288	53	53	42	50	201	55	132	104	59	647	559	182	1074	294	327	69	33	43	229	33	279	565	244	261	212	193	140	78	129	89	132	70	34	378	279					
7	Число бюллетеней в переносных ящиках для голосования	1029	7	2	0	7	7	14	4	22	35	125	11	19	4	8	10	2	2	18	16	68	23	0	5	4	2	18	9	36	8	0	22	12	18	59	38	36	6	23	21	26	24	61	15	18	26	21	22	15	0	11	0	5	11	8	45	0					
8	Число бюллетеней в стационарных ящиках для голосования	24054	681	145	70	61	54	155	241	1510	221	444	84	284	732	1281	697	695	403	1178	188	617	639	162	132	114	118	471	126	382	428	121	1488	1088	280	1267	368	707	175	74	86	415	193	460	1020	398	363	417	505	315	162	410	181	213	199	78	677	81					
9	Число недействительных бюллетеней	620	20	2	1	3	0	7	7	35	8	13	5	12	15	16	27	7	17	24	2	37	22	2	6	3	2	15	6	44	20	1	15	19	4	32	7	10	0	3	0	21	2	10	17	21	6	7	19	0	7	5	1	8	3	2	18	4					
10	Число действительных бюллетеней	24463	668	145	69	65	61	162	238	1497	248	556	90	291	721	1273	680	690	388	1172	202	648	640	160	131	115	118	474	129	374	416	120	1495	1081	294	1294	399	733	181	94	107	420	215	511	1018	395	383	431	508	330	155	416	180	210	207	84	704	77					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	475	10	5	5	5	5	5	5	30	5	10	5	5	15	20	10	10	5	10	5	20	10	5	5	5	5	20	5	5	5	5	15	25	5	25	5	10	5	5	5	10	5	10	10	10	10	5	5	5	5	10	5	5	5	5	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	228	7	0	0	0	4	2	0	25	0	4	0	1	15	14	7	4	0	7	0	12	3	0	1	0	0	15	0	4	2	1	12	15	3	18	4	9	0	0	2	1	0	3	7	6	2	4	2	1	0	4	0	0	1	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	187	5	0	0	0	0	3	2	6	2	4	4	2	3	7	4	3	1	11	2	6	3	0	0	1	2	3	2	2	16	2	6	3	0	3	3	6	4	1	2	5	1	7	8	2	7	8	1	1	6	1	0	1	1	2	6	6					
14	Число погашенных открепительных удостоверений	247	3	5	5	5	1	3	5	5	5	6	5	4	0	6	3	6	5	3	5	8	7	5	4	5	5	5	5	1	3	4	3	10	2	7	1	1	5	5	3	9	5	7	3	4	8	1	3	4	5	6	5	5	4	5	4	0					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	505	18	6	2	2	1	4	5	34	14	8	4	4	10	17	21	7	5	24	3	12	11	7	3	1	3	4	5	13	6	2	22	26	7	22	1	15	3	5	2	6	9	10	14	15	6	8	8	5	5	12	8	5	13	1	17	4					
		2.01%	2.61%	4.08%	2.85%	2.94%	1.63%	2.36%	2.04%	2.21%	5.46%	1.40%	4.21%	1.32%	1.35%	1.31%	2.97%	1.00%	1.23%	2.00%	1.47%	1.75%	1.66%	4.32%	2.18%	0.84%	2.5%	0.81%	3.70%	3.11%	1.37%	1.65%	1.45%	2.36%	2.34%	1.65%	0.24%	2.01%	1.65%	5.15%	1.86%	1.36%	4.14%	1.91%	1.35%	3.60%	1.54%	1.82%	1.51%	1.51%	3.08%	2.85%	4.41%	2.29%	6.19%	1.16%	2.35%	4.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	677	16	0	0	0	0	0	2	39	10	15	2	4	41	52	11	27	16	37	3	29	18	1	3	3	4	8	1	10	5	1	59	31	5	60	10	7	2	2	0	14	5	8	47	9	4	3	7	7	3	2	10	4	5	0	13	2					
