Выборы Президента Российской Федерации																																																																
Дата голосования: 18.03.2018																																																																
																																																																
Наименование Избирательной комиссии:    Ботлихская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																														
																																																																
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214									
1	"Число избирателей, включенных в список избирателей"	28305	23	923	391	1800	722	56	10	523	1049	822	58	33	224	190	1879	1010	1652	307	52	1489	175	183	1809	34	24	40	460	140	225	194	16	1164	1684	390	365	20	983	1324	253	73	380	194	401	1480	601	340	334	330	30	137	642	49	618									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27900	25	920	330	1732	660	55	10	520	1020	820	58	33	220	190	1870	1010	1620	300	38	1460	169	180	1800	34	24	40	460	140	220	190	15	1160	1690	380	380	20	980	1320	250	70	380	190	400	1440	590	370	330	320	30	130	640	49	618									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	25856	23	856	320	1478	561	52	10	469	972	747	58	32	200	190	1577	954	1574	288	34	1345	160	179	1683	30	21	40	434	120	214	181	15	1100	1634	359	347	19	914	1305	250	70	339	179	351	1370	533	303	321	292	27	121	572	49	584									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	935	0	18	0	195	87	0	0	18	0	3	0	1	2	0	144	0	15	4	4	110	7	1	80	0	1	0	20	6	0	9	0	0	19	2	18	0	0	0	0	0	31	0	20	36	36	19	0	9	0	9	11	0	0									
6	Число погашенных избирательных бюллетеней	1109	2	46	10	59	12	3	0	33	48	70	0	0	18	0	149	56	31	8	0	5	2	0	37	4	2	0	6	14	6	0	0	60	37	19	15	1	66	15	0	0	10	11	29	34	21	48	9	19	3	0	57	0	34									
