Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
"Наименование Избирательной комиссии:    Рязань, Московская"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079					
1	"Число избирателей, включенных в списки избирателей"	144817	2612	2690	2637	2644	2598	2342	2030	2671	2722	2647	2617	2699	2541	1387	2773	2180	2088	1216	2544	2596	2507	1223	2193	2905	2109	2136	2251	2408	2833	2674	2446	2420	1902	2570	2942	2798	2791	2606	2565	2599	2610	949	2657	2291	2276	1224	2097	2478	2242	2566	2151	2574	2118	1601	2235	2115	2215	1977	2717	2413	1890	2309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	135500	2500	2500	2500	2500	2500	2200	1900	2500	2600	2500	2500	2600	2400	1200	2600	2000	1900	1100	2200	2400	2400	1000	2000	2700	2000	2000	2100	2300	2700	2500	2300	2300	1700	2400	2800	2600	2600	2500	2400	2500	2500	1000	2500	2100	2100	1100	2000	2400	2000	2400	2000	2400	2000	1500	2100	2000	2000	1800	2600	2300	1700	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	83331	1531	1589	1518	1540	1283	1307	1137	1549	1530	1567	1550	1388	1509	805	1601	1165	1158	789	1404	1449	1519	719	1273	1492	1148	1218	1338	1440	1707	1530	1545	1386	1032	1259	1648	1555	1510	1477	1459	1524	1929	661	1651	1392	1266	777	1230	1384	1222	1386	1181	1350	1295	915	1403	1285	1425	1406	1716	1344	887	1078					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3304	55	94	28	34	45	43	33	69	94	43	75	48	67	61	60	65	34	33	180	40	42	34	48	52	52	30	46	71	58	42	37	31	56	109	39	17	30	17	48	51	47	213	42	29	34	10	16	65	118	37	48	75	37	27	30	56	11	48	34	32	117	67					
6	Число погашенных избирательных бюллетеней	48844	913	817	954	926	1172	850	730	882	976	890	875	1164	824	334	939	770	708	270	616	911	839	245	679	1156	800	752	716	789	935	928	718	883	612	1032	1113	1028	1060	1006	893	925	524	126	797	679	800	313	754	951	660	977	771	975	668	558	667	659	564	346	850	924	696	955					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3304	55	94	28	34	45	43	33	69	94	43	75	48	67	61	60	65	34	33	180	40	42	34	48	52	52	30	46	71	58	42	37	31	56	109	39	17	30	17	48	51	47	213	42	29	34	10	16	65	118	37	48	75	37	27	30	56	11	48	34	32	117	67					
8	Число бюллетеней в стационарных ящиках для голосования	82708	1531	1583	1512	1538	1280	1305	1135	1547	1530	1567	1550	1388	1509	805	1599	1165	1154	789	1404	1446	1519	683	1271	1488	1148	1218	1338	1437	1703	1527	1541	1384	1032	1259	1646	1554	1509	1477	1459	1524	1425	661	1651	1392	1266	777	1228	1379	1222	1386	1176	1349	1292	915	1403	1285	1422	1405	1716	1344	885	1075					
9	Число недействительных избирательных бюллетеней	1528	44	30	22	29	31	25	21	43	42	31	41	24	39	10	35	6	20	11	30	25	22	11	28	28	17	23	50	25	27	20	21	26	17	19	22	14	20	23	36	23	26	10	26	21	29	12	18	21	28	34	20	24	18	13	23	12	25	35	18	9	25	50					
10	Число действительных избирательных бюллетеней	84484	1542	1647	1518	1543	1294	1323	1147	1573	1582	1579	1584	1412	1537	856	1624	1224	1168	811	1554	1461	1539	706	1291	1512	1183	1225	1334	1483	1734	1549	1557	1389	1071	1349	1663	1557	1519	1471	1471	1552	1446	864	1667	1400	1271	775	1226	1423	1312	1389	1204	1400	1311	929	1410	1329	1408	1418	1732	1367	977	1092					
