Выборы Президента Российской Федерации																																																																							
Дата голосования: 18.03.2018																																																																							
																																																																							
"Наименование Избирательной комиссии:    Рязань, Московская"																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																					
																																																																							
		Сумма	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №1029									
1	"Число избирателей, включенных в список избирателей"	138573	2633	2573	2443	2528	2298	2386	1786	2009	3092	2428	2520	2508	2426	2376	2496	2147	2044	1918	2453	1933	1820	2116	2022	2193	2047	2029	2445	2806	2261	2141	2155	2482	2631	2512	2577	2350	2476	2375	2124	2442	2685	2481	2239	2362	1881	3361	2326	2690	2646	2583	3091	2909	2077	2167	2040	1764	1717	2153	2037	363									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	136060	2650	2600	2500	2600	2300	2400	2500	1900	2900	2450	2350	2450	2300	2300	1950	2200	2100	1900	2300	1900	1800	2100	1900	2250	2000	2000	2500	2800	2300	2100	2200	2300	2650	2550	2300	2250	2500	2400	2150	2450	2750	2550	2100	2450	1800	2850	2350	2700	2000	2550	3050	2800	2000	2000	2050	1800	1750	2100	2000	360									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	79896	1409	1501	1364	1487	1285	1281	1501	1155	1550	1372	1464	1413	1399	1423	1766	1344	1166	1163	1439	1188	1063	1114	1034	1175	1172	1093	1331	1603	1302	1262	1180	1448	1479	1328	1443	1375	1445	1325	1063	1390	1602	1504	1330	1277	1098	2122	1329	1636	1577	1468	1751	1610	931	959	1224	1209	1185	1412	1179	198									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3444	140	27	30	17	31	56	285	56	224	43	31	69	57	45	41	29	24	29	41	27	29	45	152	22	49	39	47	62	71	39	48	41	25	25	65	50	63	60	34	41	42	47	95	57	70	24	78	28	61	67	45	79	86	47	20	23	33	41	44	148									
6	Число погашенных избирательных бюллетеней	52720	1101	1072	1106	1096	984	1063	714	689	1126	1035	855	968	844	832	143	827	910	708	820	685	708	941	714	1053	779	868	1122	1135	927	799	972	811	1146	1197	792	825	992	1015	1053	1019	1106	999	675	1116	632	704	943	1036	362	1015	1254	1111	983	994	806	568	532	647	777	14									
