Выборы Президента Российской Федерации																																																																																																						
Дата голосования: 02.03.2008																																																																																																						
																																																																																																						
Наименование Избирательной комиссии:    Сургутская городская																																																																																																						
																																																																																																						
Сводная таблица результатов выборов																																																																																																						
																																																																																																						
	Число участковых избирательных комиссий	95																																																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	95																																																																																																				
																																																																																																						
		Сумма	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374					
1	"Число избирателей, включенных в списки избирателей"	233722	2866	2471	2551	2709	2897	3035	2460	2781	2044	2745	1735	2007	2641	782	2536	2561	2790	2068	1372	2635	2790	2754	2556	2045	2787	2091	2753	2718	2652	2444	2547	2041	2338	2237	2728	2984	2542	2787	2779	1232	2099	2688	2902	2563	2964	2954	2585	2797	2580	2326	2982	2641	2400	2218	2917	2703	2813	2847	3321	2901	3110	2902	2711	2770	2978	2314	2554	2208	2175	2508	2526	2873	2778	2820	2875	2676	2961	1932	2537	2872	3031	1320	1066	952	1699	969	1124	2885	3414	2918	2862	2815	1056	1736	1103					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	231700	2350	2200	2400	2700	2950	2700	2550	2850	2100	2700	1950	2150	2650	1050	2550	2750	2700	2000	1450	2650	2900	2750	2600	2050	2800	2050	2750	2700	2650	2450	2550	2050	2350	2200	2650	2900	2700	2800	2800	1250	2100	2700	2900	2650	2900	2850	2800	2700	2600	2350	2850	2600	2400	2200	2950	2700	2850	2900	2750	2900	2900	2900	2650	2750	2900	2350	2550	2200	2250	2550	2550	2850	2750	2850	2850	2700	2950	1950	2550	2900	2950	1300	950	800	1700	1000	1050	2850	2900	2850	2850	2800	1050	1700	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	157924	2099	1898	1869	1949	2060	1761	1627	1842	1383	1760	1265	1414	1854	778	1663	1788	1897	1433	955	1812	1960	1826	1628	1354	1899	1425	1804	1795	1887	1603	1754	1396	1594	1538	1903	1901	1816	1885	1929	960	1458	1769	1938	1866	2048	1990	1765	1846	1742	1577	1880	1749	1579	1510	1994	1849	1812	1820	2396	2051	1823	2001	1769	1679	1938	1593	1693	1525	1525	1758	1742	1930	1843	1884	1940	1821	2069	1330	1771	1916	1767	771	658	682	1014	712	775	1870	2543	1842	1896	1927	678	1069	567					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2492	14	6	16	6	12	301	123	17	7	48	2	4	8	4	12	6	17	8	6	7	10	9	10	13	12	18	13	5	11	14	11	4	13	10	15	189	12	10	7	4	6	9	12	12	5	9	73	7	10	20	146	14	12	20	6	12	15	15	39	285	260	20	7	17	19	8	17	21	3	9	10	12	14	10	4	5	9	12	8	11	42	9	16	2	15	3	3	9	8	41	14	7	1	7	98					
6	Число погашенных избирательных бюллетеней	71284	237	296	515	745	878	638	800	991	710	892	683	732	788	268	875	956	786	559	489	831	930	915	962	683	889	607	933	900	752	833	785	650	743	652	732	810	872	905	864	286	636	922	950	772	847	851	962	847	848	753	824	837	809	670	950	839	1023	1065	315	564	817	879	874	1054	943	749	840	654	722	783	798	908	893	956	906	874	872	608	771	973	1141	520	276	116	671	285	272	971	349	967	940	866	371	624	385					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2491	14	6	16	6	12	301	123	17	7	48	2	4	8	4	12	6	17	8	6	7	10	9	10	13	12	18	13	5	11	14	11	4	13	10	15	189	12	10	7	4	6	9	12	12	5	9	73	7	10	20	146	14	12	20	6	12	15	15	39	285	259	20	7	17	19	8	17	21	3	9	10	12	14	10	4	5	9	12	8	11	42	9	16	2	15	3	3	9	8	41	14	7	1	7	98					
8	Число бюллетеней в стационарных ящиках для голосования	157805	2095	1898	1867	1949	2059	1761	1625	1841	1383	1760	1265	1407	1854	778	1661	1788	1881	1433	954	1809	1954	1826	1625	1354	1899	1425	1804	1790	1887	1600	1754	1396	1594	1533	1903	1901	1816	1885	1929	960	1458	1768	1938	1862	2048	1990	1765	1846	1742	1576	1880	1747	1579	1510	1987	1849	1812	1820	2395	2047	1822	2001	1769	1679	1937	1593	1693	1504	1525	1758	1742	1928	1843	1882	1940	1821	2069	1330	1770	1916	1767	771	658	682	1014	712	775	1870	2535	1842	1894	1927	678	1069	567					
9	Число недействительных избирательных бюллетеней	2214	20	34	19	29	31	16	28	36	22	29	12	18	25	12	23	24	17	21	12	31	29	22	14	26	29	20	23	21	28	23	27	10	28	16	22	17	28	33	22	14	26	28	40	25	21	28	24	21	35	18	42	25	22	16	38	23	31	17	27	31	25	30	31	26	27	20	16	26	24	24	32	29	23	32	20	22	40	26	30	24	22	6	4	5	13	6	16	20	34	19	39	24	4	17	9					
10	Число действительных избирательных бюллетеней	158082	2089	1870	1864	1926	2040	2046	1720	1822	1368	1779	1255	1393	1837	770	1650	1770	1881	1420	948	1785	1935	1813	1621	1341	1882	1423	1794	1774	1870	1591	1738	1390	1579	1527	1896	2073	1800	1862	1914	950	1438	1749	1910	1849	2032	1971	1814	1832	1717	1578	1984	1736	1569	1514	1955	1838	1796	1818	2407	2301	2056	1991	1745	1670	1929	1581	1694	1499	1504	1743	1720	1911	1834	1860	1924	1804	2038	1316	1748	1903	1787	774	670	679	1016	709	762	1859	2509	1864	1869	1910	675	1059	656					
11	Число полученных открепительных  удостоверений	6580	60	90	80	100	90	70	70	130	60	80	70	100	70	60	90	150	80	40	40	70	80	80	70	60	70	50	80	60	70	80	90	60	100	70	100	80	80	90	80	70	60	70	70	80	80	70	70	60	50	50	60	80	70	60	90	60	60	50	60	70	75	50	60	90	80	70	80	60	70	60	70	80	70	70	80	80	90	70	90	70	60	40	20	20	30	20	30	70	80	80	70	70	30	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	5258	53	63	57	76	83	57	59	105	58	51	63	66	67	44	72	111	47	29	30	55	60	62	49	46	55	42	67	45	62	60	58	41	84	46	74	59	49	67	59	59	52	51	58	67	79	57	56	34	37	41	57	60	53	55	73	58	54	45	46	66	59	46	53	52	73	59	54	58	61	49	65	66	60	56	63	65	80	58	73	63	52	26	15	16	21	17	24	69	69	51	65	54	27	27	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4266	475	93	171	59	38	37	57	47	34	39	24	34	35	0	30	38	52	23	22	34	32	20	32	27	40	28	31	24	27	38	31	35	35	34	114	45	37	37	49	32	33	32	39	78	47	65	42	52	34	34	36	26	33	40	26	35	21	34	56	36	28	34	17	29	37	29	30	44	26	29	24	31	37	19	43	46	48	22	27	21	49	18	36	104	18	27	115	32	205	21	44	22	20	25	20					
