Выборы Президента Российской Федерации																																																																																																																						
Дата голосования: 04.03.2012																																																																																																																						
																																																																																																																						
Наименование Избирательной комиссии:    Сургутская городская																																																																																																																						
																																																																																																																						
Сводная таблица итогов голосования																																																																																																																						
																																																																																																																						
	Число участковых избирательных комиссий	107																																																																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	107																																																																																																																				
																																																																																																																						
		Сумма	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414									
1	Число избирателей, включенных в список избирателей	243886	2505	2610	2738	2818	2580	2599	2523	2827	2187	2738	2195	2121	2632	1069	2158	2693	2593	2158	2076	2486	2682	2665	2474	1988	2609	2010	2736	2585	2539	2574	2450	1915	2188	2047	2584	3039	2651	2812	2538	2350	2228	2659	2752	1861	2268	2448	2298	2241	2082	2806	1995	1415	1955	2518	2471	2322	2754	2524	2358	2113	2484	2373	2915	2810	2695	3003	2938	2743	2771	2674	2728	2200	2564	2120	2311	2157	2480	1456	1961	2142	2709	2694	2222	2683	2093	2088	1835	2297	2420	1496	1666	898	1262	1066	1658	1171	1227	2784	2081	2600	2126	2736	2718	939	1390	1377	315									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	223400	2100	2400	2450	2500	2400	2300	2250	2550	2000	2400	2050	1950	2450	1000	2000	2500	2400	1950	1900	2300	2450	2450	2300	1800	2400	1850	2400	2350	2300	2350	2250	1750	2000	1900	2300	2600	2400	2600	2300	2150	2050	2500	2450	1600	1750	2200	2050	2050	1800	2550	1850	1200	1750	2300	2250	2150	2500	2300	2200	1950	2300	2200	2650	2550	2400	2600	2600	2500	2550	2450	2450	2050	2350	1950	2100	1950	2250	1350	1800	1950	2500	2500	2050	2450	1950	1900	1700	2100	2200	1250	1400	800	1000	800	1500	1050	1050	2550	1900	2400	1900	2500	2500	800	1250	1200	3000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	138362	1589	1631	1700	1697	1625	1501	1375	1530	1111	1487	1177	1179	1440	604	1252	1428	1590	1330	1220	1560	1496	1489	1282	1075	1433	1188	1501	1458	1502	1548	1411	1135	1337	1269	1575	1588	1451	1509	1239	1400	1265	1471	1574	1110	1312	1407	1331	1221	1233	1711	1197	878	1093	1353	1426	1346	1607	1444	1325	1236	1560	1433	1532	1528	1503	1760	1593	1637	1646	1343	1522	1279	1454	1161	1383	1256	1372	872	1134	1221	1486	1545	1237	1545	1245	1166	1051	1329	1340	723	810	413	617	634	800	631	601	1552	1163	1448	1214	1434	1562	537	701	622	315									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1830	5	3	3	3	12	51	73	98	14	37	6	2	7	4	7	8	16	5	7	15	6	9	6	3	13	11	9	4	4	17	9	6	8	5	7	201	10	12	4	6	0	9	7	9	4	9	3	1	3	1	9	3	76	4	16	14	48	13	12	26	9	9	23	9	23	195	151	13	9	11	20	12	10	20	7	6	6	2	5	2	5	3	2	4	9	10	2	4	18	19	13	0	34	4	12	1	9	11	8	7	22	12	5	7	2	72	0									
6	Число погашенных избирательных бюллетеней	83207	506	766	747	800	763	748	802	922	875	876	867	769	1003	392	741	1064	794	615	673	725	948	952	1012	722	954	651	890	888	794	785	830	609	655	626	718	811	939	1079	1057	744	785	1020	869	481	434	784	716	828	564	838	644	319	581	943	808	790	845	843	863	688	731	758	1095	1013	874	645	856	850	895	1096	908	759	886	769	710	688	872	476	661	727	1009	952	811	901	696	724	647	767	842	508	577	387	349	162	688	418	440	987	729	945	664	1054	932	256	547	506	2685									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1830	5	3	3	3	12	51	73	98	14	37	6	2	7	4	7	8	16	5	7	15	6	9	6	3	13	11	9	4	4	17	9	6	8	5	7	201	10	12	4	6	0	9	7	9	4	9	3	1	3	1	9	3	76	4	16	14	48	13	12	26	9	9	23	9	23	195	151	13	9	11	20	12	10	20	7	6	6	2	5	2	5	3	2	4	9	10	2	4	18	19	13	0	34	4	12	1	9	11	8	7	22	12	5	7	2	72	0									
8	Число бюллетеней в стационарных ящиках для голосования	138325	1589	1629	1700	1697	1625	1501	1375	1530	1111	1487	1177	1179	1440	604	1252	1428	1590	1330	1220	1560	1496	1488	1282	1075	1432	1188	1501	1458	1502	1548	1411	1135	1337	1268	1575	1588	1451	1509	1239	1399	1265	1470	1574	1109	1311	1407	1325	1220	1233	1711	1197	878	1093	1353	1425	1346	1607	1443	1325	1236	1559	1433	1530	1528	1502	1759	1593	1637	1646	1343	1522	1278	1452	1159	1383	1253	1372	872	1134	1221	1486	1543	1236	1545	1245	1166	1051	1328	1340	723	810	413	617	634	800	631	601	1552	1163	1448	1214	1432	1562	537	701	622	315									
9	Число недействительных избирательных бюллетеней	1529	17	21	15	17	15	23	21	19	18	16	12	9	21	6	12	20	11	15	11	10	24	25	7	13	10	8	15	19	16	24	9	8	10	13	14	12	8	13	12	21	14	19	16	13	12	17	8	9	13	17	11	7	11	20	19	20	14	15	14	14	16	17	17	19	20	23	16	15	13	17	14	10	16	35	21	14	14	10	8	12	10	17	19	25	13	14	21	18	15	7	13	1	10	6	12	7	25	9	7	14	11	17	15	3	6	10	4									
