Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Парфеньевская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532					
1	"Число избирателей, внесенных в списки"	6087	192	434	1395	214	357	344	1625	742	202	156	208	218					
2	"Число бюллетеней, полученных участковыми комиссиями"	5790	197	417	1320	200	336	317	1550	707	193	151	200	202					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3479	85	159	770	129	221	205	1023	438	112	116	137	84					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	573	46	126	85	22	23	39	49	31	39	11	18	84					
6	Число погашенных бюллетеней	1738	66	132	465	49	92	73	478	238	42	24	45	34					
7	Число бюллетеней в переносных ящиках для голосования	573	46	126	85	22	23	39	49	31	39	11	18	84					
8	Число бюллетеней в стационарных ящиках для голосования	3479	85	159	770	129	221	205	1023	438	112	116	137	84					
9	Число недействительных бюллетеней	71	0	2	19	4	0	6	22	2	2	5	3	6					
10	Число действительных бюллетеней	3981	131	283	836	147	244	238	1050	467	149	122	152	162					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	79	3	6	18	3	5	4	20	9	3	2	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	0	3	1	3	2	1	6	4	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	0	0	5	1	2	0	3	1	2	2	1	0					
14	Число погашенных открепительных удостоверений	56	3	3	17	0	3	3	14	5	3	2	0	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	66	3	3	15	2	9	2	19	3	1	5	2	2					
		1.62%	2.29%	1.05%	1.75%	1.32%	3.68%	0.81%	1.77%	0.63%	0.66%	3.93%	1.29%	1.19%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	32	0	1	7	1	0	1	17	2	1	0	2	0					
		0.78%	0.0%	0.35%	0.81%	0.66%	0.0%	0.40%	1.58%	0.42%	0.66%	0.0%	1.29%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	106	6	5	20	4	8	6	26	15	8	1	4	3					
		2.61%	4.58%	1.75%	2.33%	2.64%	3.27%	2.45%	2.42%	3.19%	5.29%	0.78%	2.58%	1.78%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	71	1	2	17	0	4	4	16	11	5	1	3	7					
		1.75%	0.76%	0.70%	1.98%	0.0%	1.63%	1.63%	1.49%	2.34%	3.31%	0.78%	1.93%	4.16%					
22	"5. ""За Русь Святую"""	26	1	1	5	3	2	1	5	0	2	1	5	0					
		0.64%	0.76%	0.35%	0.58%	1.98%	0.81%	0.40%	0.46%	0.0%	1.32%	0.78%	3.22%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	1	7	1	0	1	1	1	2	0	2	1					
		0.41%	0.0%	0.35%	0.81%	0.66%	0.0%	0.40%	0.09%	0.21%	1.32%	0.0%	1.29%	0.59%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	2	0	0	2	1	5	6	1	0	0	0					
		0.41%	0.0%	0.70%	0.0%	0.0%	0.81%	0.40%	0.46%	1.27%	0.66%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	2	2	0	0	2	1	0	0	1	1	0					
		0.22%	0.0%	0.70%	0.23%	0.0%	0.0%	0.81%	0.09%	0.0%	0.0%	0.78%	0.64%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	1	1	0	2	0	3	2	1	1	0	0					
		0.27%	0.0%	0.35%	0.11%	0.0%	0.81%	0.0%	0.27%	0.42%	0.66%	0.78%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	375	25	69	37	7	3	20	87	45	16	20	18	28					
		9.25%	19.08%	24.21%	4.32%	4.63%	1.22%	8.19%	8.11%	9.59%	10.59%	15.74%	11.61%	16.66%					
28	"11. ""Истинные патриоты России"""	8	0	1	1	0	0	0	5	1	0	0	0	0					
		0.19%	0.0%	0.35%	0.11%	0.0%	0.0%	0.0%	0.46%	0.21%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	129	7	4	15	2	17	10	42	9	4	8	8	3					
		3.18%	5.34%	1.40%	1.75%	1.32%	6.96%	4.09%	3.91%	1.91%	2.64%	6.29%	5.16%	1.78%					
30	"13. ""Демократическая партия России"""	12	1	0	3	0	1	0	1	3	0	1	1	1					
		0.29%	0.76%	0.0%	0.35%	0.0%	0.40%	0.0%	0.09%	0.63%	0.0%	0.78%	0.64%	0.59%					
31	"14. ""Великая Россия - Евразийский Союз"""	7	1	0	2	1	0	0	1	0	0	0	1	1					
		0.17%	0.76%	0.0%	0.23%	0.66%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.64%	0.59%					
32	"15. ""Партия СЛОН"""	11	0	1	2	1	0	1	3	2	0	1	0	0					
		0.27%	0.0%	0.35%	0.23%	0.66%	0.0%	0.40%	0.27%	0.42%	0.0%	0.78%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	249	15	14	59	14	7	22	69	27	5	2	11	4					
		6.14%	11.45%	4.91%	6.90%	9.27%	2.86%	9.01%	6.43%	5.75%	3.31%	1.57%	7.09%	2.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	0	1	2	0	1	1	0	0	0	0	2	0					
		0.17%	0.0%	0.35%	0.23%	0.0%	0.40%	0.40%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%					
35	"18. ""ЛДПР"""	604	17	30	138	17	33	42	173	77	24	18	10	25					
		14.90%	12.97%	10.52%	16.14%	11.25%	13.52%	17.21%	16.13%	16.41%	15.89%	14.17%	6.45%	14.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	95	0	2	17	8	8	7	28	12	4	2	7	0					
		2.34%	0.0%	0.70%	1.98%	5.29%	3.27%	2.86%	2.61%	2.55%	2.64%	1.57%	4.51%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	1576	45	103	381	76	106	82	380	193	52	45	59	54					
		38.89%	34.35%	36.14%	44.56%	50.33%	43.44%	33.60%	35.44%	41.15%	34.43%	35.43%	38.06%	32.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	0	1	3	1	2	1	1	1	1	0	0	0					
		0.27%	0.0%	0.35%	0.35%	0.66%	0.81%	0.40%	0.09%	0.21%	0.66%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	0	1	1	0	3	0	4	2	0	0	0	1					
		0.29%	0.0%	0.35%	0.11%	0.0%	1.22%	0.0%	0.37%	0.42%	0.0%	0.0%	0.0%	0.59%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	418	8	32	84	8	28	26	120	43	20	13	11	25					
		10.31%	6.10%	11.22%	9.82%	5.29%	11.47%	10.65%	11.19%	9.16%	13.24%	10.23%	7.09%	14.88%					
																			
41	Против всех	112	1	6	17	1	8	8	43	12	2	2	5	7					
		2.76%	0.76%	2.10%	1.98%	0.66%	3.27%	3.27%	4.01%	2.55%	1.32%	1.57%	3.22%	4.16%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
