Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Ясногорская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911					
1	"Число избирателей, внесенных в список избирателей"	25759	582	507	700	346	580	351	379	317	561	135	286	866	418	214	211	492	569	400	511	387	2532	2013	1937	926	1729	1336	2324	2336	1814					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26416	621	525	737	349	600	366	397	321	571	155	312	888	447	225	215	514	582	406	527	400	2573	2073	1992	947	1729	1361	2354	2394	1835					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11853	368	223	355	177	187	187	202	136	303	86	142	386	236	145	102	233	299	130	178	180	1363	1016	808	347	717	610	1005	1026	706					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2289	66	79	66	72	163	60	50	68	38	18	53	135	88	32	30	101	25	102	176	55	227	57	66	47	88	34	95	75	123					
6	Число погашенных избирательных бюллетеней	12274	187	223	316	100	250	119	145	117	230	51	117	367	123	48	83	180	258	174	173	165	983	1000	1118	553	924	717	1254	1293	1006					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2289	66	79	66	72	163	60	50	68	38	18	53	135	88	32	30	101	25	102	176	55	227	57	66	47	88	34	95	75	123					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11852	368	223	355	177	187	187	202	136	303	86	142	386	236	145	102	233	299	130	178	180	1363	1015	808	347	717	610	1005	1026	706					
9	Число недействительных избирательных бюллетеней	190	3	2	7	2	6	4	2	1	3	1	2	7	0	2	1	2	4	3	1	2	31	22	13	5	9	8	20	19	8					
10	Число действительных избирательных бюллетеней	13951	431	300	414	247	344	243	250	203	338	103	193	514	324	175	131	332	320	229	353	233	1559	1050	861	389	796	636	1080	1082	821					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	690	40	10	30	10	20	15	15	10	22	15	30	20	30	15	10	20	10	10	15	10	35	55	40	25	28	30	45	45	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	616	40	8	26	7	14	15	12	2	22	15	30	20	25	15	7	20	6	5	14	9	31	49	37	22	25	30	40	43	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	258	8	1	2	5	1	5	5	4	18	0	8	7	1	8	5	1	3	3	3	1	17	16	12	14	29	18	34	7	22					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	2	4	3	6	0	3	8	0	0	0	0	5	0	3	0	4	5	1	1	4	6	3	3	3	0	5	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	1	3	1	2	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1564	33	28	40	19	30	26	29	14	53	13	24	52	30	4	16	36	34	27	34	19	167	122	114	56	95	90	132	128	99					
		11.06%	7.60%	9.27%	9.50%	7.63%	8.57%	10.53%	11.51%	6.86%	15.54%	12.50%	12.31%	9.98%	9.26%	2.26%	12.12%	10.78%	10.49%	11.64%	9.60%	8.09%	10.50%	11.38%	13.04%	14.21%	11.80%	13.98%	12.00%	11.63%	11.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1680	43	46	45	32	38	23	28	21	37	8	17	72	50	8	33	20	26	21	35	27	178	140	117	36	118	71	129	150	111					
