Выборы Президента Российской Федерации																																																													
																																																													
Наименование Избирательной комиссии:    Канская																																																													
																																																													
Итоги голосования 																																																													
																																																													
		Сумма	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405					
1	"Число избирателей, внесенных в список"	19836	1049	123	137	237	258	60	594	196	165	376	1303	263	798	162	109	136	619	82	118	683	81	73	139	664	98	99	37	209	125	172	457	139	233	106	758	288	121	213	88	232	881	84	1788	176	203	235	1042	358	180	231	105	172	196	2385					
2	Число полученных избирательных бюллетеней	19958	1008	119	139	241	262	62	595	201	167	382	1319	267	798	163	114	140	626	88	120	691	85	76	142	669	102	105	38	217	129	174	449	138	234	105	770	287	119	213	88	231	876	84	1782	177	204	233	1043	354	181	229	106	194	199	2423					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11466	608	91	87	169	140	45	298	92	109	256	709	181	430	118	71	97	357	76	68	388	62	42	94	387	85	74	23	124	74	110	283	98	147	84	424	197	115	154	88	175	489	50	948	146	152	141	422	228	111	128	63	107	118	1133					
5	"Число избирательных бюллетеней, выданных вне помещения"	813	41	8	7	0	0	0	15	13	3	2	61	0	28	0	5	6	39	0	0	33	1	15	0	17	0	0	4	20	6	9	22	6	5	0	51	10	0	0	0	0	44	0	108	0	0	13	149	0	0	7	0	0	0	65					
6	Число погашенных избирательных бюллетеней	7679	359	20	45	72	122	17	282	96	55	124	549	86	340	45	38	37	230	12	52	270	22	19	48	265	17	31	11	73	49	55	144	34	82	21	295	80	4	59	0	56	343	34	726	31	52	79	472	126	70	94	43	87	81	1225					
7	Число избирательных бюллетеней в переносных ящиках	813	41	8	7	0	0	0	15	13	3	2	61	0	28	0	5	6	39	0	0	33	1	15	0	17	0	0	4	20	6	9	22	6	5	0	51	10	0	0	0	0	44	0	108	0	0	13	149	0	0	7	0	0	0	65					
8	Число бюллетеней в стационарных ящиках для голосования	11466	608	91	87	169	140	45	298	92	109	256	709	181	430	118	71	97	357	76	68	388	62	42	94	387	85	74	23	124	74	110	283	98	147	84	424	197	115	154	88	175	489	50	948	146	152	141	422	228	111	128	63	107	118	1133					
9	Число недействительных избирательных бюллетеней	97	10	0	0	1	4	0	3	6	0	0	7	3	3	3	0	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	2	1	9	0	1	2	0	0	3	0	4	0	1	1	5	3	1	1	0	5	0	11					
10	Число действительных избирательных бюллетеней	12182	639	99	94	168	136	45	310	99	112	258	763	178	455	115	76	102	396	76	68	419	63	57	93	403	85	73	27	144	80	119	304	104	150	83	466	207	114	152	88	175	530	50	1052	146	151	153	566	225	110	134	63	102	118	1187					
