Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Белевская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718					
1	"Число избирателей, внесенных в списки"	21033	246	556	118	211	203	273	197	502	95	678	120	358	270	262	443	188	239	183	79	335	98	670	141	609	1126	1027	2425	2030	1179	1216	2321	2635					
2	"Число бюллетеней, полученных участковыми комиссиями"	20973	254	567	117	210	205	265	192	499	108	705	159	355	273	257	453	188	235	178	81	330	97	669	139	611	1100	1026	2404	2101	1174	1193	2281	2547					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9241	90	258	25	110	50	106	59	243	37	333	95	91	81	89	145	80	112	94	33	121	46	273	40	192	476	372	1101	932	605	587	1085	1280					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2024	37	87	62	52	61	59	53	122	28	87	25	88	76	61	86	26	23	24	16	72	27	146	44	87	26	99	74	43	23	20	194	96					
6	Число погашенных бюллетеней	9708	127	222	30	48	94	100	80	134	43	285	39	176	116	107	222	82	100	60	32	137	24	250	55	332	598	555	1229	1126	546	586	1002	1171					
7	Число бюллетеней в переносных ящиках для голосования	2024	37	87	62	52	61	59	53	122	28	87	25	88	76	61	86	26	23	24	16	72	27	146	44	87	26	99	74	43	23	20	194	96					
8	Число бюллетеней в стационарных ящиках для голосования	9241	90	258	25	110	50	106	59	243	37	333	95	91	81	89	145	80	112	94	33	121	46	273	40	192	476	372	1101	932	605	587	1085	1280					
9	Число недействительных бюллетеней	176	4	9	0	0	2	2	3	3	1	7	2	3	3	0	1	0	4	0	0	4	0	6	0	8	9	18	8	16	17	13	15	18					
10	Число действительных бюллетеней	11089	123	336	87	162	109	163	109	362	64	413	118	176	154	150	230	106	131	118	49	189	73	413	84	271	493	453	1167	959	611	594	1264	1358					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	196	1	2	1	1	1	1	1	2	1	2	1	2	2	3	2	1	1	1	1	3	1	7	1	2	15	15	22	20	15	15	30	23					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	121	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	1	1	0	2	0	4	0	0	11	7	22	14	6	2	25	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	116	2	5	7	5	6	3	5	6	1	2	4	4	1	2	2	2	5	2	2	4	2	3	2	3	6	4	5	2	2	11	2	4					
14	Число погашенных открепительных удостоверений	75	1	2	1	1	1	1	1	1	1	1	1	1	1	3	0	1	0	0	1	1	1	3	1	2	4	8	0	6	9	13	5	3					
15	Число открепительных удостоверений выданных ТИК	12	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	1	1	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	179	4	6	1	6	2	3	0	2	0	5	0	3	1	1	9	0	7	2	2	6	5	12	2	7	5	6	11	18	17	11	14	11					
		1.58%	3.14%	1.73%	1.14%	3.70%	1.80%	1.81%	0.0%	0.54%	0.0%	1.19%	0.0%	1.67%	0.63%	0.66%	3.89%	0.0%	5.18%	1.69%	4.08%	3.10%	6.84%	2.86%	2.38%	2.50%	0.99%	1.27%	0.93%	1.84%	2.70%	1.81%	1.09%	0.79%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	166	1	8	0	2	1	0	3	2	0	2	0	2	1	1	3	1	2	0	0	7	2	2	0	2	7	6	30	29	13	5	20	14					
		1.47%	0.78%	2.31%	0.0%	1.23%	0.90%	0.0%	2.67%	0.54%	0.0%	0.47%	0.0%	1.11%	0.63%	0.66%	1.29%	0.94%	1.48%	0.0%	0.0%	3.62%	2.73%	0.47%	0.0%	0.71%	1.39%	1.27%	2.55%	2.97%	2.07%	0.82%	1.56%	1.01%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	329	10	14	3	1	3	4	3	1	0	16	1	3	2	7	6	0	3	2	3	3	4	13	1	11	13	9	40	29	14	17	46	47					
		2.92%	7.87%	4.05%	3.44%	0.61%	2.70%	2.42%	2.67%	0.27%	0.0%	3.80%	0.83%	1.67%	1.27%	4.66%	2.59%	0.0%	2.22%	1.69%	6.12%	1.55%	5.47%	3.10%	1.19%	3.94%	2.58%	1.91%	3.40%	2.97%	2.22%	2.80%	3.59%	3.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	207	3	5	1	2	0	4	1	3	0	4	1	5	1	0	6	4	0	1	0	3	3	1	0	2	11	13	36	18	8	12	29	30					
