Выборы Президента Российской Федерации																																																																								
Дата голосования: 02.03.2008																																																																								
																																																																								
Наименование Избирательной комиссии:    Колпинская N21																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
	Число участковых избирательных комиссий	65																																																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	65																																																																						
																																																																								
		Сумма	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, включенных в списки избирателей"	139720	1063	2165	2107	2222	1986	2325	2223	2259	2189	2493	2222	2143	2115	2230	2116	2089	2515	2360	2330	2453	2241	2289	2340	2407	2377	2324	2182	2340	2345	2416	1905	2226	2344	2406	2375	2349	1952	2176	2237	2167	2246	1984	2089	2068	2152	2101	2120	2014	2600	2016	1107	1994	1970	1461	1302	849	2344	2414	2404	2545	2108	2398	2674	2731	1026					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	121500	900	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2000	1500	2000	2000	1000	1500	1500	1200	1100	800	2000	2000	2000	2000	2000	2000	2000	2000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	83482	784	1163	1299	1338	1298	1418	1255	1369	1283	1449	1326	1224	1215	1415	1303	1209	1498	1330	1388	1527	1286	1440	1365	1428	1152	1407	1186	1266	1348	1390	1152	1450	1274	1460	1295	1266	1162	1326	1295	1332	1259	1125	1267	1271	1318	1392	1447	1241	1514	1252	773	1266	1336	1000	745	427	1263	1469	1516	1605	1350	1382	1568	1680	645					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4645	105	186	36	120	79	24	140	13	22	47	42	45	12	16	64	82	36	138	132	31	83	141	62	49	28	34	139	144	48	146	52	54	136	56	144	72	119	23	109	36	139	162	30	96	42	45	27	18	20	16	21	35	36	13	201	144	150	28	23	10	16	117	132	13	66					
6	Число погашенных избирательных бюллетеней	33373	11	651	665	542	623	558	605	618	695	504	632	731	773	569	633	709	466	532	480	442	631	419	573	523	820	559	675	590	604	464	296	496	590	484	561	662	719	651	596	632	602	213	703	633	640	563	526	241	466	732	206	199	128	187	154	229	587	503	461	385	634	501	300	307	289					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4618	105	186	36	120	79	24	140	13	22	47	42	45	12	16	64	82	36	138	132	31	83	141	62	49	28	34	139	144	48	146	26	54	136	56	144	72	119	23	109	36	139	162	30	95	42	45	27	18	20	16	21	35	36	13	201	144	150	28	23	10	16	117	132	13	66					
8	Число бюллетеней в стационарных ящиках для голосования	83366	782	1163	1297	1334	1298	1418	1255	1369	1283	1449	1326	1222	1211	1415	1302	1209	1498	1325	1388	1526	1286	1431	1365	1428	1151	1405	1186	1266	1348	1385	1152	1448	1272	1460	1291	1264	1162	1326	1294	1329	1257	1121	1267	1271	1318	1390	1444	1241	1514	1252	773	1266	1336	966	744	427	1262	1469	1516	1604	1350	1371	1563	1680	645					
9	Число недействительных избирательных бюллетеней	1706	11	15	16	29	16	13	13	48	11	18	25	18	11	24	29	21	271	15	215	9	25	16	41	9	9	17	21	8	9	116	10	29	22	16	12	10	6	12	20	20	12	122	18	15	14	15	14	8	14	8	8	4	15	14	10	6	17	21	18	22	5	25	15	23	7					
10	Число действительных избирательных бюллетеней	86278	876	1334	1317	1425	1361	1429	1382	1334	1294	1478	1343	1249	1212	1407	1337	1270	1263	1448	1305	1548	1344	1556	1386	1468	1170	1422	1304	1402	1387	1415	1168	1473	1386	1500	1423	1326	1275	1337	1383	1345	1384	1161	1279	1351	1346	1420	1457	1251	1520	1260	786	1297	1357	965	935	565	1395	1476	1521	1592	1361	1463	1680	1670	704					
11	Число полученных открепительных  удостоверений	2448	35	35	35	35	35	35	35	37	35	35	40	40	35	35	35	35	35	35	35	35	40	35	35	35	35	35	35	35	35	35	35	35	35	35	36	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	40	40	40	40	40	40	50	50	50	50	50	50	50	50	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1887	35	33	19	35	35	26	32	33	22	34	35	36	34	27	35	35	32	12	34	25	40	27	30	32	17	34	25	33	21	35	35	35	25	31	34	31	18	35	31	34	35	29	23	35	35	32	24	16	22	35	29	34	30	26	18	11	31	33	24	19	21	34	37	28	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1250	16	43	11	40	20	9	18	12	18	20	13	17	21	34	46	10	31	39	11	18	11	25	34	21	16	13	21	17	23	4	13	12	7	26	21	16	22	19	23	5	10	12	13	35	8	13	13	12	9	24	12	15	20	22	53	25	23	19	8	33	7	14	6	7	41					
14	Число неиспользованных открепительных удостоверений	561	0	2	16	0	0	9	3	4	13	1	5	4	1	8	0	0	3	23	1	10	0	8	5	3	18	1	10	2	14	0	0	0	10	4	2	4	17	0	4	1	0	6	12	0	0	3	11	19	13	0	11	6	10	14	22	29	19	17	26	31	29	16	13	22	26					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	51	1	1	2	1	0	1	1	0	0	0	2	1	2	0	0	2	0	0	1	3	2	1	1	0	1	0	0	0	1	0	0	3	0	1	3	0	0	0	1	1	0	1	2	0	1	0	1	0	0	2	0	0	1	0	0	2	1	0	2	1	1	1	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																								
18	Богданов Андрей Владимирович	2344	6	87	59	52	11	57	57	44	59	34	56	40	32	73	29	37	21	65	20	51	22	21	10	96	14	31	27	12	14	29	25	26	17	18	23	22	17	20	32	21	17	14	28	17	40	93	35	12	61	16	13	18	46	52	8	14	20	89	20	38	99	76	79	39	13					
		2.66%	0.68%	6.45%	4.43%	3.58%	0.80%	3.95%	4.09%	3.18%	4.52%	2.27%	4.09%	3.16%	2.62%	5.10%	2.12%	2.87%	1.37%	4.44%	1.32%	3.28%	1.61%	1.34%	0.70%	6.50%	1.19%	2.15%	2.04%	0.85%	1.00%	1.89%	2.12%	1.73%	1.21%	1.19%	1.60%	1.65%	1.33%	1.48%	2.28%	1.54%	1.22%	1.09%	2.16%	1.24%	2.94%	6.48%	2.38%	0.95%	3.98%	1.26%	1.64%	1.38%	3.35%	5.31%	0.85%	2.45%	1.42%	5.95%	1.30%	2.35%	7.25%	5.11%	4.66%	2.30%	1.83%					
19	Жириновский Владимир Вольфович	8454	106	165	141	171	100	134	181	132	153	153	148	117	106	162	109	120	117	160	118	120	106	56	109	211	106	118	125	133	117	155	103	115	126	131	145	137	128	111	150	119	112	88	109	108	155	187	127	129	187	120	77	90	162	116	87	65	124	185	124	147	176	172	170	148	75					
		9.61%	11.95%	12.23%	10.58%	11.76%	7.26%	9.29%	12.97%	9.55%	11.72%	10.23%	10.82%	9.23%	8.67%	11.32%	7.98%	9.30%	7.63%	10.94%	7.76%	7.71%	7.74%	3.56%	7.64%	14.29%	8.99%	8.20%	9.43%	9.43%	8.38%	10.12%	8.74%	7.66%	8.95%	8.64%	10.10%	10.25%	9.99%	8.23%	10.69%	8.72%	8.02%	6.86%	8.40%	7.91%	11.40%	13.03%	8.63%	10.25%	12.19%	9.46%	9.70%	6.92%	11.81%	11.85%	9.21%	11.38%	8.78%	12.36%	8.06%	9.11%	12.88%	11.56%	10.03%	8.74%	10.55%					
20	Зюганов Геннадий Андреевич	15839	77	271	270	244	275	249	214	257	263	271	244	223	194	230	270	249	256	265	258	299	264	221	280	253	202	223	266	195	240	233	212	291	249	265	297	236	222	225	296	280	209	224	289	247	265	282	261	212	292	184	134	213	295	204	169	101	330	317	237	229	270	289	374	288	95					
		18.00%	8.68%	20.09%	20.26%	16.78%	19.97%	17.27%	15.34%	18.60%	20.15%	18.11%	17.84%	17.60%	15.86%	16.07%	19.77%	19.29%	16.69%	18.11%	16.97%	19.20%	19.28%	14.06%	19.62%	17.13%	17.13%	15.50%	20.08%	13.83%	17.19%	15.22%	17.99%	19.37%	17.68%	17.48%	20.70%	17.66%	17.33%	16.68%	21.10%	20.51%	14.97%	17.46%	22.28%	18.08%	19.49%	19.65%	17.74%	16.84%	19.04%	14.51%	16.88%	16.37%	21.50%	20.84%	17.88%	17.69%	23.37%	21.18%	15.40%	14.19%	19.77%	19.42%	22.06%	17.01%	13.36%					
21	Медведев Дмитрий Анатольевич	59641	687	811	847	958	975	989	930	901	819	1020	895	869	880	942	929	864	869	958	909	1078	952	1258	987	908	848	1050	886	1062	1016	998	828	1041	994	1086	958	931	908	981	905	925	1046	835	853	979	886	858	1034	898	980	940	562	976	854	593	671	385	921	885	1140	1178	816	926	1057	1195	521					
		67.79%	77.45%	60.12%	63.54%	65.89%	70.81%	68.59%	66.67%	65.20%	62.76%	68.18%	65.42%	68.59%	71.95%	65.83%	68.01%	66.92%	56.65%	65.48%	59.80%	69.24%	69.54%	80.03%	69.17%	61.48%	71.93%	72.97%	66.87%	75.32%	72.78%	65.19%	70.29%	69.31%	70.60%	71.64%	66.76%	69.69%	70.88%	72.72%	64.50%	67.77%	74.93%	65.08%	65.77%	71.67%	65.15%	59.79%	70.29%	71.33%	63.89%	74.13%	70.78%	75.02%	62.24%	60.57%	71.01%	67.43%	65.23%	59.12%	74.07%	72.99%	59.74%	62.23%	62.36%	70.58%	73.28%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
