Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Переславская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869					
1	"Число избирателей, внесенных в список"	17902	728	244	382	324	303	269	526	483	380	345	313	410	343	268	347	162	397	478	740	513	953	740	581	307	642	879	712	693	801	846	343	518	102	241	700	889					
2	Число полученных избирательных бюллетеней	18100	738	237	382	330	306	278	535	490	372	348	313	414	348	269	355	166	403	482	760	516	958	760	595	310	646	882	722	706	814	857	344	518	104	244	708	890					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8519	380	149	97	136	134	107	160	285	260	152	150	149	116	146	139	59	152	155	400	279	464	331	296	178	364	526	382	233	413	374	86	289	0	1	435	542					
5	"Число избирательных бюллетеней, выданных вне помещения"	2978	84	28	141	84	50	66	205	25	14	117	53	155	141	26	129	64	128	117	52	75	40	151	88	37	79	31	34	144	46	98	103	15	79	170	65	44					
6	Число погашенных избирательных бюллетеней	6603	274	60	144	110	122	105	170	180	98	79	110	110	91	97	87	43	123	210	308	162	454	278	211	95	203	325	306	329	355	385	155	214	25	73	208	304					
7	Число избирательных бюллетеней в переносных ящиках	2978	84	28	141	84	50	66	205	25	14	117	53	155	141	26	129	64	128	117	52	75	40	151	88	37	79	31	34	144	46	98	103	15	79	170	65	44					
8	Число бюллетеней в стационарных ящиках для голосования	8519	380	149	97	136	134	107	160	285	260	152	150	149	116	146	139	59	152	155	400	279	464	331	296	178	364	526	382	233	413	374	86	289	0	1	435	542					
9	Число недействительных избирательных бюллетеней	138	1	5	1	1	5	3	0	3	0	0	0	0	5	2	0	0	0	12	0	3	7	0	6	3	7	10	10	14	8	1	1	6	0	0	13	11					
10	Число действительных избирательных бюллетеней	11359	463	172	237	219	179	170	365	307	274	269	203	304	252	170	268	123	280	260	452	351	497	482	378	212	436	547	406	363	451	471	188	298	79	171	487	575					
11	Число полученных открепительных  удостоверений	596	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	18	16	18	18	18	16	18	18	18	16	18	18	16	16	16	16	16	16					
12	Число выданных открепительных удостоверений	59	2	0	0	3	1	5	3	0	1	1	1	0	1	1	5	0	0	0	1	2	3	1	4	0	1	5	5	0	5	3	0	3	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	90	0	7	3	2	0	0	1	0	11	3	2	3	2	3	1	1	1	0	2	5	7	4	2	0	2	11	0	4	0	0	4	3	0	0	4	2					
14	Число неиспользованных открепительных удостоверений	537	16	16	16	13	15	11	13	16	15	15	15	16	15	15	11	16	16	16	17	14	15	17	14	16	17	13	13	16	13	15	16	13	16	16	14	16					
15	"Число открепительных удостоверений, выданных в ТИК"	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	398	13	6	16	4	2	5	7	14	10	9	7	12	5	6	4	2	5	4	19	21	20	16	11	4	14	16	14	16	43	9	3	15	3	1	16	26					
		3.46%	2.80%	3.39%	6.72%	1.82%	1.09%	2.89%	1.92%	4.52%	3.65%	3.35%	3.45%	3.95%	1.95%	3.49%	1.49%	1.63%	1.79%	1.47%	4.20%	5.93%	3.97%	3.32%	2.86%	1.86%	3.16%	2.87%	3.37%	4.24%	9.37%	1.91%	1.59%	4.93%	3.80%	0.58%	3.20%	4.44%					
19	. Малышкин Олег Александрович	273	16	1	10	6	2	2	7	14	9	6	4	9	3	0	9	2	3	5	9	6	16	13	5	6	16	22	7	10	12	11	2	8	0	1	8	13					
		2.37%	3.45%	0.56%	4.20%	2.73%	1.09%	1.16%	1.92%	4.52%	3.28%	2.23%	1.97%	2.96%	1.17%	0.00%	3.36%	1.63%	1.07%	1.84%	1.99%	1.69%	3.17%	2.70%	1.30%	2.79%	3.61%	3.95%	1.68%	2.65%	2.61%	2.33%	1.06%	2.63%	0.00%	0.58%	1.60%	2.22%					
