Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Кропоткинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436					
1	"Число избирателей, внесенных в списки избирателей"	59115	2102	2123	1340	2659	2558	1624	1619	1176	2098	1953	2654	1649	1825	1879	1236	1507	1519	2148	1502	985	1224	1772	1439	1096	1982	1190	2075	1075	1820	1901	1030	1083	902	1025	1292	2053					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	57285	2100	2100	1300	2600	2600	1400	1400	1100	2100	1800	2600	1700	1800	1800	1200	1600	1500	2000	1700	900	1200	1700	1400	1200	1800	1085	2000	1000	1800	1900	900	1000	900	1000	1200	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37490	1110	1251	756	1624	1593	875	1067	608	1608	1274	1661	999	1222	1459	873	992	993	1497	1065	641	872	1033	902	779	1385	708	1315	585	1152	1160	647	681	478	676	721	1228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4296	269	171	100	118	118	129	129	129	183	105	377	179	84	141	35	116	60	76	170	56	41	109	51	46	51	132	138	129	125	113	92	33	203	51	119	118					
6	Число погашенных избирательных бюллетеней	15499	721	678	444	858	889	396	204	363	309	421	562	522	494	200	292	492	447	427	465	203	287	558	447	375	364	245	547	286	523	627	161	286	219	273	360	554					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4296	269	171	100	118	118	129	129	129	183	105	377	179	84	141	35	116	60	76	170	56	41	109	51	46	51	132	138	129	125	113	92	33	203	51	119	118					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37487	1110	1251	755	1624	1593	875	1067	608	1608	1274	1661	999	1222	1459	873	992	993	1497	1065	641	872	1031	902	779	1385	708	1315	585	1152	1160	647	681	478	676	721	1228					
9	Число недействительных избирательных бюллетеней	518	10	33	11	0	24	20	21	8	14	18	27	0	0	34	12	21	14	30	13	22	12	22	10	18	0	18	23	4	7	11	16	4	5	0	13	23					
10	Число действительных избирательных бюллетеней	41265	1369	1389	844	1742	1687	984	1175	729	1777	1361	2011	1178	1306	1566	896	1087	1039	1543	1222	675	901	1118	943	807	1436	822	1430	710	1270	1262	723	710	676	727	827	1323					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	986	27	27	27	27	27	39	27	27	27	27	27	27	27	27	27	27	27	47	27	27	27	27	27	15	27	27	27	27	27	27	27	27	27	27	27	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	492	16	11	4	13	23	36	4	0	19	10	22	11	18	18	10	17	15	45	17	10	13	12	4	12	17	10	14	1	20	21	4	8	8	7	5	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	750	67	1	7	8	0	120	126	3	2	3	38	5	14	9	3	8	3	14	21	90	22	10	5	7	8	57	7	4	24	40	3	2	6	4	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	494	11	16	23	14	4	3	23	27	8	17	5	16	9	9	17	10	12	2	10	17	14	15	23	3	10	17	13	26	7	6	23	19	19	20	22	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	0	0	0	0	1	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	1.Политическая партия «Аграрная партия России»	701	23	21	16	29	31	11	15	7	32	25	32	14	28	26	29	20	14	30	20	12	22	12	20	22	23	14	17	13	16	31	10	11	11	0	18	26					
		1.68%	1.67%	1.48%	1.87%	1.66%	1.81%	1.10%	1.25%	0.95%	1.79%	1.81%	1.57%	1.19%	2.14%	1.63%	3.19%	1.81%	1.33%	1.91%	1.62%	1.72%	2.41%	1.05%	2.10%	2.67%	1.60%	1.67%	1.17%	1.82%	1.25%	2.44%	1.35%	1.54%	1.62%	0.00%	2.14%	1.93%					
19	2.Всероссийская политическая партия «Гражданская Сила»	323	16	26	6	23	22	3	9	6	7	9	14	4	7	6	7	22	12	19	8	3	2	4	20	11	0	7	9	6	8	6	1	0	1	0	8	11					
		0.77%	1.16%	1.83%	0.70%	1.32%	1.29%	0.30%	0.75%	0.81%	0.39%	0.65%	0.69%	0.34%	0.54%	0.38%	0.77%	1.99%	1.14%	1.21%	0.65%	0.43%	0.22%	0.35%	2.10%	1.33%	0.00%	0.83%	0.62%	0.84%	0.63%	0.47%	0.14%	0.00%	0.15%	0.00%	0.95%	0.82%					
20	3.Политическая партия «Демократическая партия России»	53	2	2	2	0	3	0	2	2	0	1	7	1	1	2	1	0	2	2	0	3	0	1	1	1	0	0	2	1	2	2	4	2	1	0	1	2					
		0.13%	0.15%	0.14%	0.23%	0.00%	0.18%	0.00%	0.17%	0.27%	0.00%	0.07%	0.34%	0.08%	0.08%	0.13%	0.11%	0.00%	0.19%	0.13%	0.00%	0.43%	0.00%	0.09%	0.10%	0.12%	0.00%	0.00%	0.14%	0.14%	0.16%	0.16%	0.54%	0.28%	0.15%	0.00%	0.12%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5717	159	163	122	256	310	127	140	125	177	171	277	121	190	205	170	167	174	209	200	88	153	143	154	145	148	94	180	78	207	215	77	88	88	95	128	173					
		13.68%	11.53%	11.46%	14.27%	14.70%	18.12%	12.65%	11.71%	16.96%	9.88%	12.40%	13.59%	10.27%	14.55%	12.81%	18.72%	15.07%	16.52%	13.29%	16.19%	12.63%	16.76%	12.54%	16.16%	17.58%	10.31%	11.19%	12.39%	10.92%	16.21%	16.89%	10.42%	12.32%	12.92%	13.07%	15.24%	12.85%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	246	7	12	1	4	8	5	7	10	11	8	11	5	6	12	7	10	2	8	18	2	5	9	1	6	0	5	13	6	7	9	6	2	2	5	2	14					
		0.59%	0.51%	0.84%	0.12%	0.23%	0.47%	0.50%	0.59%	1.36%	0.61%	0.58%	0.54%	0.42%	0.46%	0.75%	0.77%	0.90%	0.19%	0.51%	1.46%	0.29%	0.55%	0.79%	0.10%	0.73%	0.00%	0.60%	0.89%	0.84%	0.55%	0.71%	0.81%	0.28%	0.29%	0.69%	0.24%	1.04%					
23	6.Политическая партия «Партия социальной справедливости»	69	3	0	1	2	2	2	1	2	1	3	2	4	2	6	2	2	3	3	3	2	1	3	3	2	0	1	4	2	3	1	1	0	0	0	0	2					
		0.17%	0.22%	0.00%	0.12%	0.11%	0.12%	0.20%	0.08%	0.27%	0.06%	0.22%	0.10%	0.34%	0.15%	0.38%	0.22%	0.18%	0.28%	0.19%	0.24%	0.29%	0.11%	0.26%	0.31%	0.24%	0.00%	0.12%	0.28%	0.28%	0.23%	0.08%	0.14%	0.00%	0.00%	0.00%	0.00%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	3818	135	146	67	197	123	99	115	69	127	120	174	135	113	124	100	111	112	168	98	69	63	121	82	64	102	77	114	77	128	118	41	54	64	84	95	132					
		9.14%	9.79%	10.27%	7.84%	11.31%	7.19%	9.86%	9.62%	9.36%	7.09%	8.70%	8.54%	11.46%	8.65%	7.75%	11.01%	10.02%	10.64%	10.68%	7.94%	9.90%	6.90%	10.61%	8.60%	7.76%	7.10%	9.17%	7.85%	10.78%	10.02%	9.27%	5.55%	7.56%	9.40%	11.55%	11.31%	9.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3776	98	120	89	146	159	101	117	69	118	115	211	93	120	110	94	111	109	189	109	46	70	119	84	77	172	60	83	84	115	111	66	66	49	73	99	124					
		9.04%	7.11%	8.44%	10.41%	8.38%	9.29%	10.06%	9.78%	9.36%	6.59%	8.34%	10.35%	7.89%	9.19%	6.88%	10.35%	10.02%	10.35%	12.02%	8.83%	6.60%	7.67%	10.44%	8.81%	9.33%	11.98%	7.14%	5.71%	11.76%	9.01%	8.72%	8.93%	9.24%	7.20%	10.04%	11.79%	9.21%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	321	5	23	6	24	11	9	7	7	15	9	12	10	7	10	15	9	8	16	21	3	5	3	10	8	3	5	4	2	20	6	4	3	7	0	4	10					
		0.77%	0.36%	1.62%	0.70%	1.38%	0.64%	0.90%	0.59%	0.95%	0.84%	0.65%	0.59%	0.85%	0.54%	0.63%	1.65%	0.81%	0.76%	1.02%	1.70%	0.43%	0.55%	0.26%	1.05%	0.97%	0.21%	0.60%	0.28%	0.28%	1.57%	0.47%	0.54%	0.42%	1.03%	0.00%	0.48%	0.74%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	25912	915	865	530	1045	1002	615	760	430	1287	891	1257	789	820	1048	465	619	594	884	731	441	573	695	559	460	975	553	995	433	751	748	511	479	450	470	464	808					
		62.02%	66.35%	60.83%	61.99%	59.99%	58.56%	61.25%	63.55%	58.34%	71.86%	64.61%	61.68%	66.98%	62.79%	65.50%	51.21%	55.87%	56.41%	56.20%	59.19%	63.27%	62.76%	60.96%	58.66%	55.76%	67.90%	65.83%	68.48%	60.64%	58.81%	58.76%	69.15%	67.09%	66.08%	64.65%	55.24%	60.03%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	329	6	11	4	16	16	12	2	2	2	9	14	2	12	17	6	16	9	15	14	6	7	8	9	11	13	6	9	8	13	15	2	5	3	0	8	21					
		0.79%	0.44%	0.77%	0.47%	0.92%	0.94%	1.20%	0.17%	0.27%	0.11%	0.65%	0.69%	0.17%	0.92%	1.06%	0.66%	1.44%	0.85%	0.95%	1.13%	0.86%	0.77%	0.70%	0.94%	1.33%	0.91%	0.71%	0.62%	1.12%	1.02%	1.18%	0.27%	0.70%	0.44%	0.00%	0.95%	1.56%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
