Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Гусь-Хрустальная городская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554					
1	"Число избирателей, внесенных в список"	58084	1621	1701	1824	1653	1498	1331	1504	2122	2733	2773	1308	1041	1255	1269	2154	1447	1626	2753	1477	1869	2324	2449	2867	2006	1600	1956	2024	1944	2516	1614	1531	294					
2	Число полученных избирательных бюллетеней	55657	1550	1600	1750	1600	1450	1250	1450	2050	2650	2700	1250	1000	1200	1200	2050	1350	1550	2700	1400	1750	2250	2350	2700	1950	1550	1850	1950	1850	2400	1550	1500	257					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	26610	739	779	884	712	679	538	670	913	1232	1210	593	419	532	608	1074	641	730	1278	716	900	1220	910	1279	1023	744	987	1032	954	1260	679	637	38					
5	"Число избирательных бюллетеней, выданных вне помещения"	1051	15	42	37	16	33	33	34	28	16	18	31	33	11	27	58	32	39	30	36	26	13	30	19	21	57	24	28	17	21	31	77	118					
6	Число погашенных избирательных бюллетеней	27996	796	779	829	872	738	679	746	1109	1402	1472	626	548	657	565	918	677	781	1392	648	824	1017	1410	1402	906	749	839	890	879	1119	840	786	101					
7	Число избирательных бюллетеней в переносных ящиках	1051	15	42	37	16	33	33	34	28	16	18	31	33	11	27	58	32	39	30	36	26	13	30	19	21	57	24	28	17	21	31	77	118					
8	Число бюллетеней в стационарных ящиках для голосования	26607	739	779	884	711	679	538	670	913	1232	1210	593	419	532	608	1074	641	730	1278	716	900	1220	910	1278	1023	743	987	1032	954	1260	679	637	38					
9	Число недействительных избирательных бюллетеней	280	8	11	13	2	9	5	6	2	12	13	8	8	13	6	12	6	2	15	8	5	14	14	4	7	6	15	10	14	14	13	4	1					
10	Число действительных избирательных бюллетеней	27378	746	810	908	725	703	566	698	939	1236	1215	616	444	530	629	1120	667	767	1293	744	921	1219	926	1293	1037	794	996	1050	957	1267	697	710	155					
11	Число полученных открепительных  удостоверений	310	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0					
12	Число выданных открепительных удостоверений	111	1	1	2	5	4	1	3	3	5	10	0	3	0	1	3	5	1	9	1	6	8	5	6	4	0	5	5	5	3	1	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	92	1	4	2	1	1	0	2	4	4	2	2	1	3	0	5	8	0	2	5	2	7	0	10	2	1	4	5	3	8	2	0	1					
14	Число неиспользованных открепительных удостоверений	199	9	9	8	5	6	9	7	7	5	0	10	7	10	9	7	5	9	1	9	4	2	5	4	6	10	5	5	5	7	9	5	0					
15	"Число открепительных удостоверений, выданных в ТИК"	27	1	2	3	2	0	1	0	0	1	5	0	0	0	0	0	0	0	1	2	0	1	2	1	1	0	1	1	1	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	937	18	32	23	23	37	27	21	35	50	51	18	12	22	19	42	16	25	44	16	33	51	28	34	32	27	49	28	40	42	25	15	2					
		3.39%	2.39%	3.90%	2.50%	3.16%	5.20%	4.73%	2.98%	3.72%	4.01%	4.15%	2.88%	2.65%	4.05%	2.99%	3.71%	2.38%	3.25%	3.36%	2.13%	3.56%	4.14%	2.98%	2.62%	3.07%	3.38%	4.85%	2.64%	4.12%	3.28%	3.52%	2.10%	1.28%					
19	. Малышкин Олег Александрович	715	34	28	17	27	24	17	16	17	41	38	18	15	15	12	28	9	21	36	18	23	30	14	33	27	19	21	11	16	41	22	22	5					
		2.59%	4.51%	3.41%	1.85%	3.71%	3.37%	2.98%	2.27%	1.81%	3.29%	3.09%	2.88%	3.32%	2.76%	1.89%	2.47%	1.34%	2.73%	2.75%	2.39%	2.48%	2.43%	1.49%	2.54%	2.59%	2.38%	2.08%	1.04%	1.65%	3.20%	3.10%	3.08%	3.21%					
20	. Миронов Сергей Михайлович	211	8	1	7	4	9	2	5	4	11	8	7	2	5	6	8	6	6	16	6	7	6	9	3	6	8	14	7	6	8	6	9	1					
		0.76%	1.06%	0.12%	0.76%	0.55%	1.26%	0.35%	0.71%	0.43%	0.88%	0.65%	1.12%	0.44%	0.92%	0.94%	0.71%	0.89%	0.78%	1.22%	0.80%	0.76%	0.49%	0.96%	0.23%	0.57%	1.00%	1.38%	0.66%	0.62%	0.62%	0.85%	1.26%	0.64%					
21	. Путин Владимир Владимирович	19642	549	588	651	483	441	427	502	704	867	854	464	352	400	445	762	487	542	966	525	653	838	726	1003	753	596	675	770	659	883	455	488	134					
		71.02%	72.81%	71.62%	70.68%	66.44%	61.94%	74.78%	71.31%	74.81%	69.47%	69.54%	74.36%	77.88%	73.66%	70.08%	67.31%	72.36%	70.48%	73.85%	69.81%	70.52%	67.96%	77.23%	77.33%	72.13%	74.50%	66.77%	72.64%	67.87%	68.93%	64.08%	68.35%	85.90%					
22	. Хакамада Ирина Муцуовна	857	25	25	33	23	27	16	24	33	36	37	15	10	10	17	36	26	19	43	25	32	57	23	27	29	23	40	22	40	60	10	12	2					
		3.10%	3.32%	3.05%	3.58%	3.16%	3.79%	2.80%	3.41%	3.51%	2.88%	3.01%	2.40%	2.21%	1.84%	2.68%	3.18%	3.86%	2.47%	3.29%	3.32%	3.46%	4.62%	2.45%	2.08%	2.78%	2.88%	3.96%	2.08%	4.12%	4.68%	1.41%	1.68%	1.28%					
23	. Харитонов Николай Михайлович	4086	94	112	145	144	138	66	104	121	189	177	80	40	67	117	198	91	137	145	126	137	171	105	151	160	92	164	176	153	174	158	147	7					
		14.77%	12.47%	13.64%	15.74%	19.81%	19.38%	11.56%	14.77%	12.86%	15.14%	14.41%	12.82%	8.85%	12.34%	18.43%	17.49%	13.52%	17.82%	11.09%	16.76%	14.79%	13.87%	11.17%	11.64%	15.33%	11.50%	16.22%	16.60%	15.76%	13.58%	22.25%	20.59%	4.49%					
																																							
24	Против всех	930	18	24	32	21	27	11	26	25	42	50	14	13	11	13	46	32	17	43	28	36	66	21	42	30	29	33	36	43	59	21	17	4					
		3.36%	2.39%	2.92%	3.47%	2.89%	3.79%	1.93%	3.69%	2.66%	3.37%	4.07%	2.24%	2.88%	2.03%	2.05%	4.06%	4.75%	2.21%	3.29%	3.72%	3.89%	5.35%	2.23%	3.24%	2.87%	3.62%	3.26%	3.40%	4.43%	4.61%	2.96%	2.38%	2.56%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
