Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Первомайская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338					
1	"Число избирателей, внесенных в списки"	20052	175	658	353	553	212	531	184	575	388	193	171	817	69	91	93	86	693	207	209	96	183	732	132	336	815	650	2116	822	1611	1426	324	240	158	129	168	89	271	330	87	607	400	447	285	717	623					
2	"Число бюллетеней, полученных участковыми комиссиями"	19533	173	657	348	547	209	526	194	569	367	185	171	806	73	91	95	88	696	203	210	98	183	721	134	311	765	643	2022	761	1450	1400	317	241	159	131	164	92	265	330	84	593	402	442	280	712	625					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12115	124	365	251	303	163	385	184	308	231	111	126	538	61	91	76	81	460	121	151	88	135	428	94	243	413	373	1054	527	832	679	192	160	111	90	130	70	172	230	60	428	290	282	157	369	378					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	675	5	34	9	45	0	19	0	16	7	22	0	13	0	0	0	0	21	12	0	5	5	35	5	7	51	71	23	10	36	30	0	2	0	0	1	0	0	0	0	19	0	14	45	73	40					
6	Число погашенных бюллетеней	6743	44	258	88	199	46	122	10	245	129	52	45	255	12	0	19	7	215	70	59	5	43	258	35	61	301	199	945	224	582	691	125	79	48	41	33	22	93	100	24	146	112	146	78	270	207					
7	Число бюллетеней в переносных ящиках для голосования	675	5	34	9	45	0	19	0	16	7	22	0	13	0	0	0	0	21	12	0	5	5	35	5	7	51	71	23	10	36	30	0	2	0	0	1	0	0	0	0	19	0	14	45	73	40					
8	Число бюллетеней в стационарных ящиках для голосования	12115	124	365	251	303	163	385	184	308	231	111	126	538	61	91	76	81	460	121	151	88	135	428	94	243	413	373	1054	527	832	679	192	160	111	90	130	70	172	230	60	428	290	282	157	369	378					
9	Число недействительных бюллетеней	276	8	14	8	8	6	0	2	19	0	3	7	16	3	4	2	0	7	1	2	2	0	13	2	1	11	4	8	5	13	19	2	6	3	7	1	1	1	5	0	8	3	12	15	11	13					
10	Число действительных бюллетеней	12514	121	385	252	340	157	404	182	305	238	130	119	535	58	87	74	81	474	132	149	91	140	450	97	249	453	440	1069	532	855	690	190	156	108	83	130	69	171	225	60	439	287	284	187	431	405					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	248	3	5	3	5	2	5	3	5	5	3	3	5	3	3	3	3	7	5	3	3	3	5	3	5	5	5	20	10	23	19	3	3	3	3	5	3	5	5	3	10	6	6	6	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	2	5	3	2	5	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	0	2	0	4	0	0	0	1	2	1	0	6	0	0	0	0	2	0	0	0	0	3	0	0	8	1	2	3	27	1	0	1	0	0	8	0	0	0	0	4	3	0	2	0	1					
14	Число погашенных открепительных удостоверений	213	3	5	3	2	2	3	2	5	5	3	3	5	3	3	3	3	4	5	3	3	3	3	3	5	4	3	15	7	21	14	3	3	3	3	5	3	5	5	3	10	6	3	5	4	6					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	232	2	18	1	3	3	4	10	0	2	3	3	9	2	3	2	0	10	0	4	2	8	3	3	6	8	5	9	5	18	8	3	4	7	3	0	1	3	10	3	7	5	7	9	9	7					
		1.81%	1.55%	4.51%	0.38%	0.86%	1.84%	0.99%	5.43%	0.0%	0.84%	2.25%	2.38%	1.63%	3.27%	3.29%	2.63%	0.0%	2.07%	0.0%	2.64%	2.15%	5.71%	0.64%	3.03%	2.4%	1.72%	1.12%	0.83%	0.93%	2.07%	1.12%	1.56%	2.46%	6.30%	3.33%	0.0%	1.42%	1.74%	4.34%	5.0%	1.56%	1.72%	2.36%	4.45%	2.03%	1.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	169	7	12	5	8	1	2	1	0	1	0	1	5	0	1	1	0	8	0	2	2	1	4	5	5	3	3	19	18	7	4	1	6	1	0	2	2	1	1	3	7	2	6	1	6	4					
		1.32%	5.42%	3.00%	1.92%	2.29%	0.61%	0.49%	0.54%	0.0%	0.42%	0.0%	0.79%	0.90%	0.0%	1.09%	1.31%	0.0%	1.66%	0.0%	1.32%	2.15%	0.71%	0.86%	5.05%	2.0%	0.64%	0.67%	1.76%	3.35%	0.80%	0.56%	0.52%	3.70%	0.90%	0.0%	1.52%	2.85%	0.58%	0.43%	5.0%	1.56%	0.68%	2.02%	0.49%	1.35%	0.95%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	254	5	16	6	3	1	5	1	10	1	2	4	10	3	1	0	0	10	6	1	3	3	11	2	1	7	15	20	7	12	16	4	1	7	1	4	1	8	4	1	13	3	5	3	9	8					
		1.98%	3.87%	4.01%	2.30%	0.86%	0.61%	1.23%	0.54%	3.08%	0.42%	1.50%	3.17%	1.81%	4.91%	1.09%	0.0%	0.0%	2.07%	4.51%	0.66%	3.22%	2.14%	2.37%	2.02%	0.4%	1.50%	3.37%	1.85%	1.30%	1.38%	2.25%	2.08%	0.61%	6.30%	1.11%	3.05%	1.42%	4.65%	1.73%	1.66%	2.90%	1.03%	1.68%	1.48%	2.03%	1.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	118	1	0	3	0	0	1	1	3	3	1	3	7	0	1	0	0	2	0	2	2	0	1	2	0	8	4	24	12	9	13	1	2	0	0	0	0	2	0	0	2	2	4	1	0	1					
		0.92%	0.77%	0.0%	1.15%	0.0%	0.0%	0.24%	0.54%	0.92%	1.26%	0.75%	2.38%	1.27%	0.0%	1.09%	0.0%	0.0%	0.41%	0.0%	1.32%	2.15%	0.0%	0.21%	2.02%	0.0%	1.72%	0.90%	2.22%	2.23%	1.03%	1.83%	0.52%	1.23%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.44%	0.68%	1.35%	0.49%	0.0%	0.23%					
22	"5. ""За Русь Святую"""	59	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	5	0	2	15	6	5	1	5	6	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0					
		0.46%	2.32%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	1.42%	1.07%	0.0%	0.8%	3.23%	1.35%	0.46%	0.18%	0.57%	0.84%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.58%	0.43%	0.0%	0.22%	0.0%	0.33%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	52	2	0	1	0	0	4	0	3	0	2	0	2	0	0	0	1	2	0	1	1	0	3	0	0	4	1	7	5	2	2	0	1	0	0	2	0	1	1	0	0	2	0	0	0	2					
		0.40%	1.55%	0.0%	0.38%	0.0%	0.0%	0.99%	0.0%	0.92%	0.0%	1.50%	0.0%	0.36%	0.0%	0.0%	0.0%	1.23%	0.41%	0.0%	0.66%	1.07%	0.0%	0.64%	0.0%	0.0%	0.86%	0.22%	0.64%	0.93%	0.23%	0.28%	0.0%	0.61%	0.0%	0.0%	1.52%	0.0%	0.58%	0.43%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.47%					
24	"7. ""Новый курс - Автомобильная Россия"""	49	0	1	0	1	0	0	0	2	1	0	0	2	2	0	3	0	1	1	0	0	0	0	0	0	3	1	7	4	3	0	0	0	0	0	0	1	1	1	1	3	3	5	0	2	0					
		0.38%	0.0%	0.25%	0.0%	0.28%	0.0%	0.0%	0.0%	0.61%	0.42%	0.0%	0.0%	0.36%	3.27%	0.0%	3.94%	0.0%	0.20%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.22%	0.64%	0.74%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.58%	0.43%	1.66%	0.67%	1.03%	1.68%	0.0%	0.45%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	1	1	2	0	0	2	0	2	0	0	2	0	0	2	0	0	2	0					
		0.17%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	1.01%	0.8%	0.64%	0.0%	0.0%	0.18%	0.11%	0.28%	0.0%	0.0%	1.80%	0.0%	1.52%	0.0%	0.0%	0.86%	0.0%	0.0%	0.68%	0.0%	0.0%	0.45%	0.0%					
