Выборы Президента Российской Федерации																																							
Дата голосования: 18.03.2018																																							
																																							
Наименование Избирательной комиссии:    Доволенская																																							
																																							
Сводная таблица итогов голосования																																							
																																							
	Число участковых избирательных комиссий	28																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	28																																					
																																							
		Сумма	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214									
1	"Число избирателей, включенных в список избирателей"	14097	671	369	89	851	1661	1537	1568	129	170	103	701	129	435	968	246	130	194	191	680	102	745	165	627	146	427	424	470	169									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14365	690	390	80	890	1700	1550	1600	120	170	100	700	120	450	980	260	140	190	190	720	100	770	160	640	150	430	430	480	165									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7531	339	205	64	483	862	784	794	88	96	60	398	81	251	470	172	72	119	100	356	56	398	97	302	91	219	214	269	91									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	830	50	25	5	17	68	82	39	0	8	10	13	5	25	93	12	13	13	12	54	9	47	7	69	14	39	51	27	23									
6	Число погашенных избирательных бюллетеней	6003	301	160	11	389	770	684	767	32	66	30	289	34	174	417	76	55	58	78	310	35	325	56	269	45	172	165	184	51									
7	Число избирательных бюллетеней в переносных ящиках для голосования	830	50	25	5	17	68	82	39	0	8	10	13	5	25	93	12	13	13	12	54	9	47	7	69	14	39	51	27	23									
8	Число бюллетеней в стационарных ящиках для голосования	7531	339	205	64	483	862	784	794	88	96	60	398	81	251	470	172	72	119	100	356	56	398	97	302	91	219	214	269	91									
9	Число недействительных избирательных бюллетеней	95	9	1	0	4	16	6	14	0	0	0	6	3	3	6	1	0	0	1	4	0	10	0	6	0	0	1	3	1									
10	Число действительных избирательных бюллетеней	8266	380	229	69	496	914	860	819	88	104	70	405	83	273	557	183	85	132	111	406	65	435	104	365	105	258	264	293	113									
11	Число утраченных избирательных бюллетеней	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
13	Бабурин Сергей Николаевич	50	2	2	0	5	4	4	9	1	1	1	1	0	0	1	3	0	1	0	5	0	2	1	4	0	0	0	3	0									
		0.60%	0.51%	0.87%	0.00%	1.00%	0.43%	0.46%	1.08%	1.14%	0.96%	1.43%	0.24%	0.00%	0.00%	0.18%	1.63%	0.00%	0.76%	0.00%	1.22%	0.00%	0.45%	0.96%	1.08%	0.00%	0.00%	0.00%	1.01%	0.00%									
14	Грудинин Павел Николаевич	1294	41	47	9	75	143	133	185	17	25	8	69	5	35	92	31	6	15	9	87	8	85	16	77	4	25	21	19	7									
		15.48%	10.54%	20.43%	13.04%	15.00%	15.38%	15.36%	22.21%	19.32%	24.04%	11.43%	16.79%	5.81%	12.68%	16.34%	16.85%	7.06%	11.36%	8.04%	21.22%	12.31%	19.10%	15.38%	20.75%	3.81%	9.69%	7.92%	6.42%	6.14%									
