Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Юргинская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608					
1	"Число избирателей, внесенных в списки"	14075	228	261	691	177	272	76	76	60	1208	973	370	797	948	419	305	106	175	93	65	329	156	316	214	293	260	319	261	235	153	713	287	477	337	499	803	1123					
2	"Число бюллетеней, полученных участковыми комиссиями"	13290	230	300	600	175	260	75	80	65	1000	950	400	750	900	400	270	110	170	100	65	300	150	300	200	280	240	300	240	230	160	650	270	450	320	500	800	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10722	167	246	485	111	234	71	68	51	919	764	307	553	689	319	246	93	165	68	65	280	106	243	171	239	205	277	187	172	144	493	205	384	255	395	620	725					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1015	28	15	62	59	12	3	8	8	72	30	63	26	20	31	19	13	0	24	0	20	20	28	22	31	18	9	27	31	3	100	9	26	17	30	18	113					
6	Число погашенных бюллетеней	1553	35	39	53	5	14	1	4	6	9	156	30	171	191	50	5	4	5	8	0	0	24	29	7	10	17	14	26	27	13	57	56	40	48	75	162	162					
7	Число бюллетеней в переносных ящиках для голосования	1015	28	15	62	59	12	3	8	8	72	30	63	26	20	31	19	13	0	24	0	20	20	28	22	31	18	9	27	31	3	100	9	26	17	30	18	113					
8	Число бюллетеней в стационарных ящиках для голосования	10721	167	245	485	111	234	71	68	51	919	764	307	553	689	319	246	93	165	68	65	280	106	243	171	239	205	277	187	172	144	493	205	384	255	395	620	725					
9	Число недействительных бюллетеней	230	6	0	4	1	0	0	0	0	108	4	5	19	2	5	3	1	3	0	2	4	3	7	3	3	1	7	3	5	2	4	7	0	3	2	11	2					
10	Число действительных бюллетеней	11506	189	260	543	169	246	74	76	59	883	790	365	560	707	345	262	105	162	92	63	296	123	264	190	267	222	279	211	198	145	589	207	410	269	423	627	836					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	120	2	2	4	2	5	2	2	2	4	4	4	15	4	10	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	4	6	2	2	2	4	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	0	0	3	2	4	2	0	1	3	1	4	13	4	8	0	0	0	4	1	1	0	0	0	2	0	0	0	0	0	3	3	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	91	2	1	1	1	4	3	0	1	1	2	5	5	1	3	1	0	3	5	3	4	2	4	3	3	1	5	5	0	1	5	6	3	2	2	2	1					
14	Число погашенных открепительных удостоверений	59	2	2	1	0	1	0	2	1	1	3	0	2	0	2	2	2	2	2	1	1	2	2	2	0	2	2	2	2	2	1	3	2	2	2	4	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	262	0	14	6	2	10	0	0	0	16	11	7	20	11	15	6	4	0	2	0	6	4	6	2	4	6	15	11	7	0	12	5	8	5	12	21	14					
		2.23%	0.0%	5.38%	1.09%	1.17%	4.06%	0.0%	0.0%	0.0%	1.61%	1.38%	1.89%	3.45%	1.55%	4.28%	2.26%	3.77%	0.0%	2.17%	0.0%	2.0%	3.17%	2.21%	1.03%	1.48%	2.69%	5.24%	5.14%	3.44%	0.0%	2.02%	2.33%	1.95%	1.83%	2.82%	3.29%	1.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	79	3	2	0	0	1	0	2	0	8	2	2	5	3	2	1	1	0	0	1	2	0	4	5	3	3	0	8	5	1	1	2	1	1	0	4	6					
		0.67%	1.53%	0.76%	0.0%	0.0%	0.40%	0.0%	2.63%	0.0%	0.80%	0.25%	0.54%	0.86%	0.42%	0.57%	0.37%	0.94%	0.0%	0.0%	1.53%	0.66%	0.0%	1.47%	2.59%	1.11%	1.34%	0.0%	3.73%	2.46%	0.68%	0.16%	0.93%	0.24%	0.36%	0.0%	0.62%	0.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	177	0	1	10	1	8	1	0	0	15	5	5	10	20	2	2	2	4	4	3	7	0	10	2	8	5	3	4	2	3	5	1	3	3	10	8	10					
		1.50%	0.0%	0.38%	1.82%	0.58%	3.25%	1.35%	0.0%	0.0%	1.51%	0.62%	1.35%	1.72%	2.82%	0.57%	0.75%	1.88%	2.42%	4.34%	4.61%	2.33%	0.0%	3.69%	1.03%	2.96%	2.24%	1.04%	1.86%	0.98%	2.04%	0.84%	0.46%	0.73%	1.10%	2.35%	1.25%	1.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	130	2	2	8	3	4	1	0	0	26	7	0	7	4	3	1	0	0	1	1	5	3	1	4	2	3	4	1	4	0	6	3	3	0	3	12	6					
		1.10%	1.02%	0.76%	1.46%	1.76%	1.62%	1.35%	0.0%	0.0%	2.62%	0.88%	0.0%	1.20%	0.56%	0.85%	0.37%	0.0%	0.0%	1.08%	1.53%	1.66%	2.38%	0.36%	2.07%	0.74%	1.34%	1.39%	0.46%	1.97%	0.0%	1.01%	1.40%	0.73%	0.0%	0.70%	1.88%	0.71%					
22	"5. ""За Русь Святую"""	48	0	0	1	0	1	0	0	0	1	22	2	0	2	5	0	1	0	0	0	0	1	0	0	0	2	0	1	1	0	2	1	0	1	0	1	3					
		0.40%	0.0%	0.0%	0.18%	0.0%	0.40%	0.0%	0.0%	0.0%	0.10%	2.77%	0.54%	0.0%	0.28%	1.42%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.79%	0.0%	0.0%	0.0%	0.89%	0.0%	0.46%	0.49%	0.0%	0.33%	0.46%	0.0%	0.36%	0.0%	0.15%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	0	1	1	6	1	0	0	0	3	1	1	0	2	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	2	1	1					
		0.23%	0.0%	0.38%	0.18%	3.52%	0.40%	0.0%	0.0%	0.0%	0.30%	0.12%	0.27%	0.0%	0.28%	0.28%	0.0%	0.94%	0.60%	1.08%	0.0%	0.0%	0.79%	0.0%	0.51%	0.37%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.15%	0.11%					
24	"7. ""Новый курс - Автомобильная Россия"""	53	1	0	3	0	1	0	0	0	5	2	0	6	4	0	1	2	0	0	0	2	0	2	1	1	2	2	1	0	0	2	0	1	1	11	2	0					
		0.45%	0.51%	0.0%	0.54%	0.0%	0.40%	0.0%	0.0%	0.0%	0.50%	0.25%	0.0%	1.03%	0.56%	0.0%	0.37%	1.88%	0.0%	0.0%	0.0%	0.66%	0.0%	0.73%	0.51%	0.37%	0.89%	0.69%	0.46%	0.0%	0.0%	0.33%	0.0%	0.24%	0.36%	2.58%	0.31%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0					
		0.06%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	17	0	0	0	0	0	0	0	0	0	1	3	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	1					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.81%	0.17%	0.0%	0.28%	0.75%	0.0%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.23%	0.78%	0.11%					
27	"10. ""Аграрная партия России"""	526	13	4	28	2	12	2	3	0	50	50	26	27	46	7	7	8	1	9	3	11	5	18	12	5	16	24	4	6	16	19	9	17	9	15	26	16					
		4.48%	6.66%	1.53%	5.11%	1.17%	4.87%	2.70%	3.94%	0.0%	5.04%	6.29%	7.02%	4.66%	6.48%	2.0%	2.64%	7.54%	0.60%	9.78%	4.61%	3.66%	3.96%	6.64%	6.21%	1.85%	7.17%	8.39%	1.86%	2.95%	10.88%	3.20%	4.20%	4.14%	3.30%	3.52%	4.07%	1.90%					
28	"11. ""Истинные патриоты России"""	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	4	0	0	1	1	0	0	1	0	0					
		0.11%	0.51%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.36%	0.0%	0.0%	0.89%	0.0%	1.86%	0.0%	0.0%	0.16%	0.46%	0.0%	0.0%	0.23%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	66	1	3	1	0	1	0	0	0	2	9	1	6	3	4	3	3	2	1	0	3	0	1	1	2	0	1	0	1	0	6	1	2	0	0	4	4					
		0.56%	0.51%	1.15%	0.18%	0.0%	0.40%	0.0%	0.0%	0.0%	0.20%	1.13%	0.27%	1.03%	0.42%	1.14%	1.13%	2.83%	1.21%	1.08%	0.0%	1.0%	0.0%	0.36%	0.51%	0.74%	0.0%	0.34%	0.0%	0.49%	0.0%	1.01%	0.46%	0.48%	0.0%	0.0%	0.62%	0.47%					
30	"13. ""Демократическая партия России"""	11	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0					
		0.09%	0.51%	0.0%	0.36%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.24%	0.0%	0.0%	0.15%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	1	0	0	1	0	0	0	1	2	1	4	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	1					
		0.15%	0.0%	0.38%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.10%	0.25%	0.27%	0.69%	0.0%	0.0%	0.0%	0.0%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.44%	0.0%	0.0%	0.0%	0.0%	0.16%	0.46%	0.24%	0.0%	0.0%	0.15%	0.11%					
32	"15. ""Партия СЛОН"""	19	0	2	1	2	0	0	0	0	3	2	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	1	0					
		0.16%	0.0%	0.76%	0.18%	1.17%	0.0%	0.0%	0.0%	0.0%	0.30%	0.25%	0.27%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.37%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.15%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	339	0	6	12	7	11	2	1	1	37	29	2	24	18	17	2	3	2	3	1	9	8	5	8	8	8	7	8	1	2	7	10	15	11	5	24	25					
		2.88%	0.0%	2.30%	2.19%	4.11%	4.47%	2.70%	1.31%	1.69%	3.73%	3.65%	0.54%	4.14%	2.53%	4.85%	0.75%	2.83%	1.21%	3.26%	1.53%	3.0%	6.34%	1.84%	4.14%	2.96%	3.58%	2.44%	3.73%	0.49%	1.36%	1.18%	4.67%	3.65%	4.04%	1.17%	3.76%	2.98%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	2	3	3	0	0	0	0	0	0	0	2	2	0	1	4	0	0	1	0	3	0	0	1	2	0	2	1	1	0	8	1	1	0	0	1	3					
		0.35%	1.02%	1.15%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.34%	0.0%	0.28%	1.50%	0.0%	0.0%	1.08%	0.0%	1.0%	0.0%	0.0%	0.51%	0.74%	0.0%	0.69%	0.46%	0.49%	0.0%	1.34%	0.46%	0.24%	0.0%	0.0%	0.15%	0.35%					
35	"18. ""ЛДПР"""	1429	63	25	52	14	18	8	4	4	38	101	50	96	58	35	29	6	28	3	23	48	12	19	20	35	27	19	9	29	6	75	24	65	53	67	119	147					
		12.17%	32.30%	9.61%	9.50%	8.23%	7.31%	10.81%	5.26%	6.77%	3.83%	12.72%	13.51%	16.58%	8.18%	10.0%	10.94%	5.66%	16.96%	3.26%	35.38%	16.0%	9.52%	7.01%	10.36%	12.96%	12.10%	6.64%	4.20%	14.28%	4.08%	12.64%	11.21%	15.85%	19.48%	15.76%	18.65%	17.54%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	131	5	1	3	1	1	2	1	0	11	11	4	5	6	2	3	2	2	0	2	2	1	5	2	1	3	3	1	5	1	15	1	3	2	4	8	12					
		1.11%	2.56%	0.38%	0.54%	0.58%	0.40%	2.70%	1.31%	0.0%	1.10%	1.38%	1.08%	0.86%	0.84%	0.57%	1.13%	1.88%	1.21%	0.0%	3.07%	0.66%	0.79%	1.84%	1.03%	0.37%	1.34%	1.04%	0.46%	2.46%	0.68%	2.52%	0.46%	0.73%	0.73%	0.94%	1.25%	1.43%					
37	"20. ""Политическая партия ""Единая Россия"""	6599	63	171	310	115	159	53	61	42	527	438	211	242	438	202	161	60	110	54	22	149	67	145	83	173	113	174	129	121	105	334	127	242	162	266	310	460					
		56.22%	32.30%	65.76%	56.67%	67.64%	64.63%	71.62%	80.26%	71.18%	53.17%	55.16%	57.02%	41.79%	61.77%	57.71%	60.75%	56.60%	66.66%	58.69%	33.84%	49.66%	53.17%	53.50%	43.00%	64.07%	50.67%	60.83%	60.28%	59.60%	71.42%	56.32%	59.34%	59.02%	59.55%	62.58%	48.58%	54.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	1	2	0	0	0	0	0	0	7	1	3	3	2	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	1	0	1	3					
		0.26%	0.51%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.70%	0.12%	0.81%	0.51%	0.28%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.79%	0.36%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.36%	0.0%	0.15%	0.35%					
39	"22. ""Развитие предпринимательства"""	16	3	0	0	0	0	0	0	0	2	1	0	1	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0					
		0.13%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.12%	0.0%	0.17%	0.42%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.15%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	995	17	12	84	14	13	1	4	12	94	68	28	65	54	23	26	5	9	8	3	34	14	25	32	14	21	21	18	8	8	74	9	31	12	15	40	79					
		8.47%	8.71%	4.61%	15.35%	8.23%	5.28%	1.35%	5.26%	20.33%	9.48%	8.56%	7.56%	11.22%	7.61%	6.57%	9.81%	4.71%	5.45%	8.69%	4.61%	11.33%	11.11%	9.22%	16.58%	5.18%	9.41%	7.34%	8.41%	3.94%	5.44%	12.47%	4.20%	7.56%	4.41%	3.52%	6.26%	9.42%					
																																											
41	Против всех	469	12	10	17	0	4	4	0	0	37	27	16	34	33	21	12	5	3	4	3	13	6	18	15	5	9	3	9	6	3	17	11	13	7	11	36	45					
		3.99%	6.15%	3.84%	3.10%	0.0%	1.62%	5.40%	0.0%	0.0%	3.73%	3.40%	4.32%	5.87%	4.65%	6.0%	4.52%	4.71%	1.81%	4.34%	4.61%	4.33%	4.76%	6.64%	7.77%	1.85%	4.03%	1.04%	4.20%	2.95%	2.04%	2.86%	5.14%	3.17%	2.57%	2.58%	5.64%	5.36%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
