Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Добринская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356					
1	"Число избирателей, внесенных в список избирателей"	29991	2360	2432	1836	982	280	502	678	1122	504	367	339	793	202	1629	635	474	480	1449	302	391	605	319	405	298	423	421	605	916	226	1310	244	904	2163	480	156	583	330	1244	602					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29460	2300	2400	1800	900	280	500	680	1100	500	360	330	800	200	1600	630	460	480	1400	290	390	600	300	400	300	400	400	600	900	230	1310	260	900	2100	470	150	590	330	1220	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16878	1073	1061	683	411	214	370	572	555	403	247	274	379	135	1246	432	360	370	685	150	217	410	222	322	230	252	232	491	413	148	503	230	454	716	357	103	461	258	790	449					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3061	87	114	28	60	26	67	90	167	94	105	55	76	49	183	91	81	64	140	34	19	100	24	49	40	139	108	72	87	65	198	14	55	27	63	37	75	42	164	72					
6	Число погашенных избирательных бюллетеней	9521	1140	1225	1089	429	40	63	18	378	3	8	1	345	16	171	107	19	46	575	106	154	90	54	29	30	9	60	37	400	17	609	16	391	1357	50	10	54	30	266	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3061	87	114	28	60	26	67	90	167	94	105	55	76	49	183	91	81	64	140	34	19	100	24	49	40	139	108	72	87	65	198	14	55	27	63	37	75	42	164	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16877	1073	1061	683	411	214	370	572	555	403	247	274	379	135	1246	432	360	370	685	150	217	410	222	322	230	252	232	491	413	148	503	230	454	715	357	103	461	258	790	449					
9	Число недействительных избирательных бюллетеней	279	30	23	4	2	1	21	0	12	14	0	0	10	10	15	3	19	1	29	4	5	9	7	1	0	2	1	2	5	2	3	1	3	16	1	3	7	1	9	3					
10	Число действительных избирательных бюллетеней	19659	1130	1152	707	469	239	416	662	710	483	352	329	445	174	1414	520	422	433	796	180	231	501	239	370	270	389	339	561	495	211	698	243	506	726	419	137	529	299	945	518					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	172	15	15	10	10	3	3	3	5	4	3	3	4	3	5	3	3	3	7	3	3	3	3	3	3	3	3	3	4	3	5	3	5	5	3	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	58	10	6	7	1	1	3	1	1	0	1	0	1	0	1	1	0	0	7	0	0	0	1	1	0	0	1	0	3	1	2	0	1	2	0	0	2	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	63	8	3	5	1	0	2	1	5	1	1	0	1	0	3	3	0	0	5	1	0	0	1	0	1	0	0	0	1	0	2	0	5	5	1	0	3	0	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	114	5	9	3	9	2	0	2	4	4	2	3	3	3	4	2	3	3	0	3	3	3	2	2	3	3	2	3	1	2	3	3	4	3	3	3	1	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1772	193	187	119	71	21	26	23	30	20	18	3	57	19	104	27	17	31	79	9	25	42	29	15	13	9	34	34	62	13	82	22	55	107	20	8	13	9	84	42					
		8.89%	16.64%	15.91%	16.74%	15.07%	8.75%	5.95%	3.47%	4.16%	4.02%	5.11%	0.91%	12.53%	10.33%	7.28%	5.16%	3.85%	7.14%	9.58%	4.89%	10.59%	8.24%	11.79%	4.04%	4.81%	2.30%	10.00%	6.04%	12.40%	6.10%	11.70%	9.02%	10.81%	14.42%	4.76%	5.71%	2.43%	3.00%	8.81%	8.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1681	141	139	68	75	17	34	43	70	40	16	16	44	17	12	39	14	30	74	23	35	54	28	40	20	19	24	23	61	14	85	6	55	88	43	14	39	26	62	33					
		8.43%	12.16%	11.83%	9.56%	15.92%	7.08%	7.78%	6.50%	9.70%	8.05%	4.55%	4.86%	9.67%	9.24%	0.84%	7.46%	3.17%	6.91%	8.97%	12.50%	14.83%	10.59%	11.38%	10.78%	7.41%	4.86%	7.06%	4.09%	12.20%	6.57%	12.13%	2.46%	10.81%	11.86%	10.24%	10.00%	7.28%	8.67%	6.50%	6.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	92	7	14	4	12	0	3	0	3	3	1	0	1	0	3	4	0	1	5	0	3	1	1	1	3	0	2	0	2	2	1	2	1	6	1	1	1	0	3	0					
