Выборы Президента Российской Федерации																																																																																																							
Дата голосования: 18.03.2018																																																																																																							
																																																																																																							
Наименование Избирательной комиссии:    Пушкинская																																																																																																							
																																																																																																							
Сводная таблица итогов голосования																																																																																																							
																																																																																																							
	Число участковых избирательных комиссий	92																																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	92																																																																																																					
																																																																																																							
		Сумма	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030									
1	"Число избирателей, включенных в список избирателей"	139808	2314	1394	1779	2012	1867	1670	1931	2104	1671	1873	1718	1623	1668	2427	1727	710	630	2014	1696	2310	2137	2060	2005	1902	1412	1630	2153	2224	1529	644	988	1229	785	1297	2549	1733	2710	1699	2548	2101	2211	482	2568	1533	778	2326	2335	1846	2364	1901	2021	2046	861	1900	820	702	1288	2725	1557	1821	483	309	782	2115	1892	1258	954	1182	1615	605	401	275	1458	1518	1202	691	760	905	1414	1918	466	535	1625	1471	2094	1148	1171	1452	1249	899	447	956									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	125250	2000	1500	1600	2000	1500	1550	1500	1700	1500	1500	1500	1500	1500	2000	1500	600	800	1700	1500	2000	2000	2000	2000	2000	1300	1500	2000	2000	1500	500	800	1000	650	1000	2000	1500	2500	1500	2000	2000	2000	400	2000	2000	600	2000	2000	1800	2000	1700	2000	2000	750	1700	800	600	1200	2600	1300	1600	400	250	700	2000	2000	1200	800	1000	1300	550	400	350	1300	1300	1500	600	700	700	1200	1400	400	400	1500	1300	1600	1000	1500	1300	1000	700	350	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	83586	1257	700	1060	1144	1065	961	1053	1206	951	1024	1102	963	941	1460	981	451	595	1111	967	1228	1196	1143	1381	1204	744	943	1226	1284	880	356	541	789	591	741	1249	916	1583	939	1381	1312	1393	292	1675	1278	397	1385	1427	1046	1223	1063	1167	1275	619	1039	569	430	885	1704	924	1159	262	210	380	1393	1204	730	580	807	1032	355	184	257	926	916	1167	482	421	552	830	1040	282	359	1062	860	1402	721	860	777	645	464	304	553									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3480	95	32	14	44	18	287	33	50	122	28	24	29	31	16	34	18	35	45	16	22	32	38	27	34	12	32	37	17	29	16	28	26	23	60	33	29	35	46	29	46	29	77	43	55	33	56	31	37	45	59	53	27	12	33	21	19	41	40	42	34	36	12	62	11	16	24	15	19	31	44	132	18	27	22	35	22	10	2	37	221	31	15	12	33	8	12	59	16	26	13	0	50									
6	Число погашенных избирательных бюллетеней	38178	648	768	526	812	417	302	414	444	427	448	374	507	528	524	485	131	169	544	517	750	772	819	592	762	544	525	737	699	591	128	231	185	36	199	718	555	882	515	590	642	578	31	282	667	170	559	542	717	732	578	780	698	119	628	210	151	274	856	334	407	102	28	258	596	780	446	205	174	237	151	84	75	347	361	298	96	269	146	333	139	87	26	426	404	190	267	581	507	329	223	46	197									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3478	95	32	14	44	18	287	33	50	122	28	24	29	31	16	34	18	35	45	16	22	31	38	27	34	12	32	37	17	29	16	28	26	23	60	33	29	35	46	29	46	29	77	43	55	33	56	31	37	45	59	53	27	12	33	21	19	41	40	42	34	36	12	62	11	16	24	15	19	31	44	132	18	27	21	35	22	10	2	37	221	31	15	12	33	8	12	59	16	26	13	0	50									
8	Число бюллетеней в стационарных ящиках для голосования	83439	1256	700	1057	1144	1065	957	1053	1206	951	1024	1102	963	941	1460	981	451	595	1111	966	1226	1196	1141	1379	1204	744	939	1226	1284	880	356	541	789	518	741	1249	916	1583	934	1378	1312	1393	292	1675	1278	397	1385	1396	1045	1221	1063	1167	1273	619	1037	569	430	885	1704	924	1159	262	210	380	1391	1202	730	580	807	1032	355	184	257	926	916	1167	482	421	552	829	1040	282	359	1062	860	1401	721	859	777	643	464	304	553									
9	Число недействительных избирательных бюллетеней	1541	25	7	17	49	9	16	21	18	17	9	18	5	38	56	23	9	2	34	29	9	9	14	19	10	11	17	37	29	8	3	7	5	12	24	24	6	12	20	24	144	16	2	10	15	5	33	16	9	10	49	25	16	6	34	4	11	16	20	7	15	4	2	2	32	13	8	6	16	15	3	3	3	66	11	17	4	2	7	15	19	4	3	10	5	21	14	14	27	7	8	4	11									
10	Число действительных избирательных бюллетеней	85376	1326	725	1054	1139	1074	1228	1065	1238	1056	1043	1108	987	934	1420	992	460	628	1122	953	1239	1218	1165	1387	1228	745	954	1226	1272	901	369	562	810	529	777	1258	939	1606	960	1383	1214	1406	367	1708	1318	425	1408	1411	1073	1256	1073	1195	1284	625	1036	586	438	910	1724	959	1178	294	220	440	1370	1205	746	589	810	1048	396	313	272	887	926	1185	500	429	547	851	1242	309	371	1064	888	1388	719	904	766	662	469	300	592									
11	Число утраченных избирательных бюллетеней	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																							
13	Бабурин Сергей Николаевич	752	16	11	7	17	8	15	7	12	9	8	7	9	13	10	7	3	5	9	17	9	12	18	14	16	2	13	10	14	11	3	3	2	4	9	6	9	8	11	17	9	19	0	5	8	3	9	13	8	12	7	11	9	2	13	8	0	6	15	2	11	2	1	2	9	15	6	9	3	10	4	1	5	9	8	17	6	2	3	4	14	3	0	14	12	13	5	11	3	4	4	1	1									
		0.87%	1.18%	1.50%	0.65%	1.43%	0.74%	1.21%	0.64%	0.96%	0.84%	0.76%	0.62%	0.91%	1.34%	0.68%	0.69%	0.64%	0.79%	0.78%	1.73%	0.72%	0.98%	1.53%	0.99%	1.29%	0.26%	1.34%	0.79%	1.08%	1.21%	0.81%	0.53%	0.25%	0.74%	1.12%	0.47%	0.95%	0.49%	1.12%	1.21%	0.66%	1.34%	0.00%	0.29%	0.60%	0.70%	0.62%	0.91%	0.74%	0.95%	0.62%	0.90%	0.69%	0.32%	1.21%	1.36%	0.00%	0.65%	0.86%	0.21%	0.92%	0.67%	0.45%	0.45%	0.64%	1.23%	0.80%	1.51%	0.36%	0.94%	1.00%	0.32%	1.82%	0.94%	0.85%	1.41%	1.19%	0.46%	0.54%	0.46%	1.11%	0.96%	0.00%	1.30%	1.34%	0.92%	0.68%	1.20%	0.38%	0.60%	0.84%	0.33%	0.17%									
14	Грудинин Павел Николаевич	10665	179	104	123	146	164	164	118	140	123	142	163	105	146	174	132	52	83	134	143	148	153	137	202	164	84	114	135	155	101	45	62	96	81	99	155	111	186	113	167	194	178	42	168	140	36	195	182	124	118	141	137	163	76	142	62	46	118	208	97	137	54	25	71	165	167	99	77	109	120	52	23	49	105	125	152	61	77	62	112	150	25	41	136	93	208	105	125	100	67	62	39	62									
		12.27%	13.25%	14.21%	11.48%	12.29%	15.14%	13.18%	10.87%	11.15%	11.46%	13.50%	14.48%	10.58%	15.02%	11.79%	13.00%	11.09%	13.17%	11.59%	14.56%	11.86%	12.47%	11.62%	14.37%	13.25%	11.11%	11.74%	10.69%	11.91%	11.11%	12.10%	10.90%	11.78%	14.97%	12.36%	12.09%	11.75%	11.50%	11.53%	11.87%	14.29%	12.52%	11.38%	9.78%	10.50%	8.37%	13.53%	12.75%	11.46%	9.32%	12.57%	11.23%	12.54%	12.04%	13.27%	10.51%	10.24%	12.74%	11.93%	10.04%	11.48%	18.12%	11.26%	16.06%	11.77%	13.71%	13.13%	12.94%	13.20%	11.29%	13.03%	7.28%	17.82%	11.02%	13.34%	12.65%	12.10%	17.87%	11.19%	12.93%	11.90%	7.99%	10.96%	12.66%	10.41%	14.76%	14.32%	13.62%	12.61%	10.01%	12.99%	12.83%	10.28%									
15	Жириновский Владимир Вольфович	4993	78	69	68	80	58	88	73	75	68	48	55	37	34	58	73	20	40	65	49	67	79	52	62	58	53	71	78	63	47	24	33	65	24	36	59	62	101	72	93	78	69	23	135	81	29	75	86	71	72	52	94	84	34	54	36	30	51	102	74	54	13	20	26	77	76	54	40	37	56	26	25	13	51	46	70	28	25	29	52	90	31	15	61	43	73	29	26	35	41	20	20	26									
		5.74%	5.77%	9.43%	6.35%	6.73%	5.36%	7.07%	6.72%	5.97%	6.34%	4.56%	4.88%	3.73%	3.50%	3.93%	7.19%	4.26%	6.35%	5.62%	4.99%	5.37%	6.44%	4.41%	4.41%	4.68%	7.01%	7.31%	6.18%	4.84%	5.17%	6.45%	5.80%	7.98%	4.44%	4.49%	4.60%	6.56%	6.24%	7.35%	6.61%	5.74%	4.85%	6.23%	7.86%	6.08%	6.74%	5.20%	6.03%	6.56%	5.69%	4.63%	7.70%	6.46%	5.39%	5.05%	6.10%	6.68%	5.51%	5.85%	7.66%	4.53%	4.36%	9.01%	5.88%	5.49%	6.24%	7.16%	6.72%	4.48%	5.27%	6.52%	7.91%	4.73%	5.35%	4.91%	5.82%	5.56%	5.80%	5.23%	6.00%	7.14%	9.90%	4.01%	5.68%	4.82%	5.18%	3.96%	2.83%	4.41%	6.13%	4.19%	6.58%	4.31%									
