Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Октябрьская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852					
1	"Число избирателей, внесенных в списки"	18978	1033	1930	1166	1233	1826	567	1107	525	1735	538	1567	694	574	512	1105	182	456	476	163	148	142	596	269	218	216					
2	"Число бюллетеней, полученных участковыми комиссиями"	18685	1005	1900	1155	1211	1820	569	1098	517	1689	527	1561	682	575	509	1087	170	427	460	160	148	138	592	263	212	210					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9227	566	1111	659	627	894	254	617	250	772	246	560	272	188	216	555	85	279	303	87	77	57	167	121	138	126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1883	14	79	39	29	77	46	28	63	111	55	152	130	171	114	173	51	78	65	44	38	43	155	64	28	36					
6	Число погашенных бюллетеней	7575	425	710	457	555	849	269	453	204	806	226	849	280	216	179	359	34	70	92	29	33	38	270	78	46	48					
7	Число бюллетеней в переносных ящиках для голосования	1882	14	79	39	29	77	46	28	62	111	55	152	130	171	114	173	51	78	65	44	38	43	155	64	28	36					
8	Число бюллетеней в стационарных ящиках для голосования	9221	566	1111	659	627	894	254	617	250	769	246	560	272	185	216	555	85	279	303	87	77	57	167	121	138	126					
9	Число недействительных бюллетеней	378	14	24	29	22	30	17	10	6	30	32	15	16	0	8	34	7	14	17	13	3	5	5	8	6	13					
10	Число действительных бюллетеней	10725	566	1166	669	634	941	283	635	306	850	269	697	386	356	322	694	129	343	351	118	112	95	317	177	160	149					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	130	10	10	10	9	10	3	10	5	8	3	7	4	4	4	7	2	4	4	2	2	2	4	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	3	6	2	4	2	0	7	1	4	2	1	1	1	2	4	0	1	0	0	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	0	7	2	0	0	1	1	1	4	0	1	1	3	2	1	4	5	2	2	0	2	2	2	2	2					
14	Число погашенных открепительных удостоверений	88	7	4	8	5	8	3	3	4	4	1	6	3	3	2	3	2	3	4	2	1	2	4	2	2	2					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	192	12	8	5	9	19	6	7	15	8	6	16	12	7	5	11	2	3	11	4	6	5	4	5	5	1					
		1.72%	2.06%	0.67%	0.71%	1.37%	1.95%	2.0%	1.08%	4.80%	0.90%	1.99%	2.24%	2.98%	1.96%	1.51%	1.51%	1.47%	0.84%	2.98%	3.05%	5.21%	5.0%	1.24%	2.70%	3.01%	0.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	117	10	20	9	7	7	2	9	2	8	3	4	9	3	1	5	3	5	1	2	0	0	3	1	2	1					
