Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Ташлинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671					
1	"Число избирателей, внесенных в список избирателей"	20544	843	526	191	404	267	181	459	85	181	446	725	174	202	233	1131	473	483	107	189	253	603	61	511	178	81	361	97	236	896	247	178	2868	2929	98	709	205	596	167	152	282	210	605	248	190	283					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20729	852	536	199	414	265	183	460	87	182	442	734	173	212	236	1153	474	490	107	186	253	615	63	517	180	84	365	98	239	910	245	187	2882	2953	95	705	210	599	168	150	288	219	600	243	189	287					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11606	503	268	102	212	162	96	249	41	101	227	385	104	117	117	517	255	361	87	95	177	351	33	301	109	56	213	44	140	489	123	89	1471	1694	65	397	109	309	127	85	147	146	429	156	145	202					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	718	0	34	13	17	14	0	20	11	17	16	19	5	18	10	53	24	13	0	7	8	14	0	31	12	0	28	10	21	26	13	13	83	47	3	24	0	41	0	12	26	15	0	0	0	0					
6	Число погашенных избирательных бюллетеней	8405	349	234	84	185	89	87	191	35	64	199	330	64	77	109	583	195	116	20	84	68	250	30	185	59	28	124	44	78	395	109	85	1328	1212	27	284	101	249	41	53	115	58	171	87	44	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	718	0	34	13	17	14	0	20	11	17	16	19	5	18	10	53	24	13	0	7	8	14	0	31	12	0	28	10	21	26	13	13	83	47	3	24	0	41	0	12	26	15	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11605	503	268	102	212	162	96	249	41	101	227	385	104	117	117	517	255	361	87	95	177	351	33	301	109	56	213	44	140	489	123	89	1471	1694	65	397	109	309	127	85	146	146	429	156	145	202					
9	Число недействительных избирательных бюллетеней	164	3	6	1	7	7	3	3	0	1	4	6	0	0	2	9	0	5	1	1	3	2	0	7	1	0	0	0	0	6	0	2	16	23	0	5	2	4	3	0	2	16	12	0	0	1					
10	Число действительных избирательных бюллетеней	12159	500	296	114	222	169	93	266	52	117	239	398	109	135	125	561	279	369	86	101	182	363	33	325	120	56	241	54	161	509	136	100	1538	1718	68	416	107	346	124	97	170	145	417	156	145	201					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	195	7	5	2	4	2	2	4	1	2	4	7	1	2	2	10	5	5	1	2	2	6	1	5	1	1	4	1	2	8	2	1	20	40	1	6	2	5	2	1	3	2	5	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	186	7	5	2	4	0	2	4	1	2	4	7	1	2	2	10	5	5	1	2	2	6	1	5	1	1	4	1	2	8	2	1	20	40	1	6	2	5	2	1	3	2	0	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	1	1	1	0	1	1	4	1	3	3	1	4	0	3	1	2	2	1	3	1	1	0	2	1	1	2	1	1	1	0	0	7	10	3	3	1	6	1	2	1	1	3	2	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1363	62	25	21	31	15	9	31	6	15	28	57	18	7	14	57	23	14	30	18	36	36	6	50	18	4	32	7	10	24	7	14	185	221	4	30	20	45	4	9	16	14	40	14	14	22					
		11.06%	12.33%	8.28%	18.26%	13.54%	8.52%	9.38%	11.52%	11.54%	12.71%	11.52%	14.11%	16.51%	5.19%	11.02%	10.00%	8.24%	3.74%	34.48%	17.65%	19.46%	9.86%	18.18%	15.06%	14.88%	7.14%	13.28%	12.96%	6.21%	4.66%	5.15%	13.73%	11.90%	12.69%	5.88%	7.13%	18.35%	12.86%	3.15%	9.28%	9.30%	8.70%	9.32%	8.97%	9.66%	10.89%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2141	100	45	20	43	32	31	51	9	28	42	88	13	28	34	93	55	65	20	10	26	37	10	63	11	9	33	5	17	75	13	2	282	305	16	75	12	75	16	41	47	20	49	46	21	28					
		17.37%	19.88%	14.90%	17.39%	18.78%	18.18%	32.29%	18.96%	17.31%	23.73%	17.28%	21.78%	11.93%	20.74%	26.77%	16.32%	19.71%	17.38%	22.99%	9.80%	14.05%	10.14%	30.30%	18.98%	9.09%	16.07%	13.69%	9.26%	10.56%	14.56%	9.56%	1.96%	18.15%	17.52%	23.53%	17.81%	11.01%	21.43%	12.60%	42.27%	27.33%	12.42%	11.42%	29.49%	14.48%	13.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	98	1	1	2	4	1	0	7	0	0	1	6	0	1	0	2	0	1	0	0	0	4	0	2	1	1	3	0	1	5	4	0	19	21	0	1	0	3	0	0	0	0	4	2	0	0					
		0.80%	0.20%	0.33%	1.74%	1.75%	0.57%	0.00%	2.60%	0.00%	0.00%	0.41%	1.49%	0.00%	0.74%	0.00%	0.35%	0.00%	0.27%	0.00%	0.00%	0.00%	1.10%	0.00%	0.60%	0.83%	1.79%	1.24%	0.00%	0.62%	0.97%	2.94%	0.00%	1.22%	1.21%	0.00%	0.24%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.93%	1.28%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4080	144	124	39	98	53	26	72	10	22	96	105	28	48	32	173	91	206	16	22	30	135	7	73	26	25	78	11	95	203	36	34	553	644	11	166	23	131	23	22	48	46	131	40	41	43					
		33.11%	28.63%	41.06%	33.91%	42.79%	30.11%	27.08%	26.77%	19.23%	18.64%	39.51%	25.99%	25.69%	35.56%	25.20%	30.35%	32.62%	55.08%	18.39%	21.57%	16.22%	36.99%	21.21%	21.99%	21.49%	44.64%	32.37%	20.37%	59.01%	39.42%	26.47%	33.33%	35.59%	36.99%	16.18%	39.43%	21.10%	37.43%	18.11%	22.68%	27.91%	28.57%	30.54%	25.64%	28.28%	21.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	6	3	1	0	0	0	5	0	0	1	1	0	0	3	2	0	1	0	2	1	5	0	0	0	0	0	0	0	6	3	0	21	22	0	6	0	2	0	0	1	4	3	2	1	0					
		0.83%	1.19%	0.99%	0.87%	0.00%	0.00%	0.00%	1.86%	0.00%	0.00%	0.41%	0.25%	0.00%	0.00%	2.36%	0.35%	0.00%	0.27%	0.00%	1.96%	0.54%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	2.21%	0.00%	1.35%	1.26%	0.00%	1.43%	0.00%	0.57%	0.00%	0.00%	0.58%	2.48%	0.70%	1.28%	0.69%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4331	187	96	30	46	67	27	99	27	51	71	141	50	50	41	233	110	82	20	49	88	144	10	136	63	16	94	31	37	193	73	50	469	496	36	137	51	90	81	25	58	61	189	51	67	108					
		35.15%	37.18%	31.79%	26.09%	20.09%	38.07%	28.13%	36.80%	51.92%	43.22%	29.22%	34.90%	45.87%	37.04%	32.28%	40.88%	39.43%	21.93%	22.99%	48.04%	47.57%	39.45%	30.30%	40.96%	52.07%	28.57%	39.00%	57.41%	22.98%	37.48%	53.68%	49.02%	30.18%	28.49%	52.94%	32.54%	46.79%	25.71%	63.78%	25.77%	33.72%	37.89%	44.06%	32.69%	46.21%	53.47%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	44	0	2	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	2	0	1	1	1	1	0	1	3	0	0	9	9	1	1	1	0	0	0	0	0	1	1	1	0					
		0.36%	0.00%	0.66%	0.87%	0.00%	0.57%	0.00%	0.37%	0.00%	0.85%	0.00%	0.00%	0.00%	0.74%	0.79%	0.18%	0.00%	0.00%	0.00%	0.00%	0.54%	0.55%	0.00%	0.30%	0.83%	1.79%	0.41%	0.00%	0.62%	0.58%	0.00%	0.00%	0.58%	0.52%	1.47%	0.24%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.64%	0.69%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
