Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Ташлинская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671					
1	"Число избирателей, внесенных в списки избирателей"	19800	819	474	177	396	217	167	441	92	166	437	708	168	230	231	1115	454	504	107	184	278	589	79	510	177	78	358	95	254	874	230	189	2485	2992	94	631	196	582	164	147	277	207	565	227	181	254					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19240	826	464	164	390	209	163	445	91	166	420	718	168	225	232	1122	463	484	102	184	266	591	75	515	180	79	343	91	247	823	207	172	2389	2750	92	623	190	584	163	147	272	206	549	224	177	249					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15100	684	385	156	278	189	151	366	80	160	396	502	142	169	156	879	384	453	100	162	254	463	63	381	136	78	304	81	231	642	171	149	1418	1881	85	534	159	500	157	124	257	169	501	172	164	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	718	0	45	8	33	8	0	7	0	0	11	22	5	17	17	81	10	3	0	1	0	11	0	41	13	0	10	6	4	48	0	9	151	96	6	10	3	8	0	12	9	13	0	0	0	0					
6	Число погашенных избирательных бюллетеней	3422	142	34	0	79	12	12	72	11	6	13	194	21	39	59	162	69	28	2	21	12	117	12	93	31	1	29	4	12	133	36	14	820	773	1	79	28	76	6	11	6	24	48	52	13	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	718	0	45	8	33	8	0	7	0	0	11	22	5	17	17	81	10	3	0	1	0	11	0	41	13	0	10	6	4	48	0	9	151	96	6	10	3	8	0	12	9	13	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15098	683	385	156	278	189	151	366	80	160	396	502	142	169	156	879	384	453	100	162	254	463	63	381	136	78	304	81	231	642	171	149	1418	1880	85	534	159	500	157	124	257	169	501	172	164	234					
9	Число недействительных избирательных бюллетеней	136	1	2	0	8	6	2	0	0	0	1	4	3	2	0	2	3	3	1	0	1	5	0	7	0	1	0	0	0	12	3	1	18	27	0	4	1	6	1	0	0	5	2	2	0	2					
10	Число действительных избирательных бюллетеней	15680	682	428	164	303	191	149	373	80	160	406	520	144	184	173	958	391	453	99	163	253	469	63	415	149	77	314	87	235	678	168	157	1551	1949	91	540	161	502	156	136	266	177	499	170	164	232					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	196	12	7	0	7	0	0	7	0	0	5	4	0	0	0	6	3	3	0	0	0	7	0	7	5	0	7	0	0	9	0	0	42	52	0	7	0	2	0	0	1	1	2	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	133	11	7	0	7	0	0	2	0	0	0	3	0	0	0	5	2	1	0	0	0	1	0	5	4	0	1	0	0	3	0	0	32	42	0	4	0	2	0	0	0	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	2	1	1	1	1	0	1	2	0	0	4	1	2	1	1	1	1	1	0	1	2	2	5	2	0	0	1	4	0	1	1	3	7	0	4	1	3	1	0	1	2	2	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	63	1	0	0	0	0	0	5	0	0	5	1	0	0	0	1	1	2	0	0	0	6	0	2	1	0	6	0	0	6	0	0	10	10	0	3	0	0	0	0	1	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	709	25	17	7	25	3	5	16	1	10	11	9	1	3	5	61	19	58	7	9	16	47	0	23	5	2	14	2	8	13	2	5	49	80	1	28	6	21	18	5	6	11	22	10	9	14					
