Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Неманская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15828	1056	898	1035	1071	1027	983	1057	1048	966	501	368	620	650	379	944	508	457	1087	769	404									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15100	1000	870	1000	1000	1000	950	1000	1000	900	470	350	600	630	370	950	480	430	1000	700	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7126	431	354	692	408	451	382	475	414	560	297	184	289	266	158	481	186	265	408	280	145									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	929	47	13	34	13	31	23	95	35	55	16	79	39	101	51	18	80	15	50	52	82									
6	Число погашенных избирательных бюллетеней	7045	522	503	274	579	518	545	430	551	285	157	87	272	263	161	451	214	150	542	368	173									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	929	47	13	34	13	31	23	95	35	55	16	79	39	101	51	18	80	15	50	52	82									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7122	431	351	692	407	451	382	475	414	560	297	184	289	266	158	481	186	265	408	280	145									
9	Число недействительных избирательных бюллетеней	211	20	0	14	31	41	4	16	12	3	5	8	17	0	0	10	2	2	13	11	2									
10	Число действительных избирательных бюллетеней	7840	458	364	712	389	441	401	554	437	612	308	255	311	367	209	489	264	278	445	321	225									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	284	15	15	15	15	15	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	55	2	3	4	0	3	6	3	2	3	1	0	1	3	0	9	0	0	5	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	18	1	0	1	0	1	2	1	2	2	0	1	1	0	0	2	2	0	0	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	229	13	12	11	15	12	8	11	12	11	13	14	13	11	14	5	14	14	9	9	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	1	0	1	0	1	0	1	1	0	2	0	1	1	2	2	1	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	6	5	2	6	5	1	9	3	6	0	2	2	2	1	4	0	3	10	6	0									
		0.91%	1.26%	1.37%	0.28%	1.43%	1.04%	0.25%	1.58%	0.67%	0.98%	0.00%	0.76%	0.61%	0.54%	0.48%	0.80%	0.00%	1.07%	2.18%	1.81%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	225	17	9	19	8	16	8	27	18	11	23	4	11	9	2	5	9	3	14	6	6									
		2.79%	3.56%	2.47%	2.62%	1.90%	3.32%	1.98%	4.74%	4.01%	1.79%	7.35%	1.52%	3.35%	2.45%	0.96%	1.00%	3.38%	1.07%	3.06%	1.81%	2.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	134	13	9	11	8	11	7	12	15	4	5	3	3	3	1	9	2	2	8	4	4									
		1.66%	2.72%	2.47%	1.52%	1.90%	2.28%	1.73%	2.11%	3.34%	0.65%	1.60%	1.14%	0.91%	0.82%	0.48%	1.80%	0.75%	0.71%	1.75%	1.20%	1.76%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4435	200	184	471	128	153	206	299	177	419	205	205	182	250	146	335	158	213	147	191	166									
		55.09%	41.84%	50.55%	64.88%	30.48%	31.74%	50.86%	52.46%	39.42%	68.13%	65.50%	77.95%	55.49%	68.12%	69.86%	67.13%	59.40%	76.07%	32.10%	57.53%	73.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	1	2	0	2	2	1	2	2	1	0	2	2	5	0	2	2	1	2	3	0									
		0.40%	0.21%	0.55%	0.00%	0.48%	0.41%	0.25%	0.35%	0.45%	0.16%	0.00%	0.76%	0.61%	1.36%	0.00%	0.40%	0.75%	0.36%	0.44%	0.90%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	2	0	1	2	0	0	1	0	0	0	0	0	0	0	1	0	2	1	1	1									
		0.15%	0.42%	0.00%	0.14%	0.48%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.71%	0.22%	0.30%	0.44%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1575	104	62	90	120	98	87	84	135	90	50	29	63	61	40	89	65	50	161	70	27									
		19.56%	21.76%	17.03%	12.40%	28.57%	20.33%	21.48%	14.74%	30.07%	14.63%	15.97%	11.03%	19.21%	16.62%	19.14%	17.84%	24.44%	17.86%	35.15%	21.08%	11.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	3	2	5	0	3	1	1	2	4	3	0	2	6	0	1	0	0	3	0	0									
		0.45%	0.63%	0.55%	0.69%	0.00%	0.62%	0.25%	0.18%	0.45%	0.65%	0.96%	0.00%	0.61%	1.63%	0.00%	0.20%	0.00%	0.00%	0.66%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	64	9	5	8	4	9	3	1	6	3	0	1	0	1	0	4	1	0	4	4	1									
		0.79%	1.88%	1.37%	1.10%	0.95%	1.87%	0.74%	0.18%	1.34%	0.49%	0.00%	0.38%	0.00%	0.27%	0.00%	0.80%	0.38%	0.00%	0.87%	1.20%	0.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	1	1	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0									
		0.11%	0.00%	0.27%	0.14%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	69	2	6	4	10	7	2	3	5	7	6	0	1	1	0	5	1	1	5	1	2									
		0.86%	0.42%	1.65%	0.55%	2.38%	1.45%	0.49%	0.53%	1.11%	1.14%	1.92%	0.00%	0.30%	0.27%	0.00%	1.00%	0.38%	0.36%	1.09%	0.30%	0.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	732	72	51	60	62	88	52	69	32	46	8	6	21	20	12	26	21	0	55	19	12									
