Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Мучкапская  																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781					
1	"Число избирателей, внесенных в списки"	14441	2143	2065	1955	166	454	305	819	206	633	313	101	674	146	289	500	199	335	327	958	314	733	614	126	66					
2	"Число бюллетеней, полученных участковыми комиссиями"	13991	2039	1967	1908	162	435	298	802	205	620	302	95	651	140	285	494	197	328	320	937	297	719	598	125	67					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7471	1111	959	887	101	234	162	485	129	337	149	59	389	75	180	248	112	229	198	490	192	330	306	58	51					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1440	107	116	176	30	96	38	66	14	89	66	15	135	25	31	110	38	20	27	78	33	61	58	11	0					
6	Число погашенных бюллетеней	5080	821	892	845	31	105	98	251	62	194	87	21	127	40	74	136	47	79	95	369	72	328	234	56	16					
7	Число бюллетеней в переносных ящиках для голосования	1440	107	116	176	30	96	38	66	14	89	66	15	135	25	31	110	38	20	27	78	33	61	58	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	7467	1107	958	887	101	234	162	485	129	337	149	59	389	75	180	248	112	229	198	491	192	330	306	58	51					
9	Число недействительных бюллетеней	303	24	30	20	2	22	18	23	10	14	2	4	12	3	10	12	5	16	21	22	3	13	6	6	5					
10	Число действительных бюллетеней	8604	1190	1044	1043	129	308	182	528	133	412	213	70	512	97	201	346	145	233	204	547	222	378	358	63	46					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	20	20	20	5	4	3	5	3	5	5	2	5	3	3	5	3	5	3	5	3	10	6	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	11	11	9	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0					
