Выборы Президента Российской Федерации																																																																										
Дата голосования: 04.03.2012																																																																										
																																																																										
Наименование Избирательной комиссии:    Зианчуринская																																																																										
																																																																										
Сводная таблица итогов голосования																																																																										
																																																																										
	Число участковых избирательных комиссий	63																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	63																																																																								
																																																																										
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963									
1	Число избирателей, включенных в список избирателей	21890	818	124	112	324	305	126	262	70	234	355	83	74	170	230	159	346	365	191	182	197	213	154	1270	1809	671	184	1922	112	515	1006	244	482	107	53	356	170	111	485	676	515	140	577	211	521	177	70	690	90	124	80	143	922	93	69	372	427	40	144	446	222	319	84	147									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	23069	878	130	122	344	322	132	278	71	247	374	83	75	176	231	166	362	373	196	193	203	224	158	1256	1877	696	192	1986	114	534	1058	247	506	108	56	390	180	120	504	796	535	145	668	212	513	185	74	772	91	128	83	152	1046	96	73	397	458	40	164	479	228	335	86	151									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	17171	737	101	109	294	257	100	204	69	135	251	59	52	127	192	140	317	334	165	151	156	175	143	898	1396	446	158	1632	95	392	910	214	353	50	53	236	159	81	413	414	455	118	403	197	384	135	51	535	71	118	75	123	570	82	59	259	291	18	115	344	185	226	71	118									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1647	5	13	0	13	28	14	0	0	5	33	16	4	12	13	0	19	19	23	28	35	30	8	107	37	15	16	75	9	27	40	20	50	9	0	20	11	10	58	150	33	10	120	8	34	5	3	80	13	5	0	10	171	0	9	20	25	7	13	34	11	48	9	7									
6	Число погашенных избирательных бюллетеней	4251	136	16	13	37	37	18	74	2	107	90	8	19	37	26	26	26	20	8	14	12	19	7	251	444	235	18	279	10	115	108	13	103	49	3	134	10	29	33	232	47	17	145	7	95	45	20	157	7	5	8	19	305	14	5	118	142	15	36	101	32	61	6	26									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1647	5	13	0	13	28	14	0	0	5	33	16	4	12	13	0	19	19	23	28	35	30	8	107	37	15	16	75	9	27	40	20	50	9	0	20	11	10	58	150	33	10	120	8	34	5	3	80	13	5	0	10	171	0	9	20	25	7	13	34	11	48	9	7									
8	Число бюллетеней в стационарных ящиках для голосования	17171	737	101	109	294	257	100	204	69	135	251	59	52	127	192	140	317	334	165	151	156	175	143	898	1396	446	158	1632	95	392	910	214	353	50	53	236	159	81	413	414	455	118	403	197	384	135	51	535	71	118	75	123	570	82	59	259	291	18	115	344	185	226	71	118									
9	Число недействительных избирательных бюллетеней	121	0	1	0	2	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	8	13	0	0	19	1	4	11	0	4	0	0	4	1	1	0	4	0	1	4	1	3	0	0	14	3	0	0	0	6	8	0	1	0	0	0	3	0	0	0	0									
10	Число действительных избирательных бюллетеней	18697	742	113	109	305	285	114	204	69	139	283	75	56	138	205	139	336	353	188	179	191	205	151	997	1420	461	174	1688	103	415	939	234	399	59	53	252	169	90	471	560	488	127	519	204	415	140	54	601	81	123	75	133	735	74	68	278	316	25	128	375	196	274	80	125									
11	Число полученных открепительных  удостоверений	386	10	5	3	9	4	2	5	1	3	7	3	2	2	2	3	6	5	0	4	6	5	2	7	37	12	1	33	3	10	20	5	7	0	2	12	3	3	9	8	10	1	10	2	2	3	3	6	0	3	2	5	28	0	0	10	10	1	6	14	0	5	2	2									
