8	Число бюллетеней в стационарных ящиках для голосования	16557	647	89	89	261	233	93	194	174	224	68	63	126	163	137	244	313	145	155	174	139	123	793	814	744	365	145	940	753	90	563	705	176	409	234	147	81	403	510	392	112	398	146	340	99	59	586	62	106	113	657	128	235	370	104	340	177	233	66	108									
9	Число недействительных избирательных бюллетеней	114	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	2	2	0	2	4	0	14	9	1	3	0	11	7	1	7	17	0	2	4	0	0	0	1	0	1	1	0	4	2	0	7	0	0	0	1	0	1	0	0	0	1	0	1	0									
10	Число действительных избирательных бюллетеней	17263	673	89	89	263	255	98	191	176	234	68	63	131	163	136	259	326	159	168	176	150	128	811	832	797	366	148	933	828	89	578	715	183	433	247	154	87	440	543	407	111	429	162	356	107	59	606	65	109	117	707	128	247	403	110	352	181	253	65	110									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																						
13	Бабурин Сергей Николаевич	65	6	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	2	3	0	0	1	2	0	5	6	2	2	0	0	0	1	1	4	1	4	0	1	0	0	5	0	1	1	1	0	0	0	1	1	0	0	0	0									
		0.37%	0.89%	0.00%	0.00%	0.00%	0.78%	0.00%	0.52%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.24%	0.38%	0.00%	0.00%	0.11%	0.24%	0.00%	0.85%	0.82%	1.09%	0.46%	0.00%	0.00%	0.00%	0.23%	0.18%	0.98%	0.89%	0.93%	0.00%	0.28%	0.00%	0.00%	0.82%	0.00%	0.92%	0.85%	0.14%	0.00%	0.00%	0.00%	0.91%	0.28%	0.00%	0.00%	0.00%	0.00%									
14	Грудинин Павел Николаевич	1984	87	10	7	19	19	13	12	44	29	7	3	10	22	3	29	8	5	14	17	12	18	104	122	100	83	5	145	112	4	86	96	11	68	48	14	7	18	91	47	6	35	11	65	9	2	15	3	3	16	98	11	36	11	14	46	12	33	2	7									
		11.42%	12.93%	11.24%	7.87%	7.12%	7.45%	13.27%	6.19%	25.00%	12.39%	10.29%	4.76%	7.63%	13.50%	2.19%	11.20%	2.44%	3.11%	8.33%	9.55%	7.79%	14.06%	12.61%	14.51%	12.53%	22.49%	3.38%	15.36%	13.41%	4.44%	14.70%	13.11%	6.01%	15.63%	19.12%	9.09%	8.05%	4.09%	16.73%	11.55%	5.36%	8.14%	6.79%	18.06%	8.26%	3.39%	2.45%	4.62%	2.75%	13.68%	13.84%	8.59%	14.52%	2.73%	12.73%	13.07%	6.59%	13.04%	3.03%	6.36%									
15	Жириновский Владимир Вольфович	505	21	1	1	6	16	3	8	3	11	0	1	0	5	0	4	3	2	5	3	2	1	35	35	34	17	5	17	35	2	15	15	11	16	8	3	0	16	16	11	0	15	9	8	5	1	14	6	3	0	24	8	9	0	4	3	5	4	0	0									
		2.91%	3.12%	1.12%	1.12%	2.25%	6.27%	3.06%	4.12%	1.70%	4.70%	0.00%	1.59%	0.00%	3.07%	0.00%	1.54%	0.91%	1.24%	2.98%	1.69%	1.30%	0.78%	4.24%	4.16%	4.26%	4.61%	3.38%	1.80%	4.19%	2.22%	2.56%	2.05%	6.01%	3.68%	3.19%	1.95%	0.00%	3.64%	2.94%	2.70%	0.00%	3.49%	5.56%	2.22%	4.59%	1.69%	2.28%	9.23%	2.75%	0.00%	3.39%	6.25%	3.63%	0.00%	3.64%	0.85%	2.75%	1.58%	0.00%	0.00%									
16	Путин Владимир Владимирович	14358	545	76	80	236	216	80	164	127	193	61	59	121	133	130	224	309	152	147	153	135	108	623	646	628	259	137	750	665	81	457	584	152	335	187	137	79	401	416	337	102	366	141	278	88	56	551	56	101	100	580	108	197	392	90	297	154	213	63	102									
		82.63%	80.98%	85.39%	89.89%	88.39%	84.71%	81.63%	84.54%	72.16%	82.48%	89.71%	93.65%	92.37%	81.60%	94.89%	86.49%	94.21%	94.41%	87.50%	85.96%	87.66%	84.38%	75.52%	76.81%	78.70%	70.19%	92.57%	79.45%	79.64%	90.00%	78.12%	79.78%	83.06%	77.01%	74.50%	88.96%	90.80%	91.14%	76.47%	82.80%	91.07%	85.12%	87.04%	77.22%	80.73%	94.92%	89.89%	86.15%	92.66%	85.47%	81.92%	84.38%	79.44%	97.27%	81.82%	84.38%	84.62%	84.19%	95.45%	92.73%									
17	Собчак Ксения Анатольевна	117	4	0	0	1	0	1	3	2	0	0	0	0	1	0	0	1	0	0	3	0	1	10	7	19	1	1	9	2	2	6	5	1	4	2	0	1	1	4	2	1	1	0	2	0	0	3	0	1	0	4	1	0	0	0	2	8	0	0	0									
		0.67%	0.59%	0.00%	0.00%	0.37%	0.00%	1.02%	1.55%	1.14%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.30%	0.00%	0.00%	1.69%	0.00%	0.78%	1.21%	0.83%	2.38%	0.27%	0.68%	0.95%	0.24%	2.22%	1.03%	0.68%	0.55%	0.92%	0.80%	0.00%	1.15%	0.23%	0.74%	0.49%	0.89%	0.23%	0.00%	0.56%	0.00%	0.00%	0.49%	0.00%	0.92%	0.00%	0.56%	0.78%	0.00%	0.00%	0.00%	0.57%	4.40%	0.00%	0.00%	0.00%									
18	Сурайкин Максим Александрович	104	6	1	1	0	0	0	3	0	0	0	0	0	2	3	1	1	0	0	0	1	0	10	5	4	2	0	4	6	0	5	4	3	4	1	0	0	0	12	3	0	4	1	1	4	0	3	0	0	0	0	0	3	0	0	1	2	2	0	1									
		0.60%	0.89%	1.12%	1.12%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	2.19%	0.39%	0.30%	0.00%	0.00%	0.00%	0.65%	0.00%	1.21%	0.59%	0.50%	0.54%	0.00%	0.42%	0.72%	0.00%	0.85%	0.55%	1.64%	0.92%	0.40%	0.00%	0.00%	0.00%	2.21%	0.74%	0.00%	0.93%	0.62%	0.28%	3.67%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	1.21%	0.00%	0.00%	0.28%	1.10%	0.79%	0.00%	0.91%									
19	Титов Борис Юрьевич	61	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	9	4	3	0	3	1	0	3	4	0	2	0	0	0	1	2	2	1	1	0	0	1	0	7	0	0	0	0	0	1	0	0	1	0	1	0	0									
		0.35%	0.00%	1.12%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	1.33%	1.07%	0.50%	0.81%	0.00%	0.32%	0.12%	0.00%	0.51%	0.55%	0.00%	0.46%	0.00%	0.00%	0.00%	0.23%	0.37%	0.49%	0.89%	0.23%	0.00%	0.00%	0.92%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.28%	0.00%	0.40%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	69	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	9	6	5	1	0	4	5	0	1	1	3	2	1	0	0	2	1	1	0	3	0	1	0	0	8	0	0	0	0	0	1	0	1	1	0	0	0	0									
		0.40%	0.59%	0.00%	0.00%	0.00%	0.78%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.60%	0.00%	0.00%	0.00%	1.09%	0.71%	0.63%	0.27%	0.00%	0.42%	0.60%	0.00%	0.17%	0.14%	1.64%	0.46%	0.40%	0.00%	0.00%	0.45%	0.18%	0.25%	0.00%	0.70%	0.00%	0.28%	0.00%	0.00%	1.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.91%	0.28%	0.00%	0.00%	0.00%	0.00%									
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
