Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Ессентукская городская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388					
1	"Число избирателей, внесенных в списки избирателей"	64745	2161	2181	1813	2233	2027	2065	2027	2284	2030	2249	2392	2220	2468	2221	2210	2514	2318	2674	2192	2279	2156	1995	1925	1895	2039	2379	2702	2524	175	67	176	870	55	203	57	308	27	68	7	72	137	105	101	29	68	47					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53900	1700	1850	1500	1850	1600	1600	1700	1850	1600	1800	1850	1850	1850	1700	1800	2000	1850	2150	1700	1800	1700	1550	1550	1550	1600	1850	2200	2000	250	100	200	1000	150	200	200	400	100	300	50	250	200	200	200	200	150	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34484	1099	1088	1018	1226	1148	1082	971	1112	932	1187	1199	1040	1329	1178	1184	1233	1151	1272	1261	1264	1251	1085	1078	973	1139	1251	1416	985	7	67	170	870	55	181	57	308	27	68	7	69	134	68	100	29	68	47					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1835	62	100	41	39	44	51	83	74	68	51	45	64	50	50	26	73	98	99	40	44	47	38	45	93	50	82	77	33	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	17580	539	662	441	585	408	467	646	664	600	562	606	746	471	472	590	694	601	778	399	492	402	427	427	484	411	517	707	982	75	33	30	130	95	19	143	92	73	232	43	181	66	132	100	171	82	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1835	62	100	41	39	44	51	83	74	68	51	45	64	50	50	26	73	98	99	40	44	47	38	45	93	50	82	77	33	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34454	1099	1088	1018	1226	1148	1062	971	1112	932	1186	1199	1040	1329	1172	1184	1233	1151	1270	1260	1264	1251	1085	1078	973	1139	1251	1416	985	7	67	170	870	55	181	57	308	27	68	7	69	134	68	100	29	68	47					
9	Число недействительных избирательных бюллетеней	274	15	8	4	3	13	10	6	7	7	9	11	4	14	8	5	14	11	6	9	14	11	8	14	7	10	8	7	18	2	0	0	3	2	1	0	0	0	0	0	0	0	2	1	0	2	0					
10	Число действительных избирательных бюллетеней	36015	1146	1180	1055	1262	1179	1103	1048	1179	993	1228	1233	1100	1365	1214	1205	1292	1238	1363	1291	1294	1287	1115	1109	1059	1179	1325	1486	1000	173	67	170	867	53	180	57	308	27	68	7	69	134	66	99	29	66	47					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	605	30	20	20	30	20	20	20	20	20	25	30	20	25	20	20	20	20	20	20	25	20	20	20	20	20	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	432	26	15	12	22	18	8	8	13	14	22	22	15	21	18	14	10	15	19	17	22	13	7	18	13	12	16	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
