Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Хангаласская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671					
1	"Число избирателей, внесенных в список"	19881	259	276	220	599	154	246	159	538	895	88	1022	56	2394	1354	276	761	1797	2628	425	1341	519	397	1087	434	159	463	503	156	462	213					
2	Число полученных избирательных бюллетеней	20200	265	295	245	680	165	265	165	590	950	95	1000	65	2250	1350	270	690	1700	2600	415	1400	525	415	1240	460	175	510	560	190	450	220					
3	"Число избирательных бюллетеней, выданных  досрочно"	56	0	0	0	3	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	9	12	6	0	0	0	5	12	0	0	1					
4	"Число избирательных бюллетеней, выданных в день голосования"	15416	222	252	214	524	145	221	146	474	752	86	745	54	1786	884	217	519	1140	1783	338	1158	445	333	870	365	152	419	443	147	401	181					
5	"Число избирательных бюллетеней, выданных вне помещения"	1134	35	24	6	33	9	25	3	41	97	2	72	0	72	81	18	37	65	125	39	75	36	38	52	50	5	17	16	9	37	15					
6	Число погашенных избирательных бюллетеней	3594	8	19	25	120	11	19	13	70	101	7	183	11	392	385	35	134	495	692	38	158	32	38	318	45	18	69	89	34	12	23					
7	Число избирательных бюллетеней в переносных ящиках	1190	35	24	6	36	9	25	6	46	97	2	72	0	72	81	18	37	65	125	39	84	48	44	52	50	5	22	28	9	37	16					
8	Число бюллетеней в стационарных ящиках для голосования	15416	222	252	214	524	145	221	146	474	752	86	745	54	1786	884	217	519	1140	1783	338	1158	445	333	870	365	152	419	443	147	401	181					
9	Число недействительных избирательных бюллетеней	226	1	3	0	6	2	6	1	8	13	2	17	0	10	21	6	8	16	16	0	33	6	9	14	9	2	3	5	3	4	2					
10	Число действительных избирательных бюллетеней	16380	256	273	220	554	152	240	151	512	836	86	800	54	1848	944	229	548	1189	1892	377	1209	487	368	908	406	155	438	466	153	434	195					
11	Число полученных открепительных  удостоверений	841	20	20	25	50	20	20	20	30	75	5	45	5	30	25	5	13	30	100	18	30	25	15	50	25	15	45	28	12	25	15					
12	Число выданных открепительных удостоверений	675	7	18	19	49	13	15	2	24	72	5	34	5	29	13	3	10	28	72	16	30	25	14	34	16	12	43	28	12	18	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	376	7	4	3	7	7	6	2	5	22	5	7	1	21	30	5	5	37	89	2	17	7	19	21	11	7	6	6	1	12	4					
14	Число неиспользованных открепительных удостоверений	166	13	2	6	1	7	5	18	6	3	0	11	0	1	12	2	3	2	28	2	0	0	1	16	9	3	2	0	0	7	6					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	540	1	4	7	25	4	5	1	7	28	0	18	0	53	27	10	17	41	60	11	80	22	7	30	16	2	23	22	5	8	6					
		3.25%	0.39%	1.45%	3.18%	4.46%	2.60%	2.03%	0.66%	1.35%	3.30%	0.00%	2.20%	0.00%	2.85%	2.80%	4.26%	3.06%	3.40%	3.14%	2.92%	6.44%	4.46%	1.86%	3.25%	3.86%	1.27%	5.22%	4.67%	3.21%	1.83%	3.05%					
