Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Октябрьская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725					
1	"Число избирателей, внесенных в списки"	26200	2797	2986	3041	503	743	202	612	1001	231	503	568	412	166	795	269	665	166	1929	1752	382	171	985	239	890	1749	2239	204					
2	"Число бюллетеней, полученных участковыми комиссиями"	26000	2800	2950	3000	500	750	200	600	870	250	500	600	460	200	850	300	700	200	1650	1600	400	200	820	250	950	1700	2300	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	132	0	0	16	0	0	0	0	0	0	64	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12621	1237	1194	1148	337	339	136	281	661	134	240	312	252	69	342	146	325	113	1268	770	183	116	640	136	344	691	1040	167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	692	43	74	31	29	13	5	22	60	10	23	21	9	19	47	6	28	7	12	31	0	0	64	16	0	45	40	37					
6	Число погашенных бюллетеней	12558	1522	1682	1805	135	398	59	297	149	106	173	215	199	112	461	148	347	80	370	799	217	84	116	98	606	964	1220	196					
7	Число бюллетеней в переносных ящиках для голосования	824	43	74	47	29	13	5	22	60	10	87	73	9	19	47	6	28	7	12	31	0	0	64	16	0	45	40	37					
8	Число бюллетеней в стационарных ящиках для голосования	12610	1234	1194	1148	337	339	136	281	661	133	240	312	252	69	342	146	325	111	1266	770	183	116	640	136	344	691	1037	167					
9	Число недействительных бюллетеней	212	21	8	6	29	4	6	6	13	5	1	7	11	4	7	3	4	0	3	0	9	1	35	4	6	9	7	3					
10	Число действительных бюллетеней	13222	1256	1260	1189	337	348	135	297	708	138	326	378	250	84	382	149	349	118	1275	801	174	115	669	148	338	727	1070	201					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	34	34	34	0	20	5	12	18	5	10	10	10	5	12	6	12	5	20	20	10	5	20	5	20	26	30	12					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	10	3	3	0	0	0	7	12	0	0	8	0	0	0	1	0	0	2	4	0	0	12	0	4	2	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	7	8	1	0	0	2	1	4	0	0	0	1	0	0	2	1	0	3	2	2	0	3	0	2	0	3	3					
14	Число погашенных открепительных удостоверений	327	24	31	31	0	20	5	5	6	5	10	2	10	5	12	5	12	5	18	16	10	5	8	5	16	24	26	11					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	223	9	22	7	9	9	4	3	21	3	12	5	9	2	15	2	5	1	30	7	2	1	17	5	5	3	9	6					
		1.65%	0.70%	1.73%	0.58%	2.45%	2.55%	2.83%	0.99%	2.91%	2.09%	3.66%	1.29%	3.44%	2.27%	3.85%	1.31%	1.41%	0.84%	2.34%	0.87%	1.09%	0.86%	2.41%	3.28%	1.45%	0.40%	0.83%	2.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	322	45	47	39	5	4	3	9	16	2	4	10	2	0	7	4	1	1	45	12	1	4	21	4	4	9	20	3					
		2.39%	3.52%	3.70%	3.26%	1.36%	1.13%	2.12%	2.97%	2.21%	1.39%	1.22%	2.59%	0.76%	0.0%	1.79%	2.63%	0.28%	0.84%	3.52%	1.49%	0.54%	3.44%	2.98%	2.63%	1.16%	1.22%	1.85%	1.47%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	245	20	27	15	13	4	2	8	11	3	2	3	7	1	7	2	3	4	16	15	4	2	2	2	9	22	29	12					
		1.82%	1.56%	2.12%	1.25%	3.55%	1.13%	1.41%	2.64%	1.52%	2.09%	0.61%	0.77%	2.68%	1.13%	1.79%	1.31%	0.84%	3.38%	1.25%	1.87%	2.18%	1.72%	0.28%	1.31%	2.61%	2.98%	2.69%	5.88%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	345	35	33	40	4	10	5	7	7	1	4	7	2	2	6	5	7	3	43	16	4	6	14	0	11	28	39	6					
		2.56%	2.74%	2.60%	3.34%	1.09%	2.84%	3.54%	2.31%	0.97%	0.69%	1.22%	1.81%	0.76%	2.27%	1.54%	3.28%	1.98%	2.54%	3.36%	1.99%	2.18%	5.17%	1.98%	0.0%	3.19%	3.80%	3.62%	2.94%					
22	"5. ""За Русь Святую"""	51	7	0	2	5	0	0	2	0	1	3	0	1	1	4	1	0	1	6	1	2	0	5	0	0	4	3	2					
		0.37%	0.54%	0.0%	0.16%	1.36%	0.0%	0.0%	0.66%	0.0%	0.69%	0.91%	0.0%	0.38%	1.13%	1.02%	0.65%	0.0%	0.84%	0.46%	0.12%	1.09%	0.0%	0.71%	0.0%	0.0%	0.54%	0.27%	0.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	4	4	8	3	0	3	1	6	1	1	1	0	1	2	0	1	1	3	3	0	0	5	1	0	0	2	0					
		0.37%	0.31%	0.31%	0.66%	0.81%	0.0%	2.12%	0.33%	0.83%	0.69%	0.30%	0.25%	0.0%	1.13%	0.51%	0.0%	0.28%	0.84%	0.23%	0.37%	0.0%	0.0%	0.71%	0.65%	0.0%	0.0%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	97	10	12	8	1	2	2	1	7	1	3	3	0	0	3	3	0	0	13	8	0	0	9	0	3	5	2	1					
		0.72%	0.78%	0.94%	0.66%	0.27%	0.56%	1.41%	0.33%	0.97%	0.69%	0.91%	0.77%	0.0%	0.0%	0.77%	1.97%	0.0%	0.0%	1.01%	0.99%	0.0%	0.0%	1.27%	0.0%	0.87%	0.67%	0.18%	0.49%					
25	"8. ""Народно-республиканская партия России"""	29	0	4	4	2	0	0	1	0	0	1	1	1	0	0	0	0	1	2	1	3	1	1	1	1	4	0	0					
		0.21%	0.0%	0.31%	0.33%	0.54%	0.0%	0.0%	0.33%	0.0%	0.0%	0.30%	0.25%	0.38%	0.0%	0.0%	0.0%	0.0%	0.84%	0.15%	0.12%	1.63%	0.86%	0.14%	0.65%	0.29%	0.54%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	3	2	0	0	0	0	1	2	1	2	1	0	0	0	0	1	0	10	3	0	0	3	0	1	1	1	1					
		0.24%	0.23%	0.15%	0.0%	0.0%	0.0%	0.0%	0.33%	0.27%	0.69%	0.61%	0.25%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.78%	0.37%	0.0%	0.0%	0.42%	0.0%	0.29%	0.13%	0.09%	0.49%					
27	"10. ""Аграрная партия России"""	426	39	49	26	19	15	11	8	11	6	14	34	13	1	17	8	24	7	16	27	3	7	9	1	9	22	19	11					
		3.17%	3.05%	3.86%	2.17%	5.19%	4.26%	7.80%	2.64%	1.52%	4.19%	4.28%	8.83%	4.98%	1.13%	4.37%	5.26%	6.79%	5.93%	1.25%	3.37%	1.63%	6.03%	1.27%	0.65%	2.61%	2.98%	1.76%	5.39%					
28	"11. ""Истинные патриоты России"""	8	2	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0					
		0.05%	0.15%	0.0%	0.16%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	77	5	3	5	1	2	0	1	3	1	3	8	3	1	7	0	1	0	6	9	1	0	4	0	1	2	6	4					
		0.57%	0.39%	0.23%	0.41%	0.27%	0.56%	0.0%	0.33%	0.41%	0.69%	0.91%	2.07%	1.14%	1.13%	1.79%	0.0%	0.28%	0.0%	0.46%	1.12%	0.54%	0.0%	0.56%	0.0%	0.29%	0.27%	0.55%	1.96%					
30	"13. ""Демократическая партия России"""	52	3	0	2	4	2	0	1	5	0	2	0	2	0	3	2	2	0	4	4	0	0	5	1	1	2	5	2					
		0.38%	0.23%	0.0%	0.16%	1.09%	0.56%	0.0%	0.33%	0.69%	0.0%	0.61%	0.0%	0.76%	0.0%	0.77%	1.31%	0.56%	0.0%	0.31%	0.49%	0.0%	0.0%	0.71%	0.65%	0.29%	0.27%	0.46%	0.98%					
31	"14. ""Великая Россия - Евразийский Союз"""	33	5	4	1	2	0	1	0	1	0	2	2	3	0	1	0	1	1	1	2	0	0	2	0	0	3	0	1					
		0.24%	0.39%	0.31%	0.08%	0.54%	0.0%	0.70%	0.0%	0.13%	0.0%	0.61%	0.51%	1.14%	0.0%	0.25%	0.0%	0.28%	0.84%	0.07%	0.24%	0.0%	0.0%	0.28%	0.0%	0.0%	0.40%	0.0%	0.49%					
32	"15. ""Партия СЛОН"""	18	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	1	1	1	0	2	0	0					
