Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Орел, Заводская"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794					
1	"Число избирателей, внесенных в списки"	83898	1312	1043	1925	1870	2303	2265	1498	960	869	876	1978	2148	2587	2175	2480	2410	1578	2587	1908	2644	1881	1140	2158	2164	1701	1860	1968	1120	2041	2551	1929	2269	2511	1449	2482	1883	2068	2232	805	1433	1346	1630	1638	2710	1513					
2	"Число бюллетеней, полученных участковыми комиссиями"	88050	1353	1072	2005	2034	2418	2377	1550	993	921	909	2135	1884	2640	2283	2559	2441	1623	2828	1972	2716	1938	1234	2255	2300	1798	1971	2034	1208	2116	2870	2017	2362	2622	1623	2500	1993	2197	2488	916	1479	1410	1736	1749	2860	1661					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	50633	795	523	1295	1101	1557	1553	883	523	442	518	1237	1450	1973	1190	1443	1422	887	1607	1021	1349	905	600	1163	1335	1152	1146	1267	625	1310	1787	1246	1213	1554	909	1662	1185	1284	1303	415	679	895	860	852	1529	988					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2502	52	42	58	112	43	36	43	30	74	32	55	68	51	74	65	19	47	31	62	63	99	40	65	52	78	79	58	44	40	36	19	45	23	44	97	22	30	65	63	12	20	131	125	103	55					
6	Число погашенных бюллетеней	34915	506	507	652	821	818	788	624	440	405	359	843	366	616	1019	1051	1000	689	1190	889	1304	934	594	1027	913	568	746	709	539	766	1047	752	1104	1045	670	741	786	883	1120	438	788	495	745	772	1228	618					
7	Число бюллетеней в переносных ящиках для голосования	2502	52	42	58	112	43	36	43	30	74	32	55	68	51	74	65	19	47	31	62	63	99	40	65	52	78	79	58	44	40	36	19	45	23	44	97	22	30	65	63	12	20	131	125	103	55					
8	Число бюллетеней в стационарных ящиках для голосования	50534	795	523	1295	1101	1557	1553	883	522	442	518	1237	1450	1973	1190	1378	1422	886	1603	1018	1348	905	600	1162	1334	1152	1146	1267	624	1310	1787	1243	1213	1553	909	1660	1182	1279	1299	415	677	894	860	852	1529	988					
9	Число недействительных бюллетеней	460	7	4	16	12	1	17	8	7	7	6	14	14	14	13	14	10	10	7	17	17	26	6	16	5	5	17	16	4	6	7	2	8	20	6	13	12	5	7	5	6	12	9	11	12	9					
10	Число действительных бюллетеней	52576	840	561	1337	1201	1599	1572	918	545	509	544	1278	1504	2010	1251	1429	1431	923	1627	1063	1394	978	634	1211	1381	1225	1208	1309	664	1344	1816	1260	1250	1556	947	1744	1192	1304	1357	473	683	902	982	966	1620	1034					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1790	30	20	30	30	40	40	20	20	20	20	40	40	390	40	40	50	20	50	30	40	30	20	40	40	30	40	30	20	40	40	30	25	40	30	40	25	35	35	20	20	20	30	30	40	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	988	16	10	24	16	26	32	18	9	14	8	23	40	48	27	38	35	17	34	13	25	10	15	22	21	18	28	28	10	37	35	21	21	39	21	21	24	33	31	5	9	7	14	7	26	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	848	22	14	14	36	16	16	15	27	31	12	15	22	69	15	18	23	10	12	13	12	44	14	9	17	3	11	14	16	18	15	12	14	9	19	24	13	14	94	16	13	4	13	3	15	12					
14	Число погашенных открепительных удостоверений	802	14	10	6	14	14	8	2	11	6	12	17	0	342	13	2	15	3	16	17	15	20	5	18	19	12	12	2	10	3	5	9	4	1	9	19	1	2	4	15	11	13	16	23	14	18					
15	Число открепительных удостоверений выданных ТИК	11	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	288	4	3	9	5	10	8	5	0	8	2	9	24	10	6	7	5	4	11	11	11	11	1	6	6	9	3	4	4	2	3	4	7	2	8	7	8	7	5	1	5	10	6	3	10	4					
