Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Карпинская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №2619					
1	"Число избирателей, внесенных в список избирателей"	25766	2363	2192	122	2139	820	59	2606	1926	2045	1430	1395	2345	2002	1285	756	195	133	434	746	773					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25400	2300	2100	150	2050	800	50	2500	1850	2050	1400	1350	2350	2150	1250	650	200	150	500	650	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12618	1044	1053	59	948	407	50	1356	1007	1142	753	611	1253	1050	449	241	81	70	202	253	589					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	998	59	44	42	52	84	0	82	30	71	38	49	57	47	97	20	5	6	48	40	127					
6	Число погашенных избирательных бюллетеней	11784	1197	1003	49	1050	309	0	1062	813	837	609	690	1040	1053	704	389	114	74	250	357	184					
7	Число избирательных бюллетеней в переносных ящиках для голосования	998	59	44	42	52	84	0	82	30	71	38	49	57	47	97	20	5	6	48	40	127					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12618	1044	1053	59	948	407	50	1356	1007	1142	753	611	1253	1050	449	241	81	70	202	253	589					
9	Число недействительных избирательных бюллетеней	269	26	25	4	19	5	0	20	27	32	22	10	28	13	6	7	5	1	4	5	10					
10	Число действительных избирательных бюллетеней	13347	1077	1072	97	981	486	50	1418	1010	1181	769	650	1282	1084	540	254	81	75	246	288	706					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	432	30	40	0	25	10	10	40	20	42	25	20	40	33	22	3	4	4	10	10	44					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	339	25	27	0	21	7	1	24	17	38	23	17	33	30	19	2	4	0	10	5	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	297	21	11	4	17	41	8	19	21	14	12	11	22	24	22	12	3	2	11	12	10					
14	Число погашенных неиспользованных открепительных удостоверений	93	5	13	0	4	3	9	16	3	4	2	3	7	3	3	1	0	4	0	5	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	66	3	9	0	7	0	0	8	0	7	2	1	13	3	0	4	1	0	0	3	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3153	223	257	31	263	52	12	349	278	358	191	160	362	278	105	62	16	12	40	57	47					
		23.16%	20.22%	23.43%	30.69%	26.30%	10.59%	24.00%	24.27%	26.81%	29.51%	24.15%	24.24%	27.63%	25.34%	19.23%	23.75%	18.60%	15.79%	16.00%	19.45%	6.56%					
