Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Иркутская городская №3																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
1	"Число избирателей, внесенных в списки"	76968	1974	1138	1184	2261	2214	1745	1161	1975	1584	1972	2017	1192	1367	1287	1158	1537	2414	1643	1955	2173	2163	1743	1288	2017	1778	1505	2059	2319	1104	1570	710	1199	872	1435	2913	1580	880	1330	879	908	712	1820	1431	2747	2733	1252	2070					
2	"Число бюллетеней, полученных участковыми комиссиями"	73150	1700	1000	2100	2000	2000	1600	1100	1800	1500	1800	1900	1000	1300	1200	1100	1500	2300	1600	1800	2100	2100	1700	1300	1900	1700	1300	1900	2100	1000	1400	650	1100	800	1300	2600	1500	800	1200	800	800	700	1800	1300	2600	2700	1500	2200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33745	949	566	1144	1019	1263	891	601	799	846	859	1122	493	566	413	452	865	1116	770	873	817	966	715	369	682	571	719	617	785	311	489	277	409	236	650	866	393	195	349	248	292	252	836	639	1402	1297	796	1960					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1921	85	23	40	171	66	48	57	59	29	29	41	112	22	42	19	25	27	72	27	54	25	13	25	33	40	32	78	90	10	41	8	22	2	5	184	21	55	16	12	10	8	15	10	6	14	98	0					
6	Число погашенных бюллетеней	37484	666	411	916	810	671	661	442	942	625	912	737	395	712	745	629	610	1157	758	900	1229	1109	972	906	1185	1089	549	1205	1225	679	870	365	669	562	645	1550	1086	550	835	540	498	440	949	651	1192	1389	606	240					
7	Число бюллетеней в переносных ящиках для голосования	1921	85	23	40	171	66	48	57	59	29	29	41	112	22	42	19	25	27	72	27	54	25	13	25	33	40	32	78	90	10	41	8	22	2	5	184	21	55	16	12	10	8	15	10	6	14	98	0					
8	Число бюллетеней в стационарных ящиках для голосования	33704	949	566	1144	1018	1262	891	601	799	846	845	1122	493	565	412	451	865	1115	769	873	817	965	714	369	682	571	718	617	785	311	488	277	409	235	650	866	393	195	349	248	292	252	836	639	1402	1283	796	1959					
9	Число недействительных бюллетеней	409	6	5	2	11	6	4	2	14	2	5	14	4	4	0	4	8	6	4	17	5	8	7	2	6	8	32	11	11	9	11	1	11	4	12	15	4	5	5	5	6	4	8	3	2	9	2	85					
10	Число действительных бюллетеней	35216	1028	584	1182	1178	1322	935	656	844	873	869	1149	601	583	454	466	882	1136	837	883	866	982	720	392	709	603	718	684	864	312	518	284	420	233	643	1035	410	245	360	255	296	256	843	646	1406	1288	892	1874					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1250	30	20	30	60	30	30	20	30	25	30	30	20	20	20	20	25	30	25	30	30	30	25	20	30	25	20	30	30	20	25	10	20	10	20	35	25	10	20	10	10	10	25	25	70	60	75	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	517	12	10	19	28	13	5	5	10	12	16	13	7	5	10	7	16	20	10	7	9	16	6	3	1	4	15	8	5	3	11	4	4	3	0	12	4	1	7	0	0	5	11	8	50	42	60	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	470	11	13	8	29	20	8	19	16	4	11	3	37	7	4	19	18	8	7	7	3	5	9	2	8	5	8	2	8	3	9	7	4	5	3	11	4	10	12	1	5	2	3	6	3	5	32	46					
14	Число погашенных открепительных удостоверений	733	18	10	11	32	17	25	15	20	13	14	17	13	15	10	13	9	10	15	23	21	14	19	17	29	21	5	22	25	17	14	6	16	7	20	23	21	9	13	10	10	5	14	17	20	18	15	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
18	"1. ""ЕДИНЕНИЕ"""	361	15	5	15	12	8	4	2	8	4	7	8	1	5	4	7	9	7	7	5	5	3	3	3	6	3	6	0	4	5	4	0	6	8	6	10	8	9	7	2	4	3	6	4	19	7	17	70					
		1.01%	1.45%	0.84%	1.26%	1.00%	0.60%	0.42%	0.30%	0.93%	0.45%	0.80%	0.68%	0.16%	0.85%	0.88%	1.48%	1.01%	0.61%	0.83%	0.55%	0.57%	0.30%	0.41%	0.76%	0.83%	0.49%	0.8%	0.0%	0.45%	1.55%	0.75%	0.0%	1.39%	3.37%	0.91%	0.95%	1.93%	3.6%	1.91%	0.76%	1.32%	1.15%	0.70%	0.61%	1.34%	0.53%	1.90%	3.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2096	92	50	106	105	107	104	43	54	69	56	76	41	41	31	39	46	68	77	55	48	60	31	9	28	35	44	22	37	17	20	11	17	11	33	39	12	6	15	4	12	4	36	26	61	78	27	93					
		5.88%	8.89%	8.48%	8.95%	8.83%	8.05%	11.07%	6.53%	6.29%	7.88%	6.40%	6.53%	6.77%	6.98%	6.82%	8.29%	5.16%	5.95%	9.15%	6.11%	5.51%	6.06%	4.26%	2.28%	3.91%	5.72%	5.86%	3.16%	4.22%	5.29%	3.78%	3.85%	3.94%	4.64%	5.03%	3.71%	2.89%	2.4%	4.10%	1.53%	3.97%	1.53%	4.23%	4.00%	4.33%	6.01%	3.02%	4.74%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1043	19	16	31	36	33	18	16	27	36	33	35	24	19	5	10	17	26	26	25	29	34	26	25	21	23	25	32	33	5	17	14	16	10	23	29	11	10	18	11	8	6	20	21	31	19	14	60					
		2.92%	1.83%	2.71%	2.61%	3.02%	2.48%	1.91%	2.43%	3.14%	4.11%	3.77%	3.00%	3.96%	3.23%	1.10%	2.12%	1.91%	2.27%	3.09%	2.77%	3.32%	3.43%	3.57%	6.34%	2.93%	3.76%	3.33%	4.60%	3.77%	1.55%	3.21%	4.91%	3.71%	4.21%	3.51%	2.76%	2.65%	4.0%	4.93%	4.23%	2.64%	2.30%	2.35%	3.23%	2.20%	1.46%	1.56%	3.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3231	118	62	167	154	223	120	73	89	111	111	138	60	55	39	29	95	115	109	62	95	109	55	19	61	45	40	34	65	23	21	13	24	14	54	50	22	15	20	20	30	15	81	76	98	116	21	65					
		9.06%	11.41%	10.52%	14.10%	12.95%	16.79%	12.77%	11.09%	10.37%	12.68%	12.70%	11.86%	9.91%	9.36%	8.59%	6.17%	10.67%	10.07%	12.96%	6.88%	10.90%	11.01%	7.56%	4.82%	8.53%	7.36%	5.33%	4.89%	7.42%	7.16%	3.96%	4.56%	5.56%	5.90%	8.24%	4.76%	5.31%	6.0%	5.47%	7.69%	9.93%	5.76%	9.51%	11.71%	6.96%	8.94%	2.34%	3.31%					
22	"5. ""За Русь Святую"""	216	9	3	3	11	4	3	4	2	0	7	4	0	1	3	2	2	6	3	3	3	5	5	2	5	2	7	0	3	1	4	1	1	0	3	3	3	0	6	1	1	2	6	5	16	15	3	43					
		0.60%	0.87%	0.50%	0.25%	0.92%	0.30%	0.31%	0.60%	0.23%	0.0%	0.80%	0.34%	0.0%	0.17%	0.66%	0.42%	0.22%	0.52%	0.35%	0.33%	0.34%	0.50%	0.68%	0.50%	0.69%	0.32%	0.93%	0.0%	0.34%	0.31%	0.75%	0.35%	0.23%	0.0%	0.45%	0.28%	0.72%	0.0%	1.64%	0.38%	0.33%	0.76%	0.70%	0.77%	1.13%	1.15%	0.33%	2.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	97	3	0	2	2	0	5	4	2	0	0	3	2	1	2	1	2	2	1	3	3	3	0	1	0	0	2	2	2	0	3	1	1	1	6	3	0	1	0	0	1	1	1	0	2	3	3	22					
		0.27%	0.29%	0.0%	0.16%	0.16%	0.0%	0.53%	0.60%	0.23%	0.0%	0.0%	0.25%	0.33%	0.17%	0.44%	0.21%	0.22%	0.17%	0.11%	0.33%	0.34%	0.30%	0.0%	0.25%	0.0%	0.0%	0.26%	0.28%	0.22%	0.0%	0.56%	0.35%	0.23%	0.42%	0.91%	0.28%	0.0%	0.4%	0.0%	0.0%	0.33%	0.38%	0.11%	0.0%	0.14%	0.23%	0.33%	1.12%					
24	"7. ""Новый курс - Автомобильная Россия"""	350	9	4	10	11	10	8	9	12	8	8	11	7	2	2	2	2	11	3	6	10	10	4	2	5	5	9	2	12	1	5	5	6	2	6	13	3	2	7	3	3	3	8	6	15	14	17	37					
