Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Иркутская городская № 1																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
1	"Число избирателей, внесенных в списки избирателей"	109171	1975	1878	1900	1151	1771	1947	1464	1739	2429	1517	1562	1566	1638	1666	1607	1363	2231	2038	1104	2473	1640	568	1993	2794	1856	1518	2412	2155	1048	1609	2263	2487	2070	1306	1899	1968	1663	1676	1465	2314	1776	2670	2657	1903	1815	2121	1705	1856	1846	2102	1925	2213	428	2244	1342	1573	1583	1297	1736	1174	984	498					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	104700	1900	1800	1900	1100	1700	1900	1400	1700	2400	1500	1400	1500	1600	1600	1300	1300	2100	2000	1100	2400	1500	500	1900	2700	1700	1500	2400	2000	1000	1500	2200	2400	2000	1200	1900	1900	1600	1600	1400	2300	1800	2600	2600	1900	1800	2000	1600	1500	1800	2000	2000	2200	350	2200	1200	1500	1500	1200	1700	1100	900	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	54783	1126	1050	1225	615	1016	1185	889	1136	1473	892	820	953	987	916	731	787	1317	1336	576	1247	790	280	727	1352	970	774	1344	1181	446	637	958	1066	993	597	707	1050	748	825	699	1109	873	1218	1258	901	961	1152	714	712	848	1025	953	1145	195	1152	548	698	733	558	561	445	370	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2528	26	35	15	39	69	17	36	30	22	34	57	20	17	36	202	19	82	6	24	15	21	24	21	42	127	18	39	20	26	31	35	52	42	15	33	12	51	32	36	35	14	20	26	23	18	12	185	238	8	31	38	16	12	32	91	36	25	35	52	74	19	10					
6	Число погашенных избирательных бюллетеней	47389	748	715	660	446	615	698	475	534	905	574	523	527	596	648	367	494	701	658	500	1138	689	196	1152	1306	603	708	1017	799	528	832	1207	1282	965	588	1160	838	801	743	665	1156	913	1362	1316	976	821	836	701	550	944	944	1009	1039	143	1016	561	766	742	607	1087	581	511	207					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2528	26	35	15	39	69	17	36	30	22	34	57	20	17	36	202	19	82	6	24	15	21	24	21	42	127	18	39	20	26	31	35	52	42	15	33	12	51	32	36	35	14	20	26	23	18	12	185	238	8	31	38	16	12	32	91	36	25	35	52	74	19	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	54764	1126	1048	1224	615	1014	1182	889	1134	1473	892	820	953	987	916	731	787	1317	1336	576	1247	789	280	727	1352	970	774	1344	1181	446	637	958	1066	993	597	705	1050	748	825	699	1109	873	1216	1258	901	961	1152	712	712	848	1025	951	1145	195	1152	548	698	733	558	561	445	370	233					
9	Число недействительных избирательных бюллетеней	642	12	16	11	6	15	13	17	14	33	16	6	13	12	11	11	15	19	18	10	5	7	6	5	15	16	7	11	28	6	8	11	12	8	7	3	12	10	11	8	15	10	6	16	6	14	7	11	8	13	11	7	9	3	13	5	5	8	1	5	4	0	1					
10	Число действительных избирательных бюллетеней	56650	1140	1067	1228	648	1068	1186	908	1150	1462	910	871	960	992	941	922	791	1380	1324	590	1257	803	298	743	1379	1081	785	1372	1173	466	660	982	1106	1027	605	735	1050	789	846	727	1129	877	1230	1268	918	965	1157	886	942	843	1045	982	1152	204	1171	634	729	750	592	608	515	389	242					
