Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    район Печатники																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №3315	УИК №3316	УИК №3317					
1	"Число избирателей, внесенных в список избирателей"	55881	2910	2344	2480	1639	2395	2944	2446	2318	2386	2797	2530	1593	2014	2838	2892	2115	2889	2768	1650	1629	1714	2942	2527	248	71	802					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49000	2500	2000	2000	1500	2000	2500	2000	2000	2000	2500	2000	1500	2000	2500	2500	2000	2500	2500	1500	1500	1500	2500	2000	350	150	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29599	1444	1172	1358	968	1300	1562	1096	1125	1091	1309	1371	1004	1148	1259	1643	1096	1341	1600	849	962	971	1436	1373	248	71	802					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	710	21	38	35	26	49	19	32	34	30	9	40	32	61	17	13	18	31	33	37	21	20	35	59	0	0	0					
6	Число погашенных избирательных бюллетеней	18691	1035	790	607	506	651	919	872	841	879	1182	589	464	791	1224	844	886	1128	867	614	517	509	1029	568	102	79	198					
7	Число избирательных бюллетеней в переносных ящиках для голосования	710	21	38	35	26	49	19	32	34	30	9	40	32	61	17	13	18	31	33	37	21	20	35	59	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29440	1444	1141	1358	939	1300	1562	1094	1123	1091	1309	1368	998	1148	1243	1615	1096	1341	1600	839	949	971	1417	1373	248	71	802					
9	Число недействительных избирательных бюллетеней	674	28	21	23	10	49	34	20	19	22	21	28	54	19	16	27	22	18	24	12	54	24	21	30	12	1	65					
10	Число действительных избирательных бюллетеней	29476	1437	1158	1370	955	1300	1547	1106	1138	1099	1297	1380	976	1190	1244	1601	1092	1354	1609	864	916	967	1431	1402	236	70	737					
