Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    район Печатники																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №3222	УИК №3223	УИК №3224					
1	"Число избирателей, внесенных в списки избирателей"	54242	734	2414	2563	1714	2465	2888	2416	2361	2205	2926	2889	1381	1603	3022	2961	2487	2706	2863	2221	1074	1747	3027	2692	188	59	636					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44800	500	2000	2000	1400	2000	2300	2000	2000	2000	2300	2300	1100	1400	2300	2400	2000	2200	2300	2000	1000	1500	2500	2000	300	100	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28030	408	1167	1345	889	1223	1356	1229	1217	1125	1525	1410	769	963	1527	1526	1251	1278	1367	1054	537	1099	1560	1322	188	59	636					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	746	1	64	45	26	49	28	40	28	43	21	49	19	20	9	11	23	30	29	46	37	23	46	59	0	0	0					
6	Число погашенных избирательных бюллетеней	16024	91	769	610	485	728	916	731	755	832	754	841	312	417	764	863	726	892	904	900	426	378	894	619	112	41	264					
7	Число избирательных бюллетеней в переносных ящиках для голосования	746	1	64	45	26	49	28	40	28	43	21	49	19	20	9	11	23	30	29	46	37	23	46	59	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27918	408	1167	1343	889	1223	1326	1225	1213	1125	1523	1406	767	963	1527	1523	1251	1260	1354	1054	536	1076	1554	1322	188	59	636					
9	Число недействительных избирательных бюллетеней	424	3	19	23	15	17	23	18	17	19	16	17	15	13	19	27	22	19	20	19	4	13	22	22	2	0	20					
10	Число действительных избирательных бюллетеней	28240	406	1212	1365	900	1255	1331	1247	1224	1149	1528	1438	771	970	1517	1507	1252	1271	1363	1081	569	1086	1578	1359	186	59	616					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1199	17	56	58	40	57	65	55	59	50	57	63	35	39	60	62	58	60	65	52	26	40	65	60	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	839	15	40	32	30	42	35	26	51	38	51	47	23	36	53	57	51	30	48	29	16	17	34	38	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	740	51	26	25	45	16	30	31	14	7	28	20	36	37	16	29	13	15	15	44	2	13	78	80	21	0	48					
14	Число погашенных неиспользованных открепительных удостоверений	360	2	16	26	10	15	30	29	8	12	6	16	12	3	7	5	7	30	17	23	10	23	31	22	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	1	0	2	2	2	2	2	3	2	1	2	3	1	4	6	3	0	3	1	0	2	1	2	0	0	0					
