Выборы Президента Российской Федерации																																	
Дата голосования: 18.03.2018																																	
																																	
Наименование Избирательной комиссии:    Буйская																																	
																																	
Сводная таблица итогов голосования																																	
																																	
	Число участковых избирательных комиссий	22																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	22																															
																																	
		Сумма	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36									
1	"Число избирателей, включенных в список избирателей"	8322	388	187	374	75	1710	1679	332	326	123	468	169	156	171	164	152	255	282	141	151	144	329	546									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8097	420	191	440	84	1500	1500	330	330	129	470	168	161	172	158	158	250	280	148	152	146	340	570									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4278	204	121	207	43	967	783	145	121	63	245	79	79	92	111	70	150	137	56	79	85	139	302									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	705	68	25	63	7	41	37	21	45	9	17	34	28	15	18	26	26	63	23	11	11	72	45									
6	Число погашенных избирательных бюллетеней	3114	148	45	170	34	492	680	164	164	57	208	55	54	65	29	62	74	80	69	62	50	129	223									
7	Число избирательных бюллетеней в переносных ящиках для голосования	705	68	25	63	7	41	37	21	45	9	17	34	28	15	18	26	26	63	23	11	11	72	45									
8	Число бюллетеней в стационарных ящиках для голосования	4277	204	121	207	43	967	782	145	121	63	245	79	79	92	111	70	150	137	56	79	85	139	302									
9	Число недействительных избирательных бюллетеней	33	1	0	2	0	10	11	0	4	0	2	0	0	1	0	0	0	1	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	4949	271	146	268	50	998	808	166	162	72	260	113	107	106	129	96	176	199	79	90	96	210	347									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
13	Бабурин Сергей Николаевич	44	3	0	1	1	9	10	1	0	0	1	2	1	1	0	0	5	2	1	2	0	4	0									
		0.88%	1.10%	0.00%	0.37%	2.00%	0.89%	1.22%	0.60%	0.00%	0.00%	0.38%	1.77%	0.93%	0.93%	0.00%	0.00%	2.84%	1.00%	1.27%	2.22%	0.00%	1.90%	0.00%									
14	Грудинин Павел Николаевич	900	30	42	24	14	244	187	17	23	10	57	8	14	16	17	11	35	53	7	5	7	24	55									
		18.07%	11.03%	28.77%	8.89%	28.00%	24.21%	22.83%	10.24%	13.86%	13.89%	21.76%	7.08%	13.08%	14.95%	13.18%	11.46%	19.89%	26.50%	8.86%	5.56%	7.29%	11.37%	15.85%									
15	Жириновский Владимир Вольфович	530	31	15	27	4	89	77	19	15	11	31	12	8	13	13	10	17	29	13	10	14	22	50									
		10.64%	11.40%	10.27%	10.00%	8.00%	8.83%	9.40%	11.45%	9.04%	15.28%	11.83%	10.62%	7.48%	12.15%	10.08%	10.42%	9.66%	14.50%	16.46%	11.11%	14.58%	10.43%	14.41%									
16	Путин Владимир Владимирович	3320	198	88	209	30	613	504	123	118	49	166	91	79	72	96	75	110	111	58	72	74	153	231									
		66.64%	72.79%	60.27%	77.41%	60.00%	60.81%	61.54%	74.10%	71.08%	68.06%	63.36%	80.53%	73.83%	67.29%	74.42%	78.13%	62.50%	55.50%	73.42%	80.00%	77.08%	72.51%	66.57%									
17	Собчак Ксения Анатольевна	49	4	0	2	0	7	14	2	1	0	1	0	0	2	0	0	3	2	0	0	0	6	5									
		0.98%	1.47%	0.00%	0.74%	0.00%	0.69%	1.71%	1.20%	0.60%	0.00%	0.38%	0.00%	0.00%	1.87%	0.00%	0.00%	1.70%	1.00%	0.00%	0.00%	0.00%	2.84%	1.44%									
18	Сурайкин Максим Александрович	44	3	0	2	0	15	6	2	1	0	4	0	4	1	2	0	1	1	0	1	0	1	0									
		0.88%	1.10%	0.00%	0.74%	0.00%	1.49%	0.73%	1.20%	0.60%	0.00%	1.53%	0.00%	3.74%	0.93%	1.55%	0.00%	0.57%	0.50%	0.00%	1.11%	0.00%	0.47%	0.00%									
19	Титов Борис Юрьевич	33	0	1	1	0	10	7	1	1	1	0	0	1	0	0	0	5	0	0	0	0	0	5									
		0.66%	0.00%	0.68%	0.37%	0.00%	0.99%	0.85%	0.60%	0.60%	1.39%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	2.84%	0.00%	0.00%	0.00%	0.00%	0.00%	1.44%									
20	Явлинский Григорий Алексеевич	29	2	0	2	1	11	3	1	3	1	0	0	0	1	1	0	0	1	0	0	1	0	1									
		0.58%	0.74%	0.00%	0.74%	2.00%	1.09%	0.37%	0.60%	1.81%	1.39%	0.00%	0.00%	0.00%	0.93%	0.78%	0.00%	0.00%	0.50%	0.00%	0.00%	1.04%	0.00%	0.29%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
