Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Улаганская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
1	"Число избирателей, внесенных в списки"	7037	189	437	136	821	208	518	144	2219	434	1562	369					
2	"Число бюллетеней, полученных участковыми комиссиями"	7120	195	455	135	865	225	535	145	2150	450	1580	385					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3473	116	253	96	359	134	216	71	1183	203	671	171					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	403	20	69	20	10	24	23	9	149	20	20	39					
6	Число погашенных бюллетеней	3244	59	133	19	496	67	296	65	818	227	889	175					
7	Число бюллетеней в переносных ящиках для голосования	403	20	69	20	10	24	23	9	149	20	20	39					
8	Число бюллетеней в стационарных ящиках для голосования	3473	116	253	96	359	134	216	71	1183	203	671	171					
9	Число недействительных бюллетеней	111	8	3	0	16	4	3	1	23	2	25	26					
10	Число действительных бюллетеней	3765	128	319	116	353	154	236	79	1309	221	666	184					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	5	5	5	5	5	5	5	40	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	28	0	0	0	0	0	1	0	14	3	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	1	2	0	2	1	0	0	4	1	1	0					
14	Число погашенных открепительных удостоверений	72	5	5	5	5	5	4	5	26	7	0	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	71	1	6	1	4	2	5	3	30	4	12	3					
		1.83%	0.73%	1.86%	0.86%	1.08%	1.26%	2.09%	3.75%	2.25%	1.79%	1.73%	1.42%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	49	0	2	0	1	1	2	1	27	4	9	2					
		1.26%	0.0%	0.62%	0.0%	0.27%	0.63%	0.83%	1.25%	2.02%	1.79%	1.30%	0.95%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	62	1	2	1	8	3	4	1	26	5	7	4					
		1.59%	0.73%	0.62%	0.86%	2.16%	1.89%	1.67%	1.25%	1.95%	2.24%	1.01%	1.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	43	0	2	0	3	3	0	0	32	2	0	1					
		1.10%	0.0%	0.62%	0.0%	0.81%	1.89%	0.0%	0.0%	2.40%	0.89%	0.0%	0.47%					
22	"5. ""За Русь Святую"""	15	0	0	0	2	0	2	4	3	1	0	3					
		0.38%	0.0%	0.0%	0.0%	0.54%	0.0%	0.83%	5.0%	0.22%	0.44%	0.0%	1.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	0	0	2	0	0	1	1	1	0	2	0					
		0.18%	0.0%	0.0%	1.72%	0.0%	0.0%	0.41%	1.25%	0.07%	0.0%	0.28%	0.0%					
