Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Зилаирская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037					
1	"Число избирателей, внесенных в списки избирателей"	11939	155	116	208	319	78	82	76	126	237	317	81	693	30	432	30	2060	71	155	748	95	88	33	123	1703	125	21	398	99	110	155	42	210	263	133	147	1200	312	529	139					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11900	155	118	197	328	78	82	78	116	237	323	82	675	30	437	30	2069	68	147	749	95	90	30	115	1703	118	21	405	101	111	157	45	210	263	137	140	1185	312	522	141					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11667	152	116	197	311	78	78	76	116	237	313	81	664	28	420	26	2019	68	147	738	90	85	25	115	1669	118	21	394	99	110	155	42	210	261	133	140	1175	312	513	135					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	75	0	0	0	6	0	4	0	0	0	0	0	0	0	12	4	24	0	0	6	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2					
6	Число погашенных избирательных бюллетеней	158	3	2	0	11	0	0	2	0	0	10	1	11	2	5	0	26	0	0	5	0	2	1	0	34	0	0	11	2	1	2	3	0	2	4	0	10	0	4	4					
7	Число избирательных бюллетеней в переносных ящиках для голосования	75	0	0	0	6	0	4	0	0	0	0	0	0	0	12	4	24	0	0	6	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11667	152	116	197	311	78	78	76	116	237	313	81	664	28	420	26	2019	68	147	738	90	85	25	115	1669	118	21	394	99	110	155	42	210	261	133	140	1175	312	513	135					
9	Число недействительных избирательных бюллетеней	21	0	3	1	0	0	12	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	11721	152	113	196	317	78	70	76	116	237	312	81	664	28	430	30	2043	66	147	744	95	88	29	115	1669	118	21	394	99	110	155	42	210	261	133	140	1175	312	518	137					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	92	1	1	1	3	1	1	1	1	0	2	1	5	1	2	1	15	1	2	6	1	1	1	1	16	1	1	0	1	1	1	1	1	2	1	1	10	1	3	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	52	0	0	0	0	0	1	0	1	0	0	0	3	0	2	0	9	0	0	6	1	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0					
