Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Зилаирская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1981	УИК №1982	УИК №1983	УИК №1984	УИК №1985	УИК №1986	УИК №1987	УИК №1988	УИК №1989	УИК №1990	УИК №1991	УИК №1992	УИК №1993	УИК №1994	УИК №1995	УИК №1996	УИК №1997	УИК №1998	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019					
1	"Число избирателей, внесенных в список избирателей"	12464	128	127	208	143	340	70	71	73	139	206	445	76	636	22	499	2204	535	70	161	676	101	82	14	114	1355	127	385	127	122	166	33	199	261	126	165	1211	335	537	175					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12542	131	131	210	145	343	70	71	75	135	209	360	75	640	24	499	2190	560	67	167	710	105	86	18	113	1335	130	394	128	122	180	35	206	263	130	161	1240	335	570	179					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11341	119	126	188	137	315	70	66	73	128	159	332	75	634	22	444	2080	468	63	145	537	97	71	14	89	1236	104	363	123	120	156	33	192	256	83	150	1126	317	494	136					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	389	0	0	3	3	20	0	5	0	7	17	28	0	0	0	17	43	40	2	2	37	4	9	0	6	28	11	9	3	0	7	0	7	0	16	0	12	13	31	9					
6	Число погашенных избирательных бюллетеней	812	12	5	19	5	8	0	0	2	0	33	0	0	6	2	38	67	52	2	20	136	4	6	4	18	71	15	22	2	2	17	2	7	7	31	11	102	5	45	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	389	0	0	3	3	20	0	5	0	7	17	28	0	0	0	17	43	40	2	2	37	4	9	0	6	28	11	9	3	0	7	0	7	0	16	0	12	13	31	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11338	119	126	185	137	315	70	66	73	128	159	332	75	634	22	444	2080	468	63	145	537	97	71	14	89	1236	104	363	123	120	156	33	192	256	83	150	1126	317	494	136					
9	Число недействительных избирательных бюллетеней	35	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	15	4	1	0					
10	Число действительных избирательных бюллетеней	11692	119	126	183	140	335	70	71	73	135	176	360	75	634	22	461	2123	504	65	147	570	101	80	14	94	1264	115	372	126	119	163	33	199	256	99	150	1123	326	524	145					
