Выборы Президента Российской Федерации																																																							
																																																							
Наименование Избирательной комиссии:    Грязинская																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241					
1	"Число избирателей, внесенных в список"	54706	1935	765	550	921	868	1561	758	206	806	353	213	347	263	1070	160	136	480	436	629	268	1250	586	802	287	161	550	353	857	1244	2783	927	2625	2948	2061	1750	760	1936	2668	2289	2011	887	1766	2766	2737	1131	821	906	2119					
2	Число полученных избирательных бюллетеней	55786	1930	780	572	984	875	1605	885	210	823	361	212	356	262	1070	163	131	473	435	633	263	1275	598	820	290	160	557	355	885	1255	2810	965	2670	2970	2030	1785	800	1915	2725	2305	2010	904	1815	2770	2850	1150	890	964	2240					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30620	1037	352	290	592	439	893	550	101	485	221	110	271	150	537	109	77	282	132	263	177	753	344	346	192	86	304	231	487	691	1615	499	1652	1737	1122	847	396	979	1385	1165	1118	471	1019	1813	1566	601	535	563	1035					
5	"Число избирательных бюллетеней, выданных вне помещения"	6037	215	165	189	144	189	171	80	57	153	102	55	56	89	221	29	39	108	198	196	45	167	117	174	19	52	72	32	206	141	136	79	102	63	100	97	85	153	311	121	209	164	57	132	195	81	78	166	227					
6	Число погашенных избирательных бюллетеней	19129	678	263	93	248	247	541	255	52	185	38	47	29	23	312	25	15	83	105	174	41	355	137	300	79	22	181	92	192	423	1059	387	916	1170	808	841	319	783	1029	1019	683	269	739	825	1089	468	277	235	978					
7	Число избирательных бюллетеней в переносных ящиках	6037	215	165	189	144	189	171	80	57	153	102	55	56	89	221	29	39	108	198	196	45	167	117	174	19	52	72	32	206	141	136	79	102	63	100	97	85	153	311	121	209	164	57	132	195	81	78	166	227					
8	Число бюллетеней в стационарных ящиках для голосования	30608	1026	352	290	592	439	893	550	101	485	221	110	271	150	537	109	77	282	132	263	177	753	344	346	192	86	304	231	486	691	1615	499	1652	1737	1122	847	396	979	1385	1165	1118	471	1019	1813	1566	601	535	563	1035					
9	Число недействительных избирательных бюллетеней	298	23	10	2	9	2	13	7	0	9	0	7	3	0	18	2	0	8	2	4	5	3	3	4	2	2	1	4	0	3	23	6	9	0	6	3	7	11	0	2	10	9	12	15	9	6	6	10	8					
10	Число действительных избирательных бюллетеней	36347	1218	507	477	727	626	1051	623	158	629	323	158	324	239	740	136	116	382	328	455	217	917	458	516	209	136	375	259	692	829	1728	572	1745	1800	1216	941	474	1121	1696	1284	1317	626	1064	1930	1752	676	607	719	1254					
11	Число полученных открепительных  удостоверений	735	10	10	10	25	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	35	35	20	20	20	20	35	20	20	20	20	20	20	20	20	20	20					
12	Число выданных открепительных удостоверений	330	9	6	8	24	10	9	12	1	1	0	1	1	3	2	0	1	7	4	1	0	5	6	5	1	0	3	1	8	7	10	3	17	30	10	13	4	9	17	7	2	5	4	19	13	4	2	9	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	275	11	5	3	5	8	11	11	4	1	1	5	2	4	0	1	1	2	1	2	6	5	13	15	3	3	2	1	11	20	12	2	7	6	12	6	3	21	8	6	2	3	2	4	7	1	10	2	4					
14	Число неиспользованных открепительных удостоверений	405	1	4	2	1	0	1	3	9	9	10	9	9	7	8	10	9	3	6	9	10	5	4	5	9	10	7	9	2	3	10	17	18	5	10	7	16	11	18	13	18	15	16	1	7	16	18	11	4					
15	"Число открепительных удостоверений, выданных в ТИК"	12	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	1373	32	19	5	33	10	52	22	2	10	2	1	9	6	24	10	0	2	12	24	8	22	6	9	21	0	10	8	13	20	60	21	61	90	62	43	28	63	69	51	50	17	43	93	77	32	32	27	62					
		3.75%	2.58%	3.68%	1.04%	4.48%	1.59%	4.89%	3.49%	1.27%	1.57%	0.62%	0.61%	2.75%	2.51%	3.17%	7.25%	0.00%	0.51%	3.64%	5.23%	3.60%	2.39%	1.30%	1.73%	9.95%	0.00%	2.66%	3.04%	1.88%	2.40%	3.43%	3.63%	3.48%	5.00%	5.07%	4.56%	5.82%	5.57%	4.07%	3.97%	3.77%	2.68%	4.00%	4.78%	4.37%	4.69%	5.22%	3.70%	4.91%					
19	. Малышкин Олег Александрович	1200	62	22	26	23	18	38	16	3	33	4	1	4	1	53	2	4	19	9	11	4	20	15	17	6	1	14	3	15	30	47	12	32	69	50	32	13	36	52	40	52	22	43	62	56	23	16	24	45					
		3.27%	5.00%	4.26%	5.43%	3.12%	2.87%	3.57%	2.54%	1.90%	5.17%	1.24%	0.61%	1.22%	0.42%	6.99%	1.45%	3.45%	4.87%	2.73%	2.40%	1.80%	2.17%	3.25%	3.27%	2.84%	0.72%	3.72%	1.14%	2.17%	3.61%	2.68%	2.08%	1.82%	3.83%	4.09%	3.39%	2.70%	3.18%	3.07%	3.11%	3.92%	3.46%	4.00%	3.19%	3.18%	3.37%	2.61%	3.29%	3.57%					
20	. Миронов Сергей Михайлович	288	8	3	0	4	4	6	2	0	5	4	1	2	0	8	0	1	0	3	1	2	8	4	3	0	1	3	1	9	7	15	3	24	11	7	10	1	12	12	20	8	11	11	16	10	4	4	8	11					
