Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
Наименование Избирательной комиссии:    Грязинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283					
1	"Число избирателей, включенных в списки избирателей"	56058	2052	825	265	1325	588	1383	1067	1545	920	463	890	1292	599	869	330	195	359	259	1097	182	340	145	578	376	628	1798	996	140	574	457	690	1536	1601	1817	940	1000	1703	1648	1808	1955	1267	49	1566	699	1946	1960	1580	1674	2223	1600	1655	1208	1396					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53820	1900	800	220	1200	500	1350	1000	1400	800	350	900	1300	600	900	300	200	305	220	1100	160	300	120	500	300	600	1700	1000	120	550	400	700	1500	1600	1800	900	1000	1650	1600	1850	1850	1250	40	1400	585	2000	2000	1500	1700	2000	1500	1600	1200	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	40061	1382	499	146	864	372	1012	649	1083	670	268	472	800	397	613	217	116	271	143	774	138	252	78	361	264	478	1552	775	74	409	194	334	1204	1092	1412	695	718	1266	1440	1540	1371	962	25	1277	322	1600	1501	1076	1122	1588	1205	999	925	1064					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6845	255	157	68	196	91	146	153	185	50	63	174	169	94	115	79	42	33	67	222	22	19	33	86	36	61	81	102	46	117	206	316	142	158	80	63	282	133	31	113	217	135	15	52	263	154	160	154	403	112	156	317	113	108					
6	Число погашенных избирательных бюллетеней	6914	263	144	6	140	37	192	198	132	80	19	254	331	109	172	4	42	1	10	104	0	29	9	53	0	61	67	123	0	24	0	50	154	350	308	142	0	251	129	197	262	153	0	71	0	246	339	270	175	300	139	284	162	328					
