Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Грязинская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250									
1	"Число избирателей, включенных в список избирателей"	60324	1725	1890	1837	1762	1929	1916	1855	1845	1606	533	1448	1462	1529	1587	1833	1153	844	1020	909	1679	1481	1551	1928	2218	146	983	632	956	1798	2380	918	419	639	939	355	249	1190	185	738	493	748	297	1509	704	1031	305	812	377	2114	1867									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	60440	1750	1850	1950	1750	1900	1850	1850	1800	1600	530	1400	1550	1500	1600	1800	1100	820	1030	900	1900	1500	1600	1900	2200	210	1050	600	950	1850	2400	920	430	620	950	360	240	1150	180	750	480	750	320	1500	680	1050	300	800	370	2100	1800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	40410	1095	959	1163	1324	1152	1620	1144	1065	981	397	1062	977	1026	917	1273	786	490	529	849	976	852	977	1132	1115	63	583	342	777	1382	2035	816	217	492	726	279	202	706	161	498	300	424	242	1250	596	557	246	583	286	1213	1573									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	14096	450	740	578	277	604	166	629	226	482	120	336	423	342	576	468	254	276	472	50	609	577	460	703	263	51	342	258	102	204	180	70	170	120	192	59	38	294	18	198	173	300	50	200	80	297	44	165	75	205	130									
6	Число погашенных избирательных бюллетеней	5934	205	151	209	149	144	64	77	509	137	13	2	150	132	107	59	60	54	29	1	315	71	163	65	822	96	125	0	71	264	185	34	43	8	32	22	0	150	1	54	7	26	28	50	4	196	10	52	9	682	97									
