Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Арзамасская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99					
1	"Число избирателей, внесенных в список избирателей"	34073	1152	113	129	380	532	687	159	1802	2047	377	1005	429	1110	208	508	147	713	1422	1705	967	1144	469	361	410	102	141	1846	636	1114	261	297	1217	718	80	543	533	541	287	337	221	276	307	447	230	115	414	117	663	1091	637	825	416	1370	315					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32170	1100	100	100	350	500	650	150	1700	1900	350	1000	400	1000	200	450	150	700	1400	1600	950	1100	450	350	400	100	140	1900	600	1100	250	300	1000	700	80	450	500	550	250	300	200	250	300	400	200	100	400	100	600	1000	550	800	400	1300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19278	689	81	71	214	239	385	68	1259	1434	169	537	232	553	115	304	83	401	867	874	510	679	262	199	196	65	67	1087	397	666	141	121	659	332	45	309	255	288	201	148	151	165	172	225	162	65	205	56	351	488	438	416	224	924	34					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3570	49	0	24	21	158	132	63	84	51	55	154	60	143	52	27	34	40	41	62	73	23	77	76	134	25	34	117	56	104	27	90	49	65	15	74	139	117	17	87	29	44	35	89	18	24	64	26	63	71	30	101	55	78	194					
6	Число погашенных избирательных бюллетеней	9320	362	19	5	115	103	133	19	357	415	126	309	108	304	33	117	33	259	492	664	367	398	111	75	70	10	39	696	147	330	82	89	292	303	20	67	106	145	32	65	20	41	93	86	20	11	131	18	186	441	82	283	121	298	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3569	49	0	24	21	158	132	63	84	51	55	154	60	143	52	27	34	40	41	62	73	23	77	76	134	25	34	117	56	104	27	90	49	65	15	74	139	117	17	87	29	44	35	89	18	24	64	26	63	71	30	101	55	78	193					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19278	689	81	71	214	239	385	68	1259	1434	169	537	232	553	115	304	83	401	867	874	510	679	262	199	196	65	67	1087	397	666	141	121	659	332	45	309	255	288	201	148	151	165	172	225	162	65	205	56	351	488	438	416	224	924	34					
9	Число недействительных избирательных бюллетеней	583	14	3	1	1	6	6	1	165	15	10	8	6	5	5	31	4	7	14	27	11	53	5	5	12	1	0	30	8	10	1	2	8	9	0	4	8	8	4	1	3	1	3	4	1	0	2	0	5	3	8	6	3	32	3					
10	Число действительных избирательных бюллетеней	22264	724	78	94	234	391	511	130	1178	1470	214	683	286	691	162	300	113	434	894	909	572	649	334	270	318	89	101	1174	445	760	167	209	700	388	60	379	386	397	214	234	177	208	204	310	179	89	267	82	409	556	460	511	276	970	224					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	798	35	2	3	5	5	15	2	23	55	7	20	5	30	3	25	6	35	55	30	40	35	15	15	15	2	3	43	23	10	6	5	26	15	2	25	5	10	5	3	8	7	7	5	3	2	5	2	15	10	10	15	5	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	614	26	0	1	4	3	7	0	23	55	3	17	4	15	3	18	4	31	55	30	40	33	13	11	4	2	1	41	20	7	5	2	25	15	2	10	1	1	0	3	8	2	3	4	0	1	2	0	4	8	2	15	1	21	8					
