Выборы Президента Российской Федерации																																																																															
Дата голосования: 02.03.2008																																																																															
																																																																															
Наименование Избирательной комиссии:    Королевская городская																																																																															
																																																																															
Сводная таблица результатов выборов																																																																															
																																																																															
	Число участковых избирательных комиссий	72																																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	72																																																																													
																																																																															
		Сумма	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
1	"Число избирателей, включенных в списки избирателей"	127947	1692	1498	1617	2042	1864	2079	1453	1709	2461	1080	1295	1402	1646	1175	1382	2164	1527	2393	2425	2405	1862	2250	1604	2024	1922	1780	1732	2060	1730	2231	2534	1260	1801	1920	1785	2661	1948	2687	1776	2380	2455	1840	1984	2560	2130	2209	2440	2310	2535	2290	2234	2502	2456	1178	218	449	166	1321	2478	1514	1322	686	352	2236	1571	1891	859	237	123	1549	2256	2340					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	121750	1500	1400	1900	1900	1700	1900	1500	1800	2300	1100	1400	1400	1500	1200	1300	1900	1400	2100	2200	2200	1700	2000	1600	1800	1800	1700	1600	1900	1700	2200	2400	1100	1900	1900	1600	2500	1900	2300	1800	2200	2200	1800	1800	2300	2000	2000	2200	2300	2400	2200	2300	2500	2500	1000	250	450	200	1400	2200	1400	1400	600	400	2300	1600	1800	800	200	150	1500	2200	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	78307	784	979	1092	1117	914	1351	911	1163	1418	630	902	1005	1033	713	836	1379	855	1386	1423	1386	1094	1361	994	1133	1212	1213	1144	1372	1157	1391	1508	774	1143	1251	1152	1608	1129	1567	1145	1454	1497	1183	1212	1660	1323	1297	1631	1750	1595	1439	1637	1569	1567	815	186	172	93	837	1259	668	722	360	176	1172	940	1156	427	122	92	875	1272	1524					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2897	7	59	43	54	23	22	31	34	32	19	22	29	41	60	58	21	49	36	58	57	22	17	24	36	48	25	13	40	33	60	46	13	28	26	6	35	22	42	19	28	33	22	25	15	27	39	29	18	20	24	16	18	20	16	15	216	65	32	16	20	27	36	53	103	314	31	108	32	8	117	22	22					
6	Число погашенных избирательных бюллетеней	40537	709	362	765	729	763	527	554	603	850	451	476	366	426	427	406	500	496	678	719	757	584	622	580	631	540	462	443	488	508	749	846	313	729	623	442	857	749	691	635	718	670	595	563	625	650	664	540	532	785	737	647	913	913	169	49	62	42	531	925	712	651	204	171	1025	346	613	265	46	50	508	906	654					
