Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Змеиногорская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в списки избирателей"	8944	1734	288	1081	176	109	132	623	103	208	366	154	747	141	131	1093	74	872	612	300					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9000	1748	290	1082	160	107	180	630	102	200	370	140	751	142	131	1104	75	867	621	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5889	1127	234	718	149	78	123	462	82	129	235	105	490	106	90	656	56	498	360	191					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	359	51	4	33	3	3	9	19	6	1	15	8	63	0	6	34	7	45	41	11					
6	Число погашенных избирательных бюллетеней	2748	570	52	331	8	26	48	149	14	70	120	27	194	36	35	414	12	324	220	98					
7	Число избирательных бюллетеней в переносных ящиках для голосования	363	51	4	33	3	3	9	19	6	1	15	8	67	0	6	34	7	45	41	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5887	1127	234	718	149	78	123	462	82	129	235	105	490	106	90	656	56	496	360	191					
9	Число недействительных избирательных бюллетеней	73	12	5	8	1	4	4	5	1	4	1	1	7	1	5	5	1	3	3	2					
10	Число действительных избирательных бюллетеней	6177	1166	233	743	151	77	128	476	87	126	249	112	550	105	91	685	62	538	398	200					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	100	19	3	12	2	2	2	8	2	3	5	2	7	2	2	9	2	8	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	39	8	1	4	2	0	0	2	0	1	4	0	5	0	0	6	1	2	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	32	8	1	1	2	2	0	0	1	1	0	2	2	2	0	5	1	2	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	61	11	2	8	0	2	2	6	2	2	1	2	2	2	2	3	1	6	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	374	93	18	47	1	17	18	22	2	6	16	8	29	2	1	57	0	24	10	3					
		5.98%	7.89%	7.56%	6.26%	0.66%	20.99%	13.64%	4.57%	2.27%	4.62%	6.40%	7.08%	5.21%	1.89%	1.04%	8.26%	0.00%	4.44%	2.49%	1.49%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	5	3	3	0	1	1	2	1	0	1	0	2	0	1	7	0	0	1	1					
