Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Великоустюгская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
1	"Число избирателей, внесенных в списки избирателей"	50061	1291	1135	2399	1738	2163	1496	1737	2071	1400	1541	1391	1259	1792	1356	2154	732	186	1162	1572	1671	1453	1579	310	133	382	241	825	443	1265	415	215	322	376	1461	382	329	113	158	107	1024	1365	297	199	665	333	432	883	252	1199	715	393	649	576	324					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48820	1300	1100	2300	1600	2200	1500	1600	2100	1300	1500	1300	1200	1800	1300	2100	700	300	1100	1500	1600	1400	1600	300	130	380	230	850	450	1300	400	200	300	390	1400	380	300	100	170	100	1000	1300	290	200	670	330	450	850	250	1200	700	350	650	550	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24471	576	608	1288	899	1154	778	884	968	575	728	678	669	880	623	1067	329	115	542	708	788	756	862	164	67	167	141	464	317	641	243	102	149	236	609	172	140	68	114	68	457	534	137	107	336	155	202	395	101	522	280	209	243	259	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3637	49	19	59	64	40	62	50	47	52	58	57	16	59	53	101	58	71	101	102	95	97	106	57	29	90	21	62	12	140	45	20	55	39	218	113	84	21	10	16	67	125	49	33	41	16	131	114	51	114	174	69	110	47	48					
6	Число погашенных избирательных бюллетеней	20712	675	473	953	637	1006	660	666	1085	673	714	565	515	861	624	932	313	114	457	690	717	547	632	79	34	123	68	324	121	519	112	78	96	115	573	95	76	11	46	16	476	641	104	60	293	159	117	341	98	564	246	72	297	244	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3637	49	19	59	64	40	62	50	47	52	58	57	16	59	53	101	58	71	101	102	95	97	106	57	29	90	21	62	12	140	45	20	55	39	218	113	84	21	10	16	67	125	49	33	41	16	131	114	51	114	174	69	110	47	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24451	576	597	1287	899	1153	778	884	968	575	728	678	669	880	623	1067	329	115	542	708	788	756	862	164	67	167	141	464	317	641	243	102	149	236	602	172	140	68	114	68	457	534	137	107	336	155	202	395	101	522	280	209	243	259	197					
9	Число недействительных избирательных бюллетеней	163	1	4	15	5	7	4	5	7	4	6	2	1	3	2	3	4	3	1	5	6	4	13	2	0	0	0	3	2	2	3	1	0	1	2	0	2	0	2	0	5	3	1	1	5	1	1	7	2	0	3	0	0	4	5					
10	Число действительных избирательных бюллетеней	27925	624	612	1331	958	1186	836	929	1008	623	780	733	684	936	674	1165	383	183	642	805	877	849	955	219	96	257	162	523	327	779	285	121	204	274	818	285	222	89	122	84	519	656	185	139	372	170	332	502	150	636	451	278	353	302	240					
