Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
"Наименование Избирательной комиссии:    Уфа, Ленинская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194					
1	"Число избирателей, внесенных в списки избирателей"	50579	1224	1294	1279	1314	1395	1661	1086	1098	1331	1063	1627	949	1082	892	1015	951	2188	2010	826	1394	1167	846	1221	1160	2176	1046	1975	887	1287	1708	2175	1654	1978	1813	1220	1175	1412					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	46141	1225	1095	990	1195	1355	1910	1365	955	1115	910	1515	800	950	755	850	855	2020	1735	685	1150	1080	725	1125	1180	1985	860	1655	750	1265	1445	2015	1570	1700	1570	1210	1080	1496					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39791	1119	723	956	1180	1306	1602	938	863	1093	732	1413	520	669	659	645	761	1796	1577	534	1040	797	454	895	807	1842	784	1451	672	1000	1427	1735	1316	1599	1259	1202	1013	1412					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2770	47	27	25	13	46	22	56	87	22	79	65	123	112	61	28	28	76	36	144	56	118	91	228	270	44	76	197	75	86	18	51	34	64	250	8	7	0					
6	Число погашенных избирательных бюллетеней	3580	59	345	9	2	3	286	371	5	0	99	37	157	169	35	177	66	148	122	7	54	165	180	2	103	99	0	7	3	179	0	229	220	37	61	0	60	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2770	47	27	25	13	46	22	56	87	22	79	65	123	112	61	28	28	76	36	144	56	118	91	228	270	44	76	197	75	86	18	51	34	64	250	8	7	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39724	1119	723	956	1180	1306	1602	938	863	1093	732	1348	520	669	659	645	761	1796	1577	534	1040	795	454	895	807	1842	784	1451	672	1000	1427	1735	1316	1599	1259	1202	1013	1412					
9	Число недействительных избирательных бюллетеней	325	2	7	3	12	4	12	16	10	11	9	12	6	1	3	1	5	17	10	3	14	9	6	7	19	14	8	5	3	7	14	18	14	23	0	8	9	3					
10	Число действительных избирательных бюллетеней	42169	1164	743	978	1181	1348	1612	978	940	1104	802	1401	637	780	717	672	784	1855	1603	675	1082	904	539	1116	1058	1872	852	1643	744	1079	1431	1768	1336	1640	1509	1202	1011	1409					
