Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
"Наименование Избирательной комиссии:    Уфа, Ленинская"																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196					
1	"Число избирателей, внесенных в список избирателей"	56090	1168	1147	1363	1228	1107	1618	1416	1063	1300	1149	1754	1237	1030	950	1188	898	2516	2080	760	1547	1472	844	1635	1654	2113	1125	2292	1544	2175	1704	2465	2197	2185	1850	1893	1201	1222					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48600	1010	1010	1140	1100	930	1380	1160	1060	1120	950	1510	1060	950	830	950	860	2400	1870	640	1310	1260	800	1290	1380	1850	1110	1920	1280	1840	1460	2190	1780	1820	1550	1720	970	1140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	30168	681	624	791	576	635	737	645	583	650	444	928	367	700	389	519	409	1239	945	498	818	698	385	673	1084	1012	756	1574	698	1708	865	850	950	1543	1186	1189	767	1052					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2424	38	45	20	15	35	18	6	41	120	90	36	101	108	53	20	9	22	23	53	76	171	35	44	244	40	231	166	56	101	26	44	31	67	202	12	6	19					
6	Число погашенных избирательных бюллетеней	16008	291	341	329	509	260	625	509	436	350	416	546	592	142	388	411	442	1139	902	89	416	391	380	573	52	798	123	180	526	31	569	1296	799	210	162	519	197	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2424	38	45	20	15	35	18	6	41	120	90	36	101	108	53	20	9	22	23	53	76	171	35	44	244	40	231	166	56	101	26	44	31	67	202	12	6	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30164	681	624	789	576	635	736	645	583	650	444	928	367	700	389	519	409	1239	945	498	818	698	385	673	1084	1012	756	1574	698	1708	865	850	950	1542	1186	1189	767	1052					
9	Число недействительных избирательных бюллетеней	480	16	11	11	11	13	10	13	12	6	9	18	7	20	4	2	6	30	13	2	13	9	5	19	16	23	10	12	18	11	19	19	11	21	10	9	12	29					
10	Число действительных избирательных бюллетеней	32108	703	658	798	580	657	744	638	612	764	525	946	461	788	438	537	412	1231	955	549	881	860	415	698	1312	1029	977	1728	736	1798	872	875	970	1588	1378	1192	761	1042					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1210	40	40	29	35	30	37	41	52	43	22	43	15	25	20	22	25	69	43	15	20	25	18	30	36	39	15	20	35	40	25	28	25	35	38	55	80	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1013	40	27	29	28	25	36	33	48	31	18	36	10	15	14	22	18	58	43	10	16	20	14	20	27	32	15	20	29	36	25	28	25	32	26	54	53	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1109	11	15	28	31	21	21	57	9	31	15	13	8	6	9	15	32	12	16	6	11	6	26	56	16	9	15	20	16	14	14	13	7	20	29	57	11	413					
14	Число погашенных неиспользованных открепительных удостоверений	197	0	13	0	7	5	1	8	4	12	4	7	5	10	6	0	7	11	0	5	4	5	4	10	9	7	0	0	6	4	0	0	0	3	12	1	27	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	0	0	0	0	0	0	2	0	0	0	1	2	4	1	0	0	2	3	1	2	0	1	0	2	2	1	0	1	0	2	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3924	123	117	138	101	117	141	84	92	77	73	163	57	99	59	69	48	157	115	99	90	106	64	68	121	120	99	95	126	12	140	106	132	259	187	144	85	41					
		12.04%	17.11%	17.49%	17.06%	17.09%	17.46%	18.70%	12.90%	14.74%	10.00%	13.67%	16.91%	12.18%	12.25%	13.35%	12.80%	11.48%	12.45%	11.88%	17.97%	10.07%	12.20%	15.24%	9.48%	9.11%	11.41%	10.03%	5.46%	16.71%	0.66%	15.71%	11.86%	13.46%	16.10%	13.47%	11.99%	10.99%	3.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4088	61	75	67	62	61	82	78	81	109	79	94	65	69	47	63	53	172	141	76	87	100	42	89	123	171	94	119	88	133	126	148	141	290	231	188	135	248					
		12.54%	8.48%	11.21%	8.28%	10.49%	9.10%	10.88%	11.98%	12.98%	14.16%	14.79%	9.75%	13.89%	8.54%	10.63%	11.69%	12.68%	13.64%	14.57%	13.79%	9.73%	11.51%	10.00%	12.41%	9.26%	16.25%	9.52%	6.84%	11.67%	7.35%	14.14%	16.55%	14.37%	18.02%	16.64%	15.65%	17.46%	23.16%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	424	9	11	8	7	10	9	8	9	12	8	11	4	13	2	6	2	22	10	4	10	16	6	6	23	16	20	8	16	5	18	19	14	9	17	30	20	6					
		1.30%	1.25%	1.64%	0.99%	1.18%	1.49%	1.19%	1.23%	1.44%	1.56%	1.50%	1.14%	0.85%	1.61%	0.45%	1.11%	0.48%	1.74%	1.03%	0.73%	1.12%	1.84%	1.43%	0.84%	1.73%	1.52%	2.03%	0.46%	2.12%	0.28%	2.02%	2.13%	1.43%	0.56%	1.22%	2.50%	2.59%	0.56%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8451	199	195	236	164	183	232	182	163	220	114	322	150	180	130	146	129	378	295	128	168	201	107	165	244	256	155	609	214	570	235	245	279	403	300	308	194	52					
		25.93%	27.68%	29.15%	29.17%	27.75%	27.31%	30.77%	27.96%	26.12%	28.57%	21.35%	33.40%	32.05%	22.28%	29.41%	27.09%	30.86%	29.98%	30.48%	23.23%	18.79%	23.13%	25.48%	23.01%	18.37%	24.33%	15.70%	35.00%	28.38%	31.51%	26.37%	27.40%	28.44%	25.05%	21.61%	25.65%	25.10%	4.86%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1685	61	71	97	62	54	62	47	73	32	53	83	26	39	30	22	33	94	52	60	27	35	15	22	43	38	42	24	52	2	41	30	39	43	101	36	32	12					
		5.17%	8.48%	10.61%	11.99%	10.49%	8.06%	8.22%	7.22%	11.70%	4.16%	9.93%	8.61%	5.56%	4.83%	6.79%	4.08%	7.89%	7.45%	5.37%	10.89%	3.02%	4.03%	3.57%	3.07%	3.24%	3.61%	4.26%	1.38%	6.90%	0.11%	4.60%	3.36%	3.98%	2.67%	7.28%	2.99%	4.14%	1.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13215	237	180	242	179	220	217	227	186	279	194	261	159	378	168	224	146	397	332	178	495	394	177	345	748	421	537	869	229	1073	307	323	355	577	529	477	290	665					
		40.55%	32.96%	26.91%	29.91%	30.29%	32.84%	28.78%	34.87%	29.81%	36.23%	36.33%	27.07%	33.97%	46.78%	38.01%	41.56%	34.93%	31.48%	34.30%	32.30%	55.37%	45.34%	42.14%	48.12%	56.33%	40.02%	54.41%	49.94%	30.37%	59.31%	34.46%	36.13%	36.19%	35.86%	38.11%	39.72%	37.52%	62.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	321	13	9	10	5	12	1	12	8	35	4	12	0	10	2	7	1	11	10	4	4	8	4	3	10	7	30	4	11	3	5	4	10	7	13	9	5	18					
		0.99%	1.81%	1.35%	1.24%	0.85%	1.79%	0.13%	1.84%	1.28%	4.55%	0.75%	1.24%	0.00%	1.24%	0.45%	1.30%	0.24%	0.87%	1.03%	0.73%	0.45%	0.92%	0.95%	0.42%	0.75%	0.67%	3.04%	0.23%	1.46%	0.17%	0.56%	0.45%	1.02%	0.44%	0.94%	0.75%	0.65%	1.68%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
