Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Жердевская																																													
																																													
Сводная таблица предварительных итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки"	26109	1345	1671	1104	1073	431	1723	1168	2079	1037	1290	441	1878	235	89	631	444	155	280	736	585	795	782	207	1054	195	270	434	380	428	744	332	159	415	240	548	159	304	268					
2	"Число бюллетеней, полученных участковыми комиссиями"	23440	1100	1500	900	900	400	1600	1000	1800	900	1100	400	1800	200	80	600	400	150	250	700	500	800	700	200	1000	180	250	400	300	400	700	300	150	400	200	500	150	280	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11324	536	765	465	485	171	608	577	759	459	418	234	722	140	34	337	223	84	193	310	227	393	339	101	424	105	146	199	164	176	340	148	97	233	105	280	93	154	80					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1549	54	38	41	15	10	52	41	14	28	44	22	85	16	21	88	44	22	7	46	68	22	38	11	194	12	21	43	51	76	42	32	15	35	59	7	5	59	71					
6	Число погашенных бюллетеней	10567	510	697	394	400	219	940	382	1027	413	638	144	993	44	25	175	133	44	50	344	205	385	323	88	382	63	83	158	85	148	318	120	38	132	36	213	52	67	99					
7	Число бюллетеней в переносных ящиках для голосования	1549	54	38	41	15	10	52	41	14	28	44	22	85	16	21	88	44	22	7	46	68	22	38	11	194	12	21	43	51	76	42	32	15	35	59	7	5	59	71					
8	Число бюллетеней в стационарных ящиках для голосования	11307	536	765	464	485	171	608	577	760	459	404	234	722	140	34	337	223	84	193	310	225	393	339	101	423	105	146	199	164	176	340	148	97	233	105	280	93	154	80					
9	Число недействительных бюллетеней	363	12	27	29	9	5	17	12	15	16	10	7	41	8	0	13	3	6	1	1	10	13	9	3	17	6	4	9	6	10	4	11	9	1	1	0	9	6	3					
10	Число действительных бюллетеней	12493	578	776	476	491	176	643	606	759	471	438	249	766	148	55	412	264	100	199	355	283	402	368	109	600	111	163	233	209	242	378	169	103	267	163	287	89	207	148					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	160	7	8	7	7	5	8	7	10	7	7	4	8	2	1	5	3	1	2	5	4	5	5	2	7	1	2	3	3	3	5	2	1	3	2	3	1	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	2	1	1	3	1	1	0	9	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	2	0	0	1	1	0	0	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	2	0	0	0	0	0	1	0	0	0	1	0	1	1	3	0	2	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	131	5	7	6	4	4	7	7	1	7	7	4	8	2	1	5	3	1	1	4	4	5	3	2	6	1	0	3	3	2	4	2	1	3	2	1	1	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	231	12	6	6	2	6	9	8	11	5	6	2	13	4	0	6	13	1	8	8	4	10	7	7	12	7	2	11	5	4	9	3	3	3	0	8	2	4	4					
		1.79%	2.03%	0.74%	1.18%	0.4%	3.31%	1.36%	1.29%	1.42%	1.02%	1.33%	0.78%	1.61%	2.56%	0.0%	1.41%	4.86%	0.94%	4.0%	2.24%	1.36%	2.40%	1.85%	6.24%	1.94%	5.98%	1.19%	4.54%	2.32%	1.58%	2.35%	1.66%	2.67%	1.11%	0.0%	2.78%	2.04%	1.87%	2.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	87	4	4	6	2	3	8	3	1	7	5	1	3	3	1	2	3	0	4	0	1	3	5	1	4	0	1	0	0	4	3	1	1	0	0	0	0	0	3					
		0.67%	0.67%	0.49%	1.18%	0.4%	1.65%	1.21%	0.48%	0.12%	1.43%	1.11%	0.39%	0.37%	1.92%	1.81%	0.47%	1.12%	0.0%	2.0%	0.0%	0.34%	0.72%	1.32%	0.89%	0.64%	0.0%	0.59%	0.0%	0.0%	1.58%	0.78%	0.55%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	1.98%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	684	29	35	25	32	11	59	31	43	44	40	8	16	15	11	26	6	10	19	10	10	9	25	3	18	7	11	10	9	17	39	11	6	11	4	4	3	8	9					
		5.32%	4.91%	4.35%	4.95%	6.4%	6.07%	8.93%	5.01%	5.55%	9.03%	8.92%	3.12%	1.98%	9.61%	20.0%	6.11%	2.24%	9.43%	9.5%	2.80%	3.41%	2.16%	6.63%	2.67%	2.91%	5.98%	6.58%	4.13%	4.18%	6.74%	10.20%	6.11%	5.35%	4.10%	2.43%	1.39%	3.06%	3.75%	5.96%					
