Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Апатитская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178					
1	"Число избирателей, внесенных в списки избирателей"	53121	2965	1573	2502	2827	1517	2393	2773	2699	2267	2178	947	1553	2086	2514	2031	2565	1619	400	2794	2299	2871	1485	2120	2519	1624					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42960	2400	1270	2000	2280	1230	1910	2230	2170	1830	1770	740	1260	1680	2040	1640	2070	1290	500	2240	1850	2320	1190	1720	2020	1310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30485	1740	866	1137	1670	762	1318	1582	1667	1355	1276	573	810	1331	1514	1218	1434	965	342	1638	1392	1762	449	1161	1557	966					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	421	12	14	25	38	14	27	30	9	16	22	31	7	8	17	20	16	41	0	14	13	6	6	12	22	1					
6	Число погашенных избирательных бюллетеней	12054	648	390	838	572	454	565	618	494	459	472	136	443	341	509	402	620	284	158	588	445	552	735	547	441	343					
7	Число избирательных бюллетеней в переносных ящиках для голосования	421	12	14	25	38	14	27	30	9	16	22	31	7	8	17	20	16	41	0	14	13	6	6	12	22	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30442	1737	865	1137	1670	760	1317	1582	1664	1353	1276	571	810	1328	1514	1213	1433	964	342	1638	1379	1761	449	1161	1553	965					
9	Число недействительных избирательных бюллетеней	276	9	11	8	15	5	11	18	19	13	12	7	13	12	4	11	11	4	8	11	11	14	7	11	19	12					
10	Число действительных избирательных бюллетеней	30587	1740	868	1154	1693	769	1333	1594	1654	1356	1286	595	804	1324	1527	1222	1438	1001	334	1641	1381	1753	448	1162	1556	954					
