Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Яшалтинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249					
1	"Число избирателей, внесенных в списки избирателей"	12162	758	1693	1391	1423	506	113	56	676	74	491	196	419	1009	1418	252	823	322	542					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11930	728	1589	1346	1370	525	123	54	703	77	476	181	412	1011	1419	244	823	311	538					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7380	412	948	797	896	278	79	43	451	45	303	108	334	640	774	206	510	199	357					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	377	16	54	49	46	23	1	1	26	0	18	8	9	45	33	6	22	11	9					
6	Число погашенных избирательных бюллетеней	4173	300	587	500	428	224	43	10	226	32	155	65	69	326	612	32	291	101	172					
7	Число избирательных бюллетеней в переносных ящиках для голосования	377	16	54	49	46	23	1	1	26	0	18	8	9	45	33	6	22	11	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7380	412	948	797	896	278	79	43	451	45	303	108	334	640	774	206	510	199	357					
9	Число недействительных избирательных бюллетеней	140	3	8	9	43	4	0	0	5	1	6	1	1	22	11	0	11	2	13					
10	Число действительных избирательных бюллетеней	7617	425	994	837	899	297	80	44	472	44	315	115	342	663	796	212	521	208	353					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	347	29	29	29	30	15	10	10	22	3	15	10	15	30	30	15	20	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	132	7	10	11	16	8	0	0	18	0	1	0	9	13	21	0	11	1	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	3	10	4	6	6	3	3	3	1	0	4	2	4	0	3	3	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	215	22	19	18	14	7	10	10	4	3	14	10	6	17	9	15	9	9	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	276	20	28	42	4	5	0	0	23	4	23	4	16	20	37	5	29	7	9					
		3.56%	4.67%	2.79%	4.96%	0.42%	1.66%	0.00%	0.00%	4.82%	8.89%	7.17%	3.45%	4.66%	2.92%	4.58%	2.36%	5.45%	3.33%	2.46%					
19	2.Всероссийская политическая партия «Гражданская Сила»	33	3	8	5	3	1	0	1	2	0	1	0	0	4	3	0	1	1	0					
		0.43%	0.70%	0.80%	0.59%	0.32%	0.33%	0.00%	2.27%	0.42%	0.00%	0.31%	0.00%	0.00%	0.58%	0.37%	0.00%	0.19%	0.48%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	1	2	0	3	0	0	0	0	0	1	0	0	0	0	1	1	0	2					
		0.14%	0.23%	0.20%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.47%	0.19%	0.00%	0.55%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1101	77	195	133	43	55	21	7	56	6	48	7	42	67	133	11	90	20	90					
		14.19%	17.99%	19.46%	15.72%	4.56%	18.27%	26.25%	15.91%	11.74%	13.33%	14.95%	6.03%	12.24%	9.78%	16.48%	5.19%	16.92%	9.52%	24.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	37	3	9	7	4	0	0	1	1	0	1	0	0	2	3	1	3	0	2					
		0.48%	0.70%	0.90%	0.83%	0.42%	0.00%	0.00%	2.27%	0.21%	0.00%	0.31%	0.00%	0.00%	0.29%	0.37%	0.47%	0.56%	0.00%	0.55%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	1	0	1	0	0	0	2	0	0	0	3	0	2	0	0	0	1					
		0.13%	0.00%	0.10%	0.00%	0.11%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.87%	0.00%	0.25%	0.00%	0.00%	0.00%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	570	45	118	95	46	26	5	1	29	1	17	12	5	32	59	6	41	7	25					
		7.35%	10.51%	11.78%	11.23%	4.88%	8.64%	6.25%	2.27%	6.08%	2.22%	5.30%	10.34%	1.46%	4.67%	7.31%	2.83%	7.71%	3.33%	6.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	386	25	79	57	37	7	3	5	25	2	14	1	6	22	41	10	11	3	38					
		4.98%	5.84%	7.88%	6.74%	3.93%	2.33%	3.75%	11.36%	5.24%	4.44%	4.36%	0.86%	1.75%	3.21%	5.08%	4.72%	2.07%	1.43%	10.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	56	4	5	3	6	4	0	0	2	1	2	3	4	6	4	2	2	2	6					
		0.72%	0.93%	0.50%	0.35%	0.64%	1.33%	0.00%	0.00%	0.42%	2.22%	0.62%	2.59%	1.17%	0.88%	0.50%	0.94%	0.38%	0.95%	1.64%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5102	247	542	493	742	199	51	28	331	30	208	87	265	507	511	175	341	168	177					
		65.77%	57.71%	54.09%	58.27%	78.77%	66.11%	63.75%	63.64%	69.39%	66.67%	64.80%	75.00%	77.26%	74.01%	63.32%	82.55%	64.10%	80.00%	48.36%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	35	0	7	2	10	0	0	1	1	0	0	1	1	3	3	1	2	0	3					
		0.45%	0.00%	0.70%	0.24%	1.06%	0.00%	0.00%	2.27%	0.21%	0.00%	0.00%	0.86%	0.29%	0.44%	0.37%	0.47%	0.38%	0.00%	0.82%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
