Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Чунская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619					
1	"Число избирателей, внесенных в списки избирателей"	28064	1140	1424	825	1049	1371	1241	1379	1191	1127	862	939	442	459	740	1022	375	146	275	313	1068	1309	961	787	181	320	1280	238	574	547	479	476	522	799	320	311	188	154	145	512	387	186					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25976	1000	1300	700	1000	1300	1200	1200	1100	1000	800	800	350	400	700	1000	350	154	250	300	1000	1200	950	750	170	300	1200	200	550	550	450	450	400	750	300	300	190	155	144	500	385	178					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16142	554	802	445	541	793	738	738	630	652	507	458	207	160	458	755	262	146	148	197	608	730	633	453	109	238	812	176	377	315	247	242	215	480	209	179	127	98	107	235	229	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2134	41	31	45	49	55	63	59	38	72	18	66	65	131	67	88	38	0	46	29	64	56	52	59	14	25	53	22	51	72	65	73	90	70	44	51	32	32	8	161	26	13					
6	Число погашенных избирательных бюллетеней	7643	405	467	210	410	452	399	403	432	276	275	276	78	109	175	157	50	8	56	74	328	414	265	238	47	37	335	2	122	163	138	135	95	200	47	70	31	25	29	104	73	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2191	41	31	45	49	55	63	59	38	72	18	66	65	131	67	88	38	0	46	29	64	56	52	59	14	25	53	22	51	72	65	73	90	70	44	51	32	32	8	161	83	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16140	553	802	445	541	793	738	738	630	651	507	458	207	160	458	755	262	146	148	197	608	730	633	453	109	238	812	176	377	315	247	242	215	480	209	179	127	98	107	235	229	132					
9	Число недействительных избирательных бюллетеней	312	18	37	5	9	14	12	11	10	7	14	9	4	1	7	12	0	1	2	4	15	11	3	10	9	2	7	1	7	11	7	3	4	14	4	0	3	0	3	3	18	0					
10	Число действительных избирательных бюллетеней	18019	576	796	485	581	834	789	786	658	716	511	515	268	290	518	831	300	145	192	222	657	775	682	502	114	261	858	197	421	376	305	312	301	536	249	230	156	130	112	393	294	145					
