Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Каргапольская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1186					
1	"Число избирателей, внесенных в список избирателей"	24629	136	235	506	765	416	357	190	924	98	711	104	181	74	478	222	441	85	829	594	770	759	953	705	438	541	634	349	324	487	852	206	238	457	1832	863	939	788	830	675	480	176	844	724	670	479	270					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24400	140	240	520	750	400	350	190	940	105	700	100	190	80	500	230	450	110	800	600	750	750	950	700	400	550	650	350	340	480	850	210	235	480	1800	850	950	750	800	650	450	180	850	700	630	450	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	13222	101	158	269	464	270	161	120	456	72	409	66	141	36	278	160	230	27	333	294	353	363	463	394	283	354	447	253	248	335	437	131	171	278	838	402	472	414	433	352	221	92	425	378	253	268	119					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2560	25	33	97	92	36	34	32	133	13	71	23	15	20	111	21	40	35	40	38	60	23	80	75	57	32	43	42	18	71	61	23	29	51	340	37	52	53	27	36	76	48	42	18	106	58	93					
6	Число погашенных избирательных бюллетеней	8618	14	49	154	194	94	155	38	351	20	220	11	34	24	111	49	180	48	427	268	337	364	407	231	60	164	160	55	74	74	352	56	35	151	622	411	426	283	340	262	153	40	383	304	271	124	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2560	25	33	97	92	36	34	32	133	13	71	23	15	20	111	21	40	35	40	38	60	23	80	75	57	32	43	42	18	71	61	23	29	51	340	37	52	53	27	36	76	48	42	18	106	58	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13222	101	158	269	464	270	161	120	456	72	409	66	141	36	278	160	230	27	333	294	353	363	463	394	283	354	447	253	248	335	437	131	171	278	838	402	472	414	433	352	221	92	425	378	253	268	119					
9	Число недействительных избирательных бюллетеней	182	1	5	1	5	6	4	0	2	0	2	1	0	1	1	2	3	0	3	3	6	0	16	4	3	7	1	0	4	9	5	2	3	3	18	3	15	10	4	1	2	2	6	3	1	10	4					
10	Число действительных избирательных бюллетеней	15600	125	186	365	551	300	191	152	587	85	478	88	156	55	388	179	267	62	370	329	407	386	527	465	337	379	489	295	262	397	493	152	197	326	1160	436	509	457	456	387	295	138	461	393	358	316	208					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	695	20	10	15	27	19	2	5	20	5	16	3	9	3	47	15	15	24	7	10	7	10	40	13	10	30	15	10	25	15	25	5	10	25	50	12	20	12	8	10	9	5	15	10	18	12	2					
