Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Шарьинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656					
1	"Число избирателей, внесенных в список избирателей"	8521	280	1890	1122	304	1201	115	178	144	232	242	1207	438	271	95	188	238	266	110					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8890	302	1952	1192	325	1160	135	197	161	247	218	1228	480	282	130	213	250	297	121					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4591	171	878	579	179	565	75	106	67	128	141	653	297	194	53	129	141	166	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	915	26	128	120	71	97	11	25	28	23	41	113	46	36	21	35	26	51	17					
6	Число погашенных избирательных бюллетеней	3384	105	946	493	75	498	49	66	66	96	36	462	137	52	56	49	83	80	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	915	26	128	120	71	97	11	25	28	23	41	113	46	36	21	35	26	51	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4591	171	878	579	179	565	75	106	67	128	141	653	297	194	53	129	141	166	69					
9	Число недействительных избирательных бюллетеней	91	0	27	19	7	12	2	1	0	2	2	9	3	1	1	3	2	0	0					
10	Число действительных избирательных бюллетеней	5415	197	979	680	243	650	84	130	95	149	180	757	340	229	73	161	165	217	86					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	457	15	50	35	40	45	15	20	10	15	15	40	30	20	27	25	15	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	344	10	50	29	34	12	15	14	10	15	6	21	30	14	27	21	6	21	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	2	30	8	19	37	3	2	7	5	7	12	7	11	6	4	3	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	113	5	0	6	6	33	0	6	0	0	9	19	0	6	0	4	9	4	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	10	5	3	6	2	5	3	13	0	1	2	3	5	4	4	3	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	724	24	142	117	20	55	10	16	8	13	21	123	47	19	8	24	30	39	8					
		13.15%	12.18%	14.12%	16.74%	8.00%	8.31%	11.63%	12.21%	8.42%	8.61%	11.54%	16.06%	13.70%	8.26%	10.81%	14.63%	17.96%	17.97%	9.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	953	28	189	109	51	93	15	33	10	27	34	124	83	43	16	24	21	34	19					
		17.31%	14.21%	18.79%	15.59%	20.40%	14.05%	17.44%	25.19%	10.53%	17.88%	18.68%	16.19%	24.20%	18.70%	21.62%	14.63%	12.57%	15.67%	22.09%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	1	14	17	2	7	2	2	1	1	2	6	1	1	3	1	1	0	1					
		1.14%	0.51%	1.39%	2.43%	0.80%	1.06%	2.33%	1.53%	1.05%	0.66%	1.10%	0.78%	0.29%	0.43%	4.05%	0.61%	0.60%	0.00%	1.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1210	48	163	102	29	193	22	31	25	44	47	189	102	41	13	35	50	61	15					
		21.98%	24.37%	16.20%	14.59%	11.60%	29.15%	25.58%	23.66%	26.32%	29.14%	25.82%	24.67%	29.74%	17.83%	17.57%	21.34%	29.94%	28.11%	17.44%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	2	8	4	2	9	0	3	0	5	2	12	3	1	0	2	4	0	0					
		1.04%	1.02%	0.80%	0.57%	0.80%	1.36%	0.00%	2.29%	0.00%	3.31%	1.10%	1.57%	0.87%	0.43%	0.00%	1.22%	2.40%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2390	94	460	331	139	286	35	44	50	58	74	303	103	124	32	75	59	80	43					
		43.41%	47.72%	45.73%	47.35%	55.60%	43.20%	40.70%	33.59%	52.63%	38.41%	40.66%	39.56%	30.03%	53.91%	43.24%	45.73%	35.33%	36.87%	50.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	18	0	3	0	0	7	0	1	1	1	0	0	1	0	1	0	0	3	0					
		0.33%	0.00%	0.30%	0.00%	0.00%	1.06%	0.00%	0.76%	1.05%	0.66%	0.00%	0.00%	0.29%	0.00%	1.35%	0.00%	0.00%	1.38%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
