Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Перелюбская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476					
1	"Число избирателей, внесенных в списки"	13041	2194	2669	638	580	316	207	402	604	535	248	176	410	728	352	260	293	705	1039	685					
2	"Число бюллетеней, полученных участковыми комиссиями"	13100	2176	2675	640	600	315	208	410	620	545	269	174	413	720	345	237	298	705	1045	705					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9988	1561	2017	533	463	291	193	369	454	460	162	101	318	648	325	237	249	585	595	427					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1418	147	238	68	32	2	7	25	62	34	86	59	32	57	0	0	18	56	307	188					
6	Число погашенных бюллетеней	1694	468	420	39	105	22	8	16	104	51	21	14	63	15	20	0	31	64	143	90					
7	Число бюллетеней в переносных ящиках для голосования	1418	147	238	68	32	2	7	25	62	34	86	59	32	57	0	0	18	56	307	188					
8	Число бюллетеней в стационарных ящиках для голосования	9988	1561	2017	533	463	291	193	369	454	460	162	101	318	648	325	237	249	585	595	427					
9	Число недействительных бюллетеней	55	0	7	17	1	2	0	0	0	1	11	0	2	3	2	0	2	3	3	1					
10	Число действительных бюллетеней	11351	1708	2248	584	494	291	200	394	516	493	237	160	348	702	323	237	265	638	899	614					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	194	20	20	10	10	6	8	6	10	10	8	8	10	10	10	10	8	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	8	8	7	3	1	3	2	10	9	0	2	5	10	0	1	4	3	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	8	11	1	9	0	1	0	0	1	0	1	1	5	3	0	1	5	4	1					
14	Число погашенных открепительных удостоверений	113	12	12	3	7	5	5	4	0	1	8	6	5	0	10	9	4	7	8	7					
15	Число открепительных удостоверений выданных ТИК	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	139	7	30	6	8	6	3	6	12	8	3	1	2	9	3	2	6	14	6	7					
		1.21%	0.40%	1.33%	0.99%	1.61%	2.04%	1.5%	1.52%	2.32%	1.61%	1.20%	0.62%	0.57%	1.27%	0.92%	0.84%	2.24%	2.18%	0.66%	1.13%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	54	8	8	7	6	0	0	0	2	2	1	0	1	6	1	1	5	0	3	3					
		0.47%	0.46%	0.35%	1.16%	1.21%	0.0%	0.0%	0.0%	0.38%	0.40%	0.40%	0.0%	0.28%	0.85%	0.30%	0.42%	1.87%	0.0%	0.33%	0.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	94	14	15	11	3	1	1	2	5	8	2	0	4	5	5	2	1	5	7	3					
		0.82%	0.81%	0.66%	1.83%	0.60%	0.34%	0.5%	0.50%	0.96%	1.61%	0.80%	0.0%	1.14%	0.70%	1.53%	0.84%	0.37%	0.78%	0.77%	0.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	51	10	15	6	2	0	0	0	1	0	1	1	2	0	2	3	0	1	5	2					
		0.44%	0.58%	0.66%	0.99%	0.40%	0.0%	0.0%	0.0%	0.19%	0.0%	0.40%	0.62%	0.57%	0.0%	0.61%	1.26%	0.0%	0.15%	0.55%	0.32%					
22	"5. ""За Русь Святую"""	19	4	3	1	0	0	1	1	1	1	0	0	2	1	2	0	0	0	0	2					
		0.16%	0.23%	0.13%	0.16%	0.0%	0.0%	0.5%	0.25%	0.19%	0.20%	0.0%	0.0%	0.57%	0.14%	0.61%	0.0%	0.0%	0.0%	0.0%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	1	5	2	0	1	1	1	5	0	3	1	0	2	0	0	0	2	1	0					
		0.21%	0.05%	0.22%	0.33%	0.0%	0.34%	0.5%	0.25%	0.96%	0.0%	1.20%	0.62%	0.0%	0.28%	0.0%	0.0%	0.0%	0.31%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	20	7	1	0	1	0	1	1	1	0	0	0	0	0	0	0	5	1	1	1					
		0.17%	0.40%	0.04%	0.0%	0.20%	0.0%	0.5%	0.25%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.87%	0.15%	0.11%	0.16%					
25	"8. ""Народно-республиканская партия России"""	5	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0					
		0.04%	0.05%	0.04%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.11%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.06%	0.11%	0.08%	0.0%	0.20%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	404	55	95	28	12	2	3	8	25	13	12	3	15	23	8	2	18	31	28	23					
		3.54%	3.22%	4.21%	4.65%	2.42%	0.68%	1.5%	2.03%	4.84%	2.63%	4.83%	1.87%	4.28%	3.26%	2.46%	0.84%	6.74%	4.83%	3.10%	3.73%					
28	"11. ""Истинные патриоты России"""	24	1	2	2	0	0	7	0	2	0	0	2	0	0	5	0	0	0	0	3					
		0.21%	0.05%	0.08%	0.33%	0.0%	0.0%	3.5%	0.0%	0.38%	0.0%	0.0%	1.25%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.48%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	37	4	12	0	0	1	4	0	1	1	0	3	5	1	0	0	2	1	0	2					
		0.32%	0.23%	0.53%	0.0%	0.0%	0.34%	2.0%	0.0%	0.19%	0.20%	0.0%	1.87%	1.42%	0.14%	0.0%	0.0%	0.74%	0.15%	0.0%	0.32%					
30	"13. ""Демократическая партия России"""	7	1	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1					
		0.06%	0.05%	0.04%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.20%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	2	5	4	1	1	0	0	2	0	0	5	0	0	0	1	0	0	0	1					
		0.19%	0.11%	0.22%	0.66%	0.20%	0.34%	0.0%	0.0%	0.38%	0.0%	0.0%	3.12%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.16%					
32	"15. ""Партия СЛОН"""	8	4	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0					
		0.07%	0.23%	0.04%	0.16%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	242	51	55	13	18	5	1	2	7	7	2	0	2	11	4	4	6	15	27	12					
		2.12%	2.98%	2.43%	2.16%	3.63%	1.70%	0.5%	0.50%	1.35%	1.41%	0.80%	0.0%	0.57%	1.56%	1.23%	1.68%	2.24%	2.34%	2.99%	1.95%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	2	3	0	1	1	0	2	0	1	1	1	2	2	3	0	0	1	2	0					
		0.19%	0.11%	0.13%	0.0%	0.20%	0.34%	0.0%	0.50%	0.0%	0.20%	0.40%	0.62%	0.57%	0.28%	0.92%	0.0%	0.0%	0.15%	0.22%	0.0%					
35	"18. ""ЛДПР"""	504	69	107	22	34	21	5	7	16	15	9	0	13	34	12	12	15	42	62	9					
		4.41%	4.03%	4.74%	3.66%	6.86%	7.16%	2.5%	1.77%	3.10%	3.03%	3.62%	0.0%	3.71%	4.82%	3.69%	5.06%	5.61%	6.55%	6.87%	1.46%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	72	4	10	8	0	2	0	1	7	6	3	0	3	4	0	0	5	8	7	4					
