Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Городищенская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664					
1	"Число избирателей, внесенных в списки избирателей"	45486	2209	2299	2597	2325	2284	1584	2326	734	1114	2294	2366	1195	2087	1951	1716	1115	1895	378	991	383	171	599	1496	1945	727	1778	501	1493	836	455	912	730					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42580	2000	2000	2500	2000	2000	1500	2000	700	1000	2000	2000	1000	1900	2000	1500	1100	1900	400	900	400	280	600	1500	2000	800	1500	450	1500	900	450	1000	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23858	1160	1239	1196	1044	1072	743	1030	346	747	1021	1047	608	1005	963	901	738	993	176	655	252	120	422	902	1145	486	976	262	723	556	383	478	469					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1483	16	25	60	89	56	69	89	40	25	49	68	25	92	47	33	44	50	34	46	21	10	14	79	42	36	38	18	49	47	31	105	36					
6	Число погашенных избирательных бюллетеней	17239	824	736	1244	867	872	688	881	314	228	930	885	367	803	990	566	318	857	190	199	127	150	164	519	813	278	486	170	728	297	36	417	295					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1483	16	25	60	89	56	69	89	40	25	49	68	25	92	47	33	44	50	34	46	21	10	14	79	42	36	38	18	49	47	31	105	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23851	1157	1239	1196	1044	1072	743	1027	346	747	1021	1047	607	1005	963	901	738	993	176	655	252	120	422	902	1145	486	976	262	723	556	383	478	469					
9	Число недействительных избирательных бюллетеней	169	4	5	7	7	8	5	5	3	7	7	6	9	8	11	4	5	11	0	5	0	0	4	5	4	7	15	2	5	0	1	5	4					
10	Число действительных избирательных бюллетеней	25165	1169	1259	1249	1126	1120	807	1111	383	765	1063	1109	623	1089	999	930	777	1032	210	696	273	130	432	976	1183	515	999	278	767	603	413	578	501					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	497	15	25	20	19	20	15	20	10	10	20	20	15	31	23	11	18	20	10	10	10	10	10	15	20	20	15	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	263	9	21	11	10	5	7	10	2	6	18	4	1	31	23	11	18	8	0	8	4	2	2	6	15	15	6	2	4	1	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	150	10	11	7	10	5	5	6	2	0	0	15	4	10	5	4	9	3	1	4	6	0	3	2	3	1	5	0	3	4	5	6	1					
14	Число погашенных неиспользованных открепительных удостоверений	234	6	4	9	9	15	8	10	8	4	2	16	14	0	0	0	0	12	10	2	6	8	8	9	5	5	9	8	11	9	10	7	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	928	62	42	31	38	29	23	34	15	39	27	32	23	45	43	68	23	24	6	29	8	4	24	61	38	30	29	13	13	16	3	25	31					
		3.66%	5.29%	3.32%	2.47%	3.35%	2.57%	2.83%	3.05%	3.89%	5.05%	2.52%	2.87%	3.64%	4.10%	4.26%	7.28%	2.94%	2.30%	2.86%	4.14%	2.93%	3.08%	5.50%	6.22%	3.20%	5.75%	2.86%	4.64%	1.68%	2.65%	0.72%	4.29%	6.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	162	19	13	15	3	7	11	5	4	2	8	10	2	4	0	7	3	2	1	1	1	0	7	8	13	4	4	0	2	0	1	1	4					
		0.64%	1.62%	1.03%	1.19%	0.26%	0.62%	1.35%	0.45%	1.04%	0.26%	0.75%	0.90%	0.32%	0.36%	0.00%	0.75%	0.38%	0.19%	0.48%	0.14%	0.37%	0.00%	1.61%	0.82%	1.10%	0.77%	0.39%	0.00%	0.26%	0.00%	0.24%	0.17%	0.79%					
20	3.Политическая партия «Демократическая партия России»	25	2	1	1	2	0	0	0	0	0	1	1	1	0	3	0	0	2	0	1	0	0	0	1	3	1	3	0	0	1	0	0	1					
		0.10%	0.17%	0.08%	0.08%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.09%	0.16%	0.00%	0.30%	0.00%	0.00%	0.19%	0.00%	0.14%	0.00%	0.00%	0.00%	0.10%	0.25%	0.19%	0.30%	0.00%	0.00%	0.17%	0.00%	0.00%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3269	190	145	195	207	166	141	123	43	87	107	162	71	137	196	129	135	119	10	67	45	20	40	141	144	44	100	23	61	51	29	65	76					
		12.90%	16.20%	11.47%	15.53%	18.27%	14.72%	17.36%	11.02%	11.14%	11.27%	10.00%	14.53%	11.23%	12.49%	19.41%	13.81%	17.26%	11.41%	4.76%	9.56%	16.48%	15.38%	9.17%	14.37%	12.13%	8.43%	9.86%	8.21%	7.90%	8.46%	7.00%	11.15%	15.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	123	10	11	24	8	11	5	11	0	2	2	2	1	8	0	3	2	2	0	0	0	1	1	2	5	2	1	1	0	1	0	3	4					
		0.49%	0.85%	0.87%	1.91%	0.71%	0.98%	0.62%	0.99%	0.00%	0.26%	0.19%	0.18%	0.16%	0.73%	0.00%	0.32%	0.26%	0.19%	0.00%	0.00%	0.00%	0.77%	0.23%	0.20%	0.42%	0.38%	0.10%	0.36%	0.00%	0.17%	0.00%	0.51%	0.79%					
23	6.Политическая партия «Партия социальной справедливости»	35	4	2	4	3	3	0	1	0	0	0	1	2	0	1	0	0	1	0	0	0	0	2	5	2	0	0	0	2	2	0	0	0					
		0.14%	0.34%	0.16%	0.32%	0.26%	0.27%	0.00%	0.09%	0.00%	0.00%	0.00%	0.09%	0.32%	0.00%	0.10%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.46%	0.51%	0.17%	0.00%	0.00%	0.00%	0.26%	0.33%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2560	107	127	149	109	104	86	105	38	87	127	138	45	94	103	92	97	139	31	71	26	19	43	101	114	39	127	29	71	47	21	48	26					
		10.10%	9.12%	10.05%	11.86%	9.62%	9.22%	10.59%	9.41%	9.84%	11.27%	11.87%	12.38%	7.12%	8.57%	10.20%	9.85%	12.40%	13.33%	14.76%	10.13%	9.52%	14.62%	9.86%	10.30%	9.60%	7.47%	12.52%	10.36%	9.20%	7.79%	5.07%	8.23%	5.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1417	74	87	89	70	67	64	77	20	22	84	61	18	55	51	75	18	52	8	30	12	7	20	119	61	11	42	18	20	19	2	32	32					
		5.59%	6.31%	6.88%	7.09%	6.18%	5.94%	7.88%	6.90%	5.18%	2.85%	7.85%	5.47%	2.85%	5.01%	5.05%	8.03%	2.30%	4.99%	3.81%	4.28%	4.40%	5.38%	4.59%	12.13%	5.14%	2.11%	4.14%	6.43%	2.59%	3.15%	0.48%	5.49%	6.34%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	187	11	12	11	14	23	7	2	2	9	4	3	4	5	5	2	6	4	1	6	4	3	0	6	10	8	7	2	2	2	3	4	5					
		0.74%	0.94%	0.95%	0.88%	1.24%	2.04%	0.86%	0.18%	0.52%	1.17%	0.37%	0.27%	0.63%	0.46%	0.50%	0.21%	0.77%	0.38%	0.48%	0.86%	1.47%	2.31%	0.00%	0.61%	0.84%	1.53%	0.69%	0.71%	0.26%	0.33%	0.72%	0.69%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16264	668	800	716	663	699	465	739	260	514	691	686	450	735	592	549	493	682	151	491	174	76	294	525	782	374	674	192	596	460	353	400	320					
		64.20%	56.95%	63.29%	57.01%	58.52%	61.97%	57.27%	66.22%	67.36%	66.58%	64.58%	61.52%	71.20%	67.00%	58.61%	58.78%	63.04%	65.39%	71.90%	70.04%	63.74%	58.46%	67.43%	53.52%	65.88%	71.65%	66.47%	68.57%	77.20%	76.29%	85.27%	68.61%	63.37%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	195	22	19	14	9	11	5	14	1	3	12	13	6	6	5	5	0	5	2	0	3	0	1	7	11	2	12	0	0	4	1	0	2					
		0.77%	1.88%	1.50%	1.11%	0.79%	0.98%	0.62%	1.25%	0.26%	0.39%	1.12%	1.17%	0.95%	0.55%	0.50%	0.54%	0.00%	0.48%	0.95%	0.00%	1.10%	0.00%	0.23%	0.71%	0.93%	0.38%	1.18%	0.00%	0.00%	0.66%	0.24%	0.00%	0.40%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
