Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Городищенская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239					
1	"Число избирателей, внесенных в список избирателей"	48374	1639	1615	1768	1158	1814	1317	741	346	2033	1407	1825	1106	782	1180	2538	2417	1243	2117	1946	1755	1284	1917	480	969	222	436	214	692	1567	1990	784	1580	1838	257	508	851	90	1074	874					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46500	1500	1600	1700	1100	1700	1300	700	300	2000	1300	1800	1000	700	1200	2500	2400	1200	1900	1900	1700	1300	1900	400	900	200	400	200	600	1500	2000	700	1600	1700	500	400	800	100	1000	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22785	788	869	885	514	825	576	283	178	907	580	709	424	303	589	1055	894	517	866	803	855	703	811	190	528	152	244	124	360	830	1041	490	585	817	243	339	583	62	627	636					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1683	8	21	30	35	63	33	16	7	51	41	39	35	18	25	52	99	50	112	96	69	58	106	49	40	0	43	17	7	39	45	42	54	35	12	20	35	0	141	40					
6	Число погашенных избирательных бюллетеней	22030	704	710	785	551	812	691	401	115	1042	679	1051	541	379	586	1393	1407	633	922	1001	776	539	982	161	332	48	113	59	233	631	914	168	961	848	245	41	182	38	232	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1683	8	21	30	35	63	33	16	7	51	41	39	35	18	25	52	99	50	112	96	69	58	106	49	40	0	43	17	7	39	45	42	54	35	12	20	35	0	141	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22782	788	869	885	514	825	576	283	178	907	580	708	424	303	589	1053	894	517	866	803	855	703	811	190	528	152	244	124	360	830	1041	490	585	817	243	339	583	62	627	636					
9	Число недействительных избирательных бюллетеней	429	16	14	13	11	13	9	8	4	20	11	14	4	5	16	21	21	9	13	24	29	15	21	5	6	3	1	4	4	9	10	9	9	23	4	7	6	0	10	8					
10	Число действительных избирательных бюллетеней	24036	780	876	902	538	875	600	291	181	938	610	733	455	316	598	1084	972	558	965	875	895	746	896	234	562	149	286	137	363	860	1076	523	630	829	251	352	612	62	758	668					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	520	24	27	17	17	22	11	13	11	25	10	16	8	11	10	20	15	10	20	20	20	10	25	3	20	1	3	31	7	16	15	7	15	8	2	6	7	0	10	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	502	21	26	17	13	22	11	11	11	25	10	16	8	9	6	20	15	10	20	20	20	10	25	3	20	1	3	31	7	16	15	7	15	8	0	6	7	0	10	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	267	23	6	11	3	4	11	8	4	3	4	3	4	4	1	14	9	2	10	7	5	11	6	7	6	1	3	8	5	9	8	5	6	2	1	34	4	4	7	4					
14	Число погашенных неиспользованных открепительных удостоверений	18	3	1	0	4	0	0	2	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4972	183	179	206	134	180	132	53	40	192	110	180	106	84	87	285	215	109	199	215	224	116	165	49	139	37	48	20	69	179	190	107	85	197	65	47	102	11	130	103					
