Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Волоколамская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119					
1	"Число избирателей, внесенных в список избирателей"	39876	838	1111	1242	1492	297	883	2138	2516	2524	2797	2080	1691	1591	1026	933	457	2627	691	898	1216	801	1182	798	1070	1082	538	531	578	1102	2691	455					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40714	825	2329	1237	1424	268	872	2032	2498	2534	2705	2072	1642	1572	1026	912	475	2541	717	894	1244	810	1147	778	1096	1132	540	539	603	1100	2671	479					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18430	537	1070	586	621	152	368	1013	1099	1167	1311	917	573	500	433	560	247	1241	312	349	542	324	514	311	345	390	220	256	257	476	1284	455					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2461	27	41	40	20	40	17	44	80	141	99	34	122	123	64	42	18	212	85	36	76	74	154	96	263	280	21	20	81	94	17	0					
6	Число погашенных избирательных бюллетеней	19823	261	1218	611	783	76	487	975	1319	1226	1295	1121	947	949	529	310	210	1088	320	509	626	412	479	371	488	462	299	263	265	530	1370	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2461	27	41	40	20	40	17	44	80	141	99	34	122	123	64	42	18	212	85	36	76	74	154	96	263	280	21	20	81	94	17	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18425	537	1070	586	621	152	368	1013	1096	1167	1311	917	573	500	433	560	247	1241	312	349	542	324	514	311	345	390	219	256	257	475	1284	455					
9	Число недействительных избирательных бюллетеней	565	5	43	32	14	3	19	20	39	14	40	10	17	15	17	39	13	38	9	12	16	8	15	18	3	20	6	5	9	10	50	6					
10	Число действительных избирательных бюллетеней	20321	559	1068	594	627	189	366	1037	1137	1294	1370	941	678	608	480	563	252	1415	388	373	602	390	653	389	605	650	234	271	329	559	1251	449					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	865	15	40	30	25	5	25	40	45	55	60	35	25	25	25	25	15	50	30	20	35	15	30	15	25	25	15	15	25	25	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	765	10	39	30	14	1	21	38	45	55	58	26	24	14	15	25	15	48	30	17	28	13	26	8	25	25	6	12	25	25	47	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	792	9	22	15	21	22	10	43	20	27	21	11	16	9	22	9	2	54	12	17	18	14	27	11	14	20	3	15	9	29	42	228					
14	Число погашенных неиспользованных открепительных удостоверений	100	5	1	0	11	4	4	2	0	0	2	9	1	11	10	0	0	2	0	3	7	2	4	7	0	0	9	3	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	3	0	1	1	1	0	2	4	3	1	4	1	1	0	1	1	1	1	0	2	1	2	0	2	0	1	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2721	61	150	88	108	27	54	140	181	170	172	145	94	89	63	36	26	220	30	63	99	49	93	44	91	77	33	28	25	86	179	0					
		13.03%	10.82%	13.50%	14.06%	16.85%	14.06%	14.03%	13.25%	15.39%	12.99%	12.20%	15.25%	13.53%	14.29%	12.68%	5.98%	9.81%	15.14%	7.56%	16.36%	16.02%	12.31%	13.92%	10.81%	14.97%	11.49%	13.75%	10.14%	7.40%	15.11%	13.76%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3672	72	225	126	146	26	66	190	217	207	270	124	128	114	82	68	56	316	81	84	109	73	101	48	85	76	53	58	65	93	308	5					
		17.58%	12.77%	20.25%	20.13%	22.78%	13.54%	17.14%	17.98%	18.45%	15.83%	19.15%	13.04%	18.42%	18.30%	16.50%	11.30%	21.13%	21.75%	20.40%	21.82%	17.64%	18.34%	15.12%	11.79%	13.98%	11.34%	22.08%	21.01%	19.23%	16.34%	23.67%	1.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	187	5	9	9	7	0	4	18	22	5	9	2	3	6	4	7	3	8	4	2	6	5	8	0	8	3	2	5	2	6	15	0					
		0.90%	0.89%	0.81%	1.44%	1.09%	0.00%	1.04%	1.70%	1.87%	0.38%	0.64%	0.21%	0.43%	0.96%	0.80%	1.16%	1.13%	0.55%	1.01%	0.52%	0.97%	1.26%	1.20%	0.00%	1.32%	0.45%	0.83%	1.81%	0.59%	1.05%	1.15%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4102	88	233	140	132	45	101	246	293	325	355	109	156	109	124	58	34	282	81	90	119	80	126	88	85	84	49	65	64	76	263	2					
		19.64%	15.60%	20.97%	22.36%	20.59%	23.44%	26.23%	23.27%	24.91%	24.85%	25.18%	11.46%	22.45%	17.50%	24.95%	9.63%	12.83%	19.41%	20.40%	23.38%	19.26%	20.10%	18.86%	21.62%	13.98%	12.54%	20.42%	23.55%	18.93%	13.36%	20.22%	0.44%					
