Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Волоколамская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115					
1	"Число избирателей, внесенных в списки избирателей"	40856	849	2459	1191	1477	289	1041	1724	2740	2740	3081	1966	1597	1496	1044	758	410	2450	673	885	1222	775	1264	821	330	740	979	502	484	493	1133	2822	421					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38117	819	2275	1112	1343	255	942	1658	2505	2580	2703	1808	1489	1359	1008	737	404	2318	663	807	1206	788	1176	779	295	701	932	461	446	487	1042	2596	423					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21313	505	1235	632	740	155	486	954	1293	1589	1552	981	739	633	475	324	305	1301	376	455	604	479	608	401	237	424	522	250	281	299	589	1468	421					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3328	70	36	46	63	60	93	60	133	80	167	76	284	100	156	88	71	279	100	100	90	154	216	163	43	52	130	44	47	78	134	115	0					
6	Число погашенных избирательных бюллетеней	13476	244	1004	434	540	40	363	644	1079	911	984	751	466	626	377	325	28	738	187	252	512	155	352	215	15	225	280	167	118	110	319	1013	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3328	70	36	46	63	60	93	60	133	80	167	76	284	100	156	88	71	279	100	100	90	154	216	163	43	52	130	44	47	78	134	115	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21307	505	1235	632	740	155	484	954	1293	1589	1552	981	739	629	475	324	305	1301	376	455	604	479	608	401	237	424	522	250	281	299	589	1468	421					
9	Число недействительных избирательных бюллетеней	266	3	21	10	7	3	2	8	10	21	16	15	22	19	8	8	2	12	4	6	5	5	12	2	2	5	11	1	0	5	6	13	2					
10	Число действительных избирательных бюллетеней	24369	572	1250	668	796	212	575	1006	1416	1648	1703	1042	1001	710	623	404	374	1568	472	549	689	628	812	562	278	471	641	293	328	372	717	1570	419					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1046	30	40	20	30	20	30	30	40	40	40	30	30	30	30	30	30	70	50	30	56	30	50	30	20	30	30	30	30	30	30	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	851	24	32	14	20	8	14	30	40	40	40	30	21	14	22	30	30	70	49	30	52	30	45	17	3	15	30	18	12	21	23	27	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	756	9	16	4	28	11	35	46	18	46	31	8	12	7	4	9	15	68	8	60	13	5	30	4	5	8	17	7	6	4	53	60	109					
14	Число погашенных неиспользованных открепительных удостоверений	195	6	8	6	10	12	16	0	0	0	0	0	9	16	8	0	0	0	1	0	4	0	5	13	17	15	0	12	18	9	7	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	0	0	0	2	0	0	4	3	2	4	0	1	4	1	2	3	8	2	0	0	2	4	0	4	4	0	1	1	0	0	0	0					
