Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Усть-Камчатская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179					
1	"Число избирателей, внесенных в списки избирателей"	10850	719	493	131	296	470	1496	719	749	1572	2143	278	1510	274					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10200	700	495	130	270	460	1455	680	698	1390	1900	279	1485	258					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	241	8	0	0	0	233	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6446	358	332	105	149	206	1172	372	386	864	1283	141	884	194					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	409	65	43	10	13	21	9	30	28	56	66	14	51	3					
6	Число погашенных избирательных бюллетеней	3104	269	120	15	108	0	274	278	284	470	551	124	550	61					
7	Число избирательных бюллетеней в переносных ящиках для голосования	648	73	43	10	13	252	9	30	28	56	66	14	51	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6437	357	332	105	149	205	1172	372	386	863	1279	141	882	194					
9	Число недействительных избирательных бюллетеней	166	7	6	5	1	36	10	13	19	28	22	4	13	2					
10	Число действительных избирательных бюллетеней	6919	423	369	110	161	421	1171	389	395	891	1323	151	920	195					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	296	20	20	10	10	10	40	20	20	40	46	10	40	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	94	1	1	1	1	0	28	11	7	12	26	0	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	24	0	0	0	0	0	8	1	3	4	4	0	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	202	19	19	9	9	10	12	9	13	28	20	10	36	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	4	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	133	13	7	1	5	11	25	7	3	14	22	4	17	4					
		1.88%	3.02%	1.87%	0.87%	3.09%	2.41%	2.12%	1.74%	0.72%	1.52%	1.64%	2.58%	1.82%	2.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	1	0	1	2	2	11	1	1	10	4	0	9	1					
		0.61%	0.23%	0.00%	0.87%	1.23%	0.44%	0.93%	0.25%	0.24%	1.09%	0.30%	0.00%	0.96%	0.51%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	1	0	2	2	0	0	0	2	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.50%	0.48%	0.00%	0.00%	0.00%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	528	35	31	8	10	7	81	27	40	63	123	12	78	13					
		7.45%	8.14%	8.27%	6.96%	6.17%	1.53%	6.86%	6.72%	9.66%	6.86%	9.14%	7.74%	8.36%	6.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	11	1	0	0	0	3	0	0	0	0	2	0	5	0					
		0.16%	0.23%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.54%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	0	0	0	2	1	5	2	0	2	0					
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.24%	0.54%	0.15%	0.00%	0.21%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	745	40	27	8	23	39	141	42	33	113	148	14	101	16					
		10.52%	9.30%	7.20%	6.96%	14.20%	8.53%	11.94%	10.45%	7.97%	12.30%	11.00%	9.03%	10.83%	8.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	327	28	12	3	7	1	31	15	20	59	84	9	51	7					
		4.62%	6.51%	3.20%	2.61%	4.32%	0.22%	2.62%	3.73%	4.83%	6.42%	6.25%	5.81%	5.47%	3.55%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	161	10	7	1	4	1	9	5	3	8	63	5	45	0					
		2.27%	2.33%	1.87%	0.87%	2.47%	0.22%	0.76%	1.24%	0.72%	0.87%	4.68%	3.23%	4.82%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4900	294	282	88	108	354	867	285	290	609	867	107	595	154					
		69.16%	68.37%	75.20%	76.52%	66.67%	77.46%	73.41%	70.90%	70.05%	66.27%	64.46%	69.03%	63.77%	78.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	52	1	3	0	2	2	6	3	2	10	8	0	15	0					
		0.73%	0.23%	0.80%	0.00%	1.23%	0.44%	0.51%	0.75%	0.48%	1.09%	0.59%	0.00%	1.61%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
