Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
"Наименование Избирательной комиссии:    Орел, Советская"																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129					
1	"Число избирателей, внесенных в списки"	68368	1696	1710	1718	1477	2432	2702	1823	1673	1504	1485	2056	2384	2433	2322	2513	2483	2322	2553	1700	2450	2303	2015	2529	1888	1866	2507	1820	2073	2675	2661	2954	702	138	94	151	106	450					
2	"Число бюллетеней, полученных участковыми комиссиями"	68240	1600	1600	1700	1400	2200	2700	1800	1700	1500	1500	2100	2300	2400	2300	2600	2500	2500	2600	2200	2300	2300	2000	2400	1900	1800	2400	1900	2000	2600	2600	2800	700	140	130	150	120	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	47721	1156	1217	1295	979	1549	1876	1227	1102	959	992	1325	1530	1635	1621	1758	1670	1747	1615	1671	1439	1600	1335	1669	1322	1510	1603	1633	1191	1686	2106	2121	694	136	67	133	106	446					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1348	47	56	55	53	51	23	42	30	47	44	96	49	35	67	39	21	28	35	29	42	58	35	63	47	20	36	23	28	41	12	70	0	0	22	0	0	4					
6	Число погашенных бюллетеней	19171	397	327	350	368	600	801	531	568	494	464	679	721	730	612	803	809	725	950	500	819	642	630	668	531	270	761	244	781	873	482	609	6	4	41	17	14	350					
7	Число бюллетеней в переносных ящиках для голосования	1348	47	56	55	53	51	23	42	30	47	44	96	49	35	67	39	21	28	35	29	42	58	35	63	47	20	36	23	28	41	12	70	0	0	22	0	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	47642	1156	1217	1295	979	1548	1876	1227	1102	958	992	1318	1528	1635	1604	1758	1665	1745	1611	1642	1439	1600	1334	1669	1322	1510	1601	1633	1187	1682	2106	2121	694	136	67	133	106	446					
9	Число недействительных бюллетеней	339	5	12	3	8	10	15	12	7	8	10	6	14	10	11	9	10	11	10	11	12	21	12	20	8	15	5	6	8	15	4	11	7	1	4	1	0	7					
10	Число действительных бюллетеней	48651	1198	1261	1347	1024	1589	1884	1257	1125	997	1026	1408	1563	1660	1660	1788	1676	1762	1636	1660	1469	1637	1357	1712	1361	1515	1632	1650	1207	1708	2114	2180	687	135	85	132	106	443					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1721	39	25	41	20	30	40	25	141	40	50	80	30	40	30	40	50	140	60	30	30	30	30	40	30	30	40	20	130	70	240	80	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1108	27	24	28	11	25	28	22	141	23	32	30	28	30	19	34	42	101	60	13	25	23	16	20	20	25	28	20	72	62	39	40	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1424	16	22	24	15	15	11	18	25	11	7	13	11	10	22	12	13	8	18	14	12	15	15	18	9	10	17	12	21	11	15	12	692	99	38	39	71	33					
14	Число погашенных открепительных удостоверений	613	12	1	13	9	5	12	3	0	17	18	50	2	10	11	6	8	39	0	17	5	7	14	20	10	5	12	0	58	8	201	40	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	218	8	6	2	2	8	11	3	6	4	9	9	5	5	4	5	2	7	9	2	9	13	4	6	6	9	3	5	5	9	10	16	3	0	2	2	1	8					
